,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8
1965-01-01,,,,,,,,
1965-02-01,,,,,,,,
1965-03-01,,,,,,,,
1965-04-01,,,,,,,,
1965-05-01,,,,,,,,
1965-06-01,,,,,,,,
1965-07-01,,,,,,,,
1965-08-01,,,,,,,,
1965-09-01,,,,,,,,
1965-10-01,,,,,,,,
1965-11-01,,,,,,,,
1965-12-01,,,,,,,,
1966-01-01,,,,,,,,
1966-02-01,,,,,,,,
1966-03-01,,,,,,,,
1966-04-01,,,,,,,,
1966-05-01,,,,,,,,
1966-06-01,,,,,,,,
1966-07-01,,,,,,,,
1966-08-01,,,,,,,,
1966-09-01,,,,,,,,
1966-10-01,,,,,,,,
1966-11-01,,,,,,,,
1966-12-01,,,,,,,,
1967-01-01,16.921136207141878,104.25275082320813,314.92383778637736,31.273477399677866,84.3044056839328,91.55501443342587,32.76247901947074,83.6047048124153
1967-02-01,17.05837504677336,116.57199317800438,316.9553854858002,31.685408794055878,85.42358680954219,91.01039283788116,33.11381753571005,85.48343707687826
1967-03-01,17.066210285986703,74.58969315720964,374.44391573454936,35.29116243308302,91.5004842862001,106.34698258867975,37.71590775013431,103.18397142262774
1967-04-01,17.264912129671323,30.662019042944422,405.05445669427746,37.76468846733309,105.57813041757096,114.82122213164808,39.44048317417543,111.51298562798519
1967-05-01,17.1088294314745,54.02308969878374,390.8442487785563,37.491474597126775,124.16793126266406,116.29557701395862,39.41613720529398,107.74969961113759
1967-06-01,16.94805655574812,150.4627237675841,355.8702275898423,33.57705200585014,139.5256843821428,112.88348762504219,39.91400990527874,95.11206539772165
1967-07-01,16.52198379865283,133.814274644166,225.88971127685056,29.29390071263137,143.69119999099428,103.7897767230761,38.55556606542459,51.5109446074016
1967-08-01,16.194781406987794,158.41345047438088,0.0,27.889540374303483,151.3256488247233,86.7337185700586,36.05042839888482,13.899199030969813
1967-09-01,16.208798912483342,188.1910207931134,281.9135015107622,29.21531893358005,156.74560075955424,103.4784061539774,38.88685532167144,67.14783298873793
1967-10-01,16.354075625821945,166.4456090818192,421.8634761708802,34.444049867183566,160.4096562691584,122.6145346240311,42.020705234865964,102.85710750806503
1967-11-01,16.914735191440023,158.84773600557585,417.0467342591361,35.17588276760996,153.59919898880077,117.74668112323064,41.00324572509369,100.92066288253112
1967-12-01,16.80640334502658,131.11908275717255,383.4834815479893,33.940807824977725,126.59300357734583,114.06607192118425,38.94780320120418,94.53163148274382
1968-01-01,16.85916407852577,115.21262550702296,314.27280755008854,31.29020777041818,90.34733054054004,96.99976727842372,34.68925877613826,80.970958219062
1968-02-01,16.850758292033802,100.65919225047219,314.4491735537611,32.359239667461246,96.2715506847404,95.43013925013197,34.19098501746305,85.92472404424842
1968-03-01,16.89298344124431,72.98034003299558,326.59939578031174,34.5992134515236,69.16022807347822,94.29973499136014,35.75728888683133,94.354268216637
