,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1967-11-01,6.829468805411376,8.739441852231364,2.939315410122261,5.615493467213972,4.453781983766264,8.507808221454068,7.49275592290589,7.569701542175066,6.210842769231418,2.736624788163915,3.2345904861406245
1967-12-01,5.336854425393546,8.615109816578137,2.876841132488784,5.7503149765485935,4.811770869522068,8.253915466589328,7.8920511370541195,7.016638729274682,3.8952398282276848,2.8029653186436065,3.230184917549741
1968-01-01,5.658966192232913,8.556153766229174,2.66737208984224,5.887941573339944,5.141368547938737,7.809350460739494,8.081345504664812,6.808568092146278,4.294097183417964,4.005630668511357,2.475578655260133
1968-02-01,5.794235719287724,8.665488942849297,2.6267906808200654,6.8778296455165915,4.382258971175813,6.910030437950815,8.083638251969523,6.080922834351032,3.80529695946944,6.647203644413936,2.0400361684937205
1968-03-01,3.6073365878861474,8.501117944516906,3.14527206393867,6.68923923884632,4.883772916655393,7.121897703318313,8.087065940357048,6.337175113752887,3.97662540800955,7.207437295862895,3.049623715739553
1968-04-01,3.5374220251147293,8.711995187894583,3.7953352682598496,7.40368021662835,6.007325202194667,7.547964108021023,8.166985186256134,6.390713176513958,3.6054430764871723,7.397171697437985,0.0
1968-05-01,3.258685053373681,8.959674049364123,4.523453886863041,7.372404434365734,5.384836401287951,7.978538215457446,8.176847655715259,6.613108962640205,3.2171876018608976,5.615091995165605,0.0
1968-06-01,2.8706205462836127,8.896913807699743,4.4786924152297605,6.130597280624262,4.374488209509919,8.185928797998445,7.653977346788355,6.73052904435363,3.205137361638482,4.196180305094116,0.0
1968-07-01,5.8481236685827085,8.291113130960543,4.854134027236882,5.607981875297098,5.262983773373473,8.282746332829433,7.283127930474627,6.81358409618612,4.642869046045912,2.7336791133758074,0.0
1968-08-01,7.286367883520638,8.61167542845216,4.107320261702898,5.478593530971411,5.412844964389537,8.483602671722624,6.601269128305782,7.676852386285854,5.950334489953287,2.815673837068916,0.0
1968-09-01,6.866398399286201,8.630089772035934,3.3568435983910154,5.271088516787226,4.997884424605574,8.49794549453321,6.444055232569624,8.11512928977196,5.011048688638593,2.511936076774762,0.0
1968-10-01,5.812376968975577,8.671560014421125,3.6652481813167226,5.170512147309349,4.085130899968117,8.684524020138323,7.070469687692012,7.6063769516693815,5.329195209098946,2.8633591967538696,2.476248159789118
1968-11-01,6.367246648344334,8.806619146588412,3.8662420487933464,5.612644603628009,4.6847845935998045,8.69059728689859,7.523132752287662,6.959551827793437,4.80832696976278,2.894689441915233,2.748301894591202
1968-12-01,6.207068395148925,8.660397034258509,2.722303839620636,6.42669969348627,5.389768115525518,8.279352677375238,8.264600492257875,6.787531377910926,4.43595052360745,3.268603479928673,3.4387947778595023
1969-01-01,5.730543477946453,8.673922485707577,2.5985406331434793,6.899895559441105,5.91763340092194,7.781729174389595,8.13405555959053,6.279419920082782,4.436113779561905,5.575841931685537,2.4802826535611575
1969-02-01,4.853061465717576,8.801077036975688,3.2795184131594124,6.91586232072614,5.246334165658763,7.55812471363711,8.181064617990238,6.293121828629866,5.378569501977546,6.615238894636928,4.111279951267789
1969-03-01,4.455947720089694,8.847012442918775,3.8239231989121274,7.00657508261732,5.6226747335493545,6.992012754552555,8.283324285632826,4.721222245789443,3.7548305248070353,7.894948312504879,2.811379959363591
1969-04-01,3.3489645900787015,9.082964966097784,4.049755857257394,6.837879466796202,6.156133334499388,7.276316498244989,8.547669001699244,5.999665620045024,3.810456932241989,8.225247434544963,2.9466143986163686
1969-05-01,3.224618827678028,8.987594486386815,4.465241791210955,6.374504456982797,6.150128113658782,7.320314040356851,7.6142381914491075,5.144388936668982,3.2995479566532744,6.949655040648609,0.0
1969-06-01,3.5343617769226414,9.154993536079136,4.613156186162554,6.000289420676894,6.1599105306510396,7.959107977903742,7.398377784882881,5.98257267950474,3.329713015664538,5.776960961372263,0.0
1969-07-01,6.490811931235933,8.714000944114325,4.0427194440001255,5.096564096402001,6.151245552199032,8.28904884082713,6.259932962846361,6.294618808339302,2.3830957929116847,2.998056643451296,0.0
1969-08-01,7.201007607533467,8.552441634132638,4.229680263829899,5.30732852305959,5.037320197380967,8.240843582194286,6.205033996064929,7.293451278724383,3.467167473597894,2.7893334983716085,0.0
1969-09-01,7.051982186048023,8.556434554531819,3.3220825466470334,5.009697275813253,4.385339626061053,8.41920947063278,6.221192023291511,7.92848385811639,3.807599577228266,2.4259952188634686,0.0
1969-10-01,6.179922397212843,8.422122603232769,3.405090679825848,5.771971623876062,5.287212559684205,8.517568877359833,6.627083535777297,7.56099272251332,4.779282939792226,2.74687744081305,2.5093587213643596
1969-11-01,5.538946225826449,8.674210566744012,3.2727933544225394,6.190489715307557,5.013252581541342,8.739184339890155,7.20002297384694,7.185743394740957,5.100234943606403,2.028282336023257,0.0
1969-12-01,5.3289332546847366,8.588235362173197,3.148486582760005,7.031421019051489,5.260447482970279,8.029664421413129,8.00833407955895,6.605978089284864,4.082936071394815,3.977926069177459,2.8703851561030014
1970-01-01,5.973990894964355,8.768992490089227,3.423251860656646,6.926410217525928,5.400935454199373,7.430154211311275,8.04838160233687,5.635556437799454,4.124159630996817,6.0330572603065775,2.3425291773623553
1970-02-01,5.156134649666361,8.58940739438709,3.6813816529334917,6.891780043516551,5.335158673001542,7.259565953456157,8.122478117524578,5.635321953018365,4.870329362604321,6.92234244348464,2.9846056854067653
1970-03-01,4.506558282470983,8.69280311686334,4.135890783956285,6.1136477823188935,6.446636600904408,7.150001963865897,8.15745488029981,5.887864531948076,3.4534054270439554,7.394051778348337,2.6016687534418654
1970-04-01,3.6077826206855277,8.877869039753925,3.9398845135762564,6.827723030377033,5.815678043736088,7.572717237342778,8.357612224266145,4.766979130617917,4.0420036836801385,7.516023964107571,3.615144743032856
1970-05-01,3.2863581434977918,8.894213614225896,4.241770444246357,7.026282272563861,5.682439318094163,7.637166536299024,8.090121937539333,5.832803833658355,3.216186132076753,5.447338410749307,0.0
1970-06-01,2.5214496719939326,8.67333402233349,4.250855108760558,6.080853668370235,5.285128993089702,7.8702525496618865,7.083493707584339,6.483309060811076,3.132978236088473,2.5449634459819808,0.0
1970-07-01,6.684839200661954,8.50912043407161,3.8362737488116374,5.391178848499582,5.642636938911509,7.969787043893115,6.603108963895738,6.361588822150409,3.522429265577761,2.3762018008177512,0.0
1970-08-01,7.9163102141986466,8.434001689070605,4.0099342009501475,5.175918792450578,5.4778522106348495,8.142987000506773,6.677086957301332,6.896311851918393,4.503883068914622,2.043510295642168,0.0
1970-09-01,7.127753213758301,8.47728236334832,3.8198406796238165,5.264049831244837,4.381912828435422,8.182703941868228,6.655209217105143,7.802621660417242,4.3865028640663715,1.9603909490616307,0.0
1970-10-01,6.459312520241199,8.572306986394462,3.6716471803026867,5.909093001662761,4.214056285126328,8.372005402445112,6.652461802708236,7.912366678072875,5.474132414482611,2.2770457848092676,2.402122084360561
1970-11-01,6.0472730022940375,8.821723389404514,2.6564481602347803,6.269512849502452,4.619356451710059,8.376644721990694,7.678887023781093,7.111384882385578,4.42414162252601,2.225297487855212,2.67162852670891
1970-12-01,5.2901319693009,8.555281111897772,3.066521017616325,7.032198212315055,3.845933685148538,8.073249309955623,7.931916081174197,7.049488855122755,5.647830899088558,2.2804191928085866,4.045115196390837
1971-01-01,5.30062671657044,8.669575126597664,2.9088822463475092,7.062106343014285,5.31395315668702,7.392696607022939,8.019072715046022,6.061033974461722,3.3681641451293007,4.205659057858337,0.0
1971-02-01,5.594827110468573,8.72336199930535,3.49756629111885,6.855638250775905,5.7574057205296,7.319696702416872,8.108557728674317,6.213956755452545,3.442751252662477,6.273706378555974,2.4198213251557488
1971-03-01,3.8461602490916955,8.610786240691791,4.332877134438121,7.477010351093201,4.7770995354558625,7.109526345300053,8.282630369817308,6.040201490679803,3.7071873697861006,7.777368083626404,2.7180505381750866
1971-04-01,3.0297072026628515,9.008854666395283,3.731408088340865,7.7208095866685955,5.3721951474095215,7.464984682650505,8.251199523734993,6.167406804651761,3.8413164100302253,8.278380301369836,3.048463254544916
1971-05-01,3.326472223261144,9.07021366792287,3.860708644904832,7.153867852757258,6.202721301729105,7.765975248307715,7.711285144665985,6.481023156090662,3.348213980352307,6.581000089109827,2.444869173408455
1971-06-01,3.706135726491854,9.052762133189738,3.986217742014984,6.219773089639602,4.874778638083057,8.131306800475773,7.15881745491098,6.62839964069835,3.204439225631096,4.695981031238513,0.0
1971-07-01,7.224850161295589,8.512201261602605,3.9283821289399543,5.879627215339537,5.782829118949229,8.183684412650171,6.367485308523915,7.053608750085357,3.9469649573040293,2.8735132431493056,0.0
1971-08-01,7.8609984888417745,8.3013815819163,3.7982888652805156,5.358488475449203,4.634726130860804,8.359266382762437,6.325518061726754,7.116216277629,5.058815554101112,2.641784901976105,0.0
1971-09-01,7.685954495705936,8.506056016202734,3.628668060476502,4.873577855002292,3.538247894446257,8.266976695181183,6.573837715829259,7.757912799405843,5.049607599420845,2.2023298448316777,0.0
1971-10-01,6.577468436917375,8.592193519481663,3.9807011487664985,5.984695028442769,3.321609601046582,8.581586933354858,6.759426167840658,7.722877218396137,5.334369372344407,2.5067831294564598,2.5649764764191216
1971-11-01,5.988766373694893,8.881092448399148,3.4370865741087164,6.6540090118081245,3.4067783776940175,8.648878063749835,7.697781872984703,7.1823504893524,4.94052846363165,2.678148782810202,2.409185671262745
1971-12-01,5.885200857576896,8.599340514213628,2.98128483659569,6.856199529548165,4.556781140280277,8.308752278933714,7.994437607434691,6.797923761125572,5.533747834613955,2.5307138695927804,3.503215569981077
1972-01-01,5.377901560843569,8.75694463350535,3.095612185628316,7.634082444194143,5.50347283797686,7.721432646067494,8.016424314041707,6.528209227183394,3.418301041689063,5.591135387757837,0.0
1972-02-01,4.622163817055901,8.802287651402665,3.4007625020771868,6.517971119435114,5.794845368788931,7.141018599287443,8.386906468185767,5.918569117880405,3.1216347427783715,7.6647288703647325,0.0
1972-03-01,4.395539578971031,8.690938957445836,3.8759368350563252,7.46567130684842,4.952472602454038,7.152125893872803,8.142724489672352,6.103229541351143,2.5416289637177685,8.390241338662621,0.0
1972-04-01,3.5810373801126847,8.978386989281406,3.529853607864503,7.398594250933322,5.831246037483416,7.277051144907326,8.148647599484383,6.357005195876832,4.160731371436112,8.23136445676439,2.923900783982536
1972-05-01,3.251355872037147,8.922126994088284,4.1400217719505505,6.865876231315112,5.9937077229170646,7.4848542075553866,7.750999003480762,6.142564574518575,3.7045466856095226,7.6888057365276685,0.0
1972-06-01,4.090556966596995,8.96424228819603,3.969014637647958,6.267166975353678,6.129890649862005,7.821074960980433,7.226011022570113,6.9507880179302095,3.5669400653315435,6.670883036152345,0.0
1972-07-01,6.480274828288723,8.481039657202972,3.9635938305361313,6.149276639045979,5.48740669646313,8.026167093281629,6.503651153190355,6.637769425301413,2.8672239160221658,5.425164798261938,0.0
1972-08-01,7.3504200427985324,8.552338077390532,3.862515453876842,6.0860207042374315,5.636792360857976,8.212377610881587,6.585666326274568,7.637706832243399,3.808783271730393,5.302490067350672,0.0
1972-09-01,7.347767117718957,8.664522810301728,3.417626816061505,5.388071002946017,4.499646798571877,8.29360971527861,6.520503008959282,7.977742849768999,5.505582539135898,3.995479597181947,2.3644407425319036
1972-10-01,6.146319239981965,8.850527189184927,3.3328131155198313,5.217333418721932,4.418830555236152,8.525491250273033,6.4133424038152524,7.363264807667392,5.189324001075959,3.845892617151906,2.7458866035264418
1972-11-01,5.431739213441094,8.743426228566001,3.3228359202595064,5.390569446030505,4.876712314832036,8.5278422506096,6.781686917505331,6.842421093029286,3.677795260936118,4.956365213454956,2.757650190426648
1972-12-01,5.446638668951747,8.721744963694011,3.0341787463525227,5.961341937620263,5.120837031168148,8.029405889447842,7.580284378556886,6.41924318619705,3.726002150549855,6.3477700632077365,3.0786442693569867
1973-01-01,5.237559725249919,8.708886412281945,2.503370569289582,6.361088471059492,4.828321335853908,7.632766199571537,7.877200587088824,5.881335853671462,4.033227454040158,6.8725447235547525,2.789482748836992
1973-02-01,5.028702189097064,8.726279112634597,2.849540358715246,7.042002459410657,5.087151245777842,7.238998205797446,7.9569015974384625,5.999979802721491,4.86675731593991,7.4397004450176984,2.8716318391446976
1973-03-01,4.083649734222774,8.954439044960294,3.402200970854996,6.497983870823964,5.4961745399494335,7.281846664508708,8.159706418735102,5.33101876938918,3.560186183210367,7.7648041729294865,3.3716799071718997
1973-04-01,3.4628211469068515,9.05884835459475,3.860080375495417,6.981200481462183,5.939573256088899,7.00783857680332,8.099007781263031,5.256237470388566,3.20319364896904,6.837602732964359,0.0
1973-05-01,2.4466660360160506,8.943659742434546,4.041222896345027,6.349677959784008,5.765202548778455,7.7631829150467935,7.5871603316651575,5.065642949985056,3.1794814419184667,5.561133343149058,0.0
1973-06-01,2.162989065456431,8.97874116486542,4.646048619925634,6.491016139267891,4.525952883140911,8.176938969152554,7.011529952275481,6.070762653507897,2.91762513361595,3.115333956862807,0.0
1973-07-01,6.224360580862906,8.733768905353024,3.9408632783104576,5.9992129741488345,5.676313253423155,8.219190518191136,6.470350270551999,6.592018069281138,3.2164989702901408,2.7127791405593262,0.0
1973-08-01,7.845803294518876,8.421155149341168,3.8234304342407515,5.975201956767435,4.333691868821948,8.033431439219227,6.474124701157625,6.785486506827069,3.4689142663470944,2.0570206924850374,0.0
1973-09-01,7.7417559769001585,8.591635712109928,3.763741118354913,5.478680885196208,3.6859764681837803,8.169443934737552,6.431629142956193,8.130880238416008,3.004800074843136,0.0,0.0
1973-10-01,6.942501490827036,8.691308661797427,3.425632392695291,5.351480400004406,4.2663607068345515,8.435697173468466,6.768692545306859,8.01165890668692,4.997908997132264,2.3690048121947096,0.0
1973-11-01,5.661815933526405,8.95316895930467,3.1124910169848232,5.7146525437649816,3.491404797652606,8.451528801601633,7.645214120167205,7.519506029686814,5.052982099823106,2.258747792926275,3.2207346406242388
1973-12-01,4.570428031917039,8.577506782168125,3.03677866896008,6.491357271582989,3.213490155410493,8.102531361919945,8.009111784609217,6.943487581791591,3.414246631277036,2.6130136759218745,0.0
1974-01-01,5.846340535470518,8.281691314758994,3.20897581304619,7.078021402848371,3.2846168544756353,7.57133775190856,7.85732282462896,6.341194946328853,3.785613280578534,4.590353989763393,2.614289307166455
1974-02-01,4.337462858198389,8.58432115483111,3.693616984123851,7.73411664444241,5.191493060119238,6.841215813199393,8.005941503914244,5.912514244455368,3.8466984508992086,6.94074656832783,2.5206032853772453
1974-03-01,4.7827803498428985,8.922486324725602,4.021341353884873,7.781999598074227,5.430018865186349,7.176588271216723,8.193233549377918,5.945241727433905,3.710761888960949,8.267925662725293,2.596447539450828
1974-04-01,3.174476752773774,8.804351172853568,4.865073818298581,7.732611412425136,6.164232153407092,7.12185802423042,8.122823255414529,5.787431685946438,3.735948667498936,8.174417562591685,2.685187189333645
1974-05-01,2.777243624624945,9.025907284456055,4.8405777737916,7.415880188593968,5.886378039798531,7.589536435700683,7.571406034038329,6.088349873120537,3.801351894372932,7.438917170941442,0.0
1974-06-01,2.836081762651603,8.832287409186467,4.745044847770897,6.699015499974127,5.361471308248204,8.060314743118337,6.7934687480123666,6.509687913603919,2.92105036431824,5.645386535683505,0.0
1974-07-01,5.189385440754664,8.491369619149463,4.613597072533043,6.175144385333836,4.824569673996712,8.257717805792396,6.841027241480751,6.521702080369536,2.759339846484092,3.265733386269182,0.0
1974-08-01,6.977385014853598,8.524079573894015,3.949012426388653,6.0136770539326525,5.108434222553785,8.113450851339023,6.935140406554822,7.033039275811309,4.625321216370778,2.5413370880115247,0.0
1974-09-01,7.264717744830353,8.426716317657597,3.979502097443769,5.46810212553215,3.9755220383610257,8.029353380137064,6.802949740606635,7.467845996194726,5.639545880035514,2.5437055816150034,0.0
1974-10-01,6.000920259879754,8.543489086760685,3.433902884147127,5.902798801861413,3.921661228548227,8.13307224580406,6.928070480738246,7.431986797567715,5.830030254863545,2.236877554776794,2.311847244557441
1974-11-01,5.051094106374048,8.829230835482909,2.677095051507823,6.409390481696625,4.834156317192845,8.022704558048414,7.133411926350742,7.493627387880572,5.454345466626032,2.484308676065471,2.839005274546051
1974-12-01,5.59827775980013,8.54065441775979,3.095548239543273,6.95600375618757,5.37610627097925,8.197294801076927,7.858208277558121,7.031800673628418,5.082579842283851,2.3877331719593466,2.962689534557704
1975-01-01,4.539235937865954,8.519046751535837,2.4987781121440666,7.095005667471092,4.272421307984396,7.5830429845495315,8.064036245859393,6.524093453611481,3.748171041561394,4.307258811737522,0.0
1975-02-01,4.286761994814393,8.67704509499897,3.3580398365287145,7.120486453411563,5.1301059781664105,7.037083204295143,8.192139710453025,5.8761110812048925,4.517683700734379,6.589949783868227,2.6252360426947354
1975-03-01,3.489444531648503,8.818425180893813,3.5518907881675155,7.252570470836798,5.719074076671568,7.372892561550244,8.229816509623957,6.067976822880171,4.207251072518231,7.909850115506614,3.099081379161333
1975-04-01,3.2786749161722453,8.908751186788932,3.521096835354179,7.414253636629375,6.058544942054792,7.162761259529644,8.026400983085722,5.819669890919915,4.017968492572934,7.872257775976244,3.6295570232583283
1975-05-01,2.0092336511641893,8.946358628183464,3.6778627183121033,7.106739154199706,5.79376942539258,7.727894478652131,7.492677341715317,6.388599189007606,2.998045571648714,5.8877424965771965,0.0
1975-06-01,2.553433000010596,8.73791889655496,4.534772775598801,6.593039815792983,5.254931499636018,8.190152896844308,7.198922084340985,6.586114152790169,2.9369904378966614,3.713974304432917,0.0
1975-07-01,5.43571562139357,8.564601174952129,3.3851596183218238,5.891556052449306,5.288766761267356,8.085179381497179,6.930455100009905,7.015426931582283,3.2703596686402086,3.0677701042260304,0.0
1975-08-01,7.145345332595523,8.486907037093951,3.9718188132772534,5.425536952818747,3.4952395155486706,8.236957275964812,6.868912865007629,7.7277516923662946,3.559228401254164,2.6929736827305732,0.0
1975-09-01,7.228698278555342,8.305653324594347,3.9407421717671807,5.762767426302822,3.7522624819619734,8.382019805806962,6.423561327417711,7.930872082076495,4.27532758238218,2.3769565582998298,0.0
1975-10-01,6.064687925522157,8.549959188121214,3.753050473750745,5.470687049696565,3.4962780340448836,8.423170538453315,7.1349071172789476,7.776096790289957,4.325714365000691,2.2079621915602856,2.5662001289915635
1975-11-01,5.421056642116426,8.687462626545289,2.774693177551905,6.054305548793536,4.245283468526439,8.380133331326242,7.264951988172516,7.605749043765816,4.04113393390545,2.5068947433806277,2.6810074227865317
1975-12-01,5.561807076890708,8.519462319495707,2.482464206603198,6.666029553456063,3.4184705964515976,7.890363310850006,7.908966281060452,6.795883777457303,4.546257273143622,2.4469605770903695,0.0
1976-01-01,5.287923284552966,8.2545451902013,3.1102687691140445,7.46736526499656,3.3911013722436203,7.390378440029415,7.851922652901895,6.645972224780924,4.124871188101314,4.771039915748446,0.0
1976-02-01,4.675366811547019,8.080071517465585,3.0321556600688737,7.78910710148783,4.777852570834889,6.842487289437682,7.96623298788561,6.058969698730897,4.695104744518631,7.281765706653266,2.859304823086036
1976-03-01,3.5722676849335913,8.513461236669519,3.372991652093636,7.618686303567335,5.51704823871508,6.948836910750989,8.042799658169999,6.138089638280656,4.154400423299895,8.202333879286659,2.9429320966223593
1976-04-01,3.0649197282949783,8.794439465045361,4.36030497416342,7.6747163265831615,5.576692212490871,6.968539863689224,8.220905544645857,6.185998689198558,3.923075379921373,8.121265710523359,2.931052408504348
1976-05-01,2.7752649628029125,8.749536570506733,3.807211836511457,6.920745671898604,6.206127370673252,7.652608202060612,7.779997754714973,6.108022924903053,3.6542808220592407,7.491508823256433,0.0
1976-06-01,3.105496048743345,8.777573846460239,3.7535346316609814,6.570888629975291,5.758088077934993,8.03778601766292,7.197301240811722,7.013443790839259,3.2291038143740516,6.734563526131685,0.0
1976-07-01,5.988603092641674,8.346131252854303,3.5339624587114913,5.7476331982564774,5.150295154207781,8.129066244666165,6.649447081153413,7.742867024452889,3.5960227747345295,5.8081081547253,0.0
1976-08-01,6.543372089670061,8.504784996345908,3.4320791985697046,5.540856185365459,4.621114748528723,8.237898585726366,6.359246087029145,7.769684718122448,4.320624968579241,3.5309639023523456,2.163362252432382
1976-09-01,6.613690857779511,8.706913851167863,3.6468728821810026,5.288351989849058,5.089026381603239,8.232252488460606,6.021988305723187,7.556173846327829,4.09476845639908,3.020384162848017,0.0
1976-10-01,6.611096236342908,8.61458750729395,3.161150950360008,4.927747664593865,4.023644862080313,8.392264069942078,7.008306297828138,6.973513320488797,5.127811460178138,3.0293415016954084,2.4189655502023912
1976-11-01,5.477190254862214,8.878386354844082,2.026421573521834,5.823474459957735,4.908955670209932,8.458997562485381,7.707436781587641,7.097282481497862,4.823464635827243,2.959272185080059,0.0
1976-12-01,5.766936213829242,8.592946820336614,2.8133760460321753,6.672990014394744,4.5730718813471825,8.276033657955038,8.029979553722963,7.040516568669784,5.275329965966641,3.613479433373626,2.6722177978627615
1977-01-01,6.0304612522281,8.457834648739835,3.1641173083378042,6.940692876740565,3.638614330344218,7.430696274513733,8.273519490576211,6.075224933345207,4.407159555664223,5.879235923396695,2.7834812797851085
1977-02-01,4.63583517938907,8.433355747406218,3.2999201224764687,6.959654789710622,5.307346704480284,6.989817662200864,8.329683816803241,5.215969667097993,3.6247327722560803,7.436676716546968,0.0
1977-03-01,4.025646900689795,8.836523162957983,3.501798996553928,7.573759241684178,5.156186374223746,7.379275586187977,8.146346152225075,5.317678760006826,4.414568772634484,8.298563990045308,3.7023608888106745
1977-04-01,3.003741338217295,8.710229107414971,3.426485942939863,7.761757713993029,5.858405572647086,7.2565235404400426,8.059292002984291,5.671088091865778,3.7640408279470923,7.39129499992441,2.3737081657758083
1977-05-01,3.136830875027653,8.74383487664531,3.865835594917044,7.239167387548562,5.914003044223416,7.430643293230108,8.006720432199865,6.637924705139594,3.5916585261100784,6.319266048201704,3.1079277305367916
1977-06-01,2.2214701046744296,8.82187459640117,3.7788616157919765,6.511803968275943,4.996607294261243,8.064085972171803,7.368283813682939,6.6126867224180925,3.2119437721961446,5.13094733487805,0.0
1977-07-01,4.979459604941617,8.507034442915707,4.321210895258152,5.591164130804085,5.663555162425152,8.061575929761478,7.011406532165283,7.071727173166837,3.2456794084772724,2.8720496433383365,0.0
1977-08-01,6.556430573972267,8.488317317119508,4.038640236506119,5.693664968753442,5.1776259923725725,8.09345136698525,6.713853189596239,7.258605624913866,3.284030414774243,2.474718142775636,0.0
1977-09-01,6.848910193656064,8.56489010165772,4.033675413194282,6.492084141458074,5.2230708203281795,8.301183535408017,6.497789127006106,8.008490081125448,5.317011127677463,2.3867402441815093,0.0
1977-10-01,6.024001938672768,8.621150175636494,3.6842385151511254,6.141689975152183,4.20969937645886,8.490520510650086,7.1141718328617465,7.447057638660343,5.156612340671076,2.816364243394831,2.5384388774114037
1977-11-01,5.530027720440962,8.9653170863132,3.025504931900706,6.395716862583437,4.5855314736206205,8.50581387064064,7.75988568801928,7.281035372501046,3.932256304678548,2.992421231155749,0.0
1977-12-01,5.988002983466693,8.905445054271533,2.8666005313604166,6.811063133343941,4.359348573708998,7.9429923098386075,7.860100724779787,6.467992430080928,4.951142521741645,2.6628044236189146,2.1334992444910683
1978-01-01,5.200814697513759,8.500948161621505,2.992259734787123,6.639701699486621,4.596109296288917,7.423248902956539,8.225779447276464,6.300844353013446,4.751672006782003,4.62889344629727,2.9348198002514443
1978-02-01,4.72439679498944,8.500660715485377,3.401811851821834,7.189928259658531,5.570996563615645,6.443416409643192,8.189414434641266,5.030781282791556,4.7477334029481035,6.370429552087473,3.0942852830395364
1978-03-01,4.301387653863791,8.572318898374673,3.8952182159441846,6.958449385888906,5.4756708118466815,6.831763724050713,8.211461531989432,5.511047937905925,4.289880151581446,7.1876663373734955,2.7689796113395917
1978-04-01,3.2593844948194275,8.751065013686842,3.1528020571572113,7.10732576439732,5.487824468444302,7.152714482305124,8.067118668955777,5.206092549017076,4.0356822337036355,6.600426612802582,3.7130738790026436
1978-05-01,2.8106455946043054,8.991061836242102,3.463374703564683,6.719812222989948,5.240383900267018,7.701746856135505,7.464979437384947,5.938981599230401,3.291770838457314,4.702709743998205,0.0
1978-06-01,3.145161202554239,8.925656078310956,4.023106155434381,5.912077422551103,5.0276477816499145,7.826602177117003,7.329500817330099,6.10691036287436,3.508833928906129,3.422856958039093,0.0
1978-07-01,6.829183040434943,8.350199232681483,4.2499244641644145,6.417700768344787,4.884414024022144,7.841754963815504,6.7289975995519296,6.260367810764802,3.2625655711830888,2.7771351410823555,0.0
1978-08-01,7.294387226395579,8.259622768009176,3.604838702259145,5.580649818554527,4.5146378605172295,8.166821476349588,6.947240029688514,7.708767657373134,3.1788292208703623,2.172353975434593,0.0
