,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7
1965-01-01,,,,,,,
1965-02-01,,,,,,,
1965-03-01,,,,,,,
1965-04-01,,,,,,,
1965-05-01,,,,,,,
1965-06-01,,,,,,,
1965-07-01,,,,,,,
1965-08-01,,,,,,,
1965-09-01,,,,,,,
1965-10-01,,,,,,,
1965-11-01,,,,,,,
1965-12-01,,,,,,,
1966-01-01,,,,,,,
1966-02-01,,,,,,,
1966-03-01,,,,,,,
1966-04-01,,,,,,,
1966-05-01,,,,,,,
1966-06-01,,,,,,,
1966-07-01,,,,,,,
1966-08-01,,,,,,,
1966-09-01,,,,,,,
1966-10-01,,,,,,,
1966-11-01,,,,,,,
1966-12-01,,,,,,,
1967-01-01,8.745754115968099,4.5670653148089,8.896153696820203,5.833240853696665,12.261191637986297,15.337587002583781,13.252210027915305
1967-02-01,8.640901212780046,5.420971083807358,9.768350629730621,5.742626604017584,12.78259554047848,15.106059753986218,13.493649725139308
1967-03-01,8.762292054713564,6.3498683808903165,10.054792042100187,6.260930120060265,12.895139350116962,15.27740491442158,13.486638565552887
1967-04-01,8.952362460563874,6.981778053533195,10.088402647581201,6.026696488668539,12.840554281710393,15.58297462593711,13.491846818025554
1967-05-01,8.770399643254683,7.258395001369225,9.552180984547,7.370190504723335,11.837913915968869,15.411873064032877,12.85710820605367
1967-06-01,8.055141326381298,6.444687065531568,8.743922029125539,6.754781674223501,10.668029478435713,14.887660585763292,11.435872387585334
1967-07-01,7.326037899405174,6.465829144243407,7.7965672624446745,8.067402241131793,9.53667671871707,14.177382843237385,10.449766820875208
1967-08-01,7.163733380415674,5.906539103299176,7.403011455588019,7.452240795391814,9.127407632086506,13.861235894786319,9.981690315952246
1967-09-01,7.344939188621669,5.179530987013484,6.646250237824305,6.530509878409871,8.673330001953946,14.12133492228134,9.733931593044018
1967-10-01,7.936288672323698,5.102181061843128,7.098797296989093,5.176281505488927,9.885686330884063,14.551175313441329,11.054238046355598
1967-11-01,8.490961636779982,5.445747199044891,8.155941999985956,5.8081941328216296,10.787418091846181,14.936882364123933,12.046497230107006
1967-12-01,8.850502293155486,5.5043631622474765,8.45821565263708,5.5847414431883236,11.57893371817509,15.243644560602203,13.064809565084152
1968-01-01,8.609235596990365,4.329872749263181,8.453267453123726,3.140086574314821,11.944792693065164,15.055092859663617,13.032011309664364
1968-02-01,8.669160835766625,4.99227632414789,9.432470452107255,5.633713713606132,12.670962855514798,15.094197830819388,13.4174422668546
1968-03-01,8.813537515659414,6.451596876160364,9.58100733000219,6.840864529024338,12.430773122400547,15.2337979631267,13.326838227002636
1968-04-01,9.036585607515558,6.880055459445103,9.94102454717088,7.218551353937843,12.83954703488766,15.654128106463743,13.534176537878594
1968-05-01,8.789657648287221,6.9294506231448265,9.340818295422642,8.260584941349558,11.96847632833519,15.552617150018229,12.678493652546988
