,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1965-01-01,,,,,,,,,,,
1965-02-01,,,,,,,,,,,
1965-03-01,,,,,,,,,,,
1965-04-01,,,,,,,,,,,
1965-05-01,,,,,,,,,,,
1965-06-01,,,,,,,,,,,
1965-07-01,,,,,,,,,,,
1965-08-01,,,,,,,,,,,
1965-09-01,,,,,,,,,,,
1965-10-01,,,,,,,,,,,
1965-11-01,,,,,,,,,,,
1965-12-01,,,,,,,,,,,
1966-01-01,,,,,,,,,,,
1966-02-01,,,,,,,,,,,
1966-03-01,,,,,,,,,,,
1966-04-01,,,,,,,,,,,
1966-05-01,,,,,,,,,,,
1966-06-01,,,,,,,,,,,
1966-07-01,,,,,,,,,,,
1966-08-01,,,,,,,,,,,
1966-09-01,,,,,,,,,,,
1966-10-01,,,,,,,,,,,
1966-11-01,,,,,,,,,,,
1966-12-01,,,,,,,,,,,
1967-01-01,6.507976764379582,8.057905600017035,5.2841553996242165,6.728306657491057,4.535028053596449,6.0907758588842515,8.46656538026447,5.42155677028728,5.802939233752548,0.0,8.569317265584992
1967-02-01,5.932865083764771,7.5580136586566615,4.339305017974995,6.452655875871138,4.784410077106919,4.593154274772436,8.783306925984183,6.968556458302453,5.875741340279854,2.438803601917715,8.3359438874555
1967-03-01,6.015623416970745,7.726410228417131,3.9590633829842448,6.700964561365315,2.642386474350203,2.52878243067878,8.687038196360964,6.935308014980021,5.376693281103683,0.0,8.438066299557363
1967-04-01,6.289019284009781,8.025596767517477,5.224252327673643,6.877842997611552,5.108333698834928,0.0,8.683699901746781,6.3657085898011605,5.988982294057602,2.8409617120232338,8.596723138708036
1967-05-01,6.071780977981864,8.32830464871273,5.194587955151949,7.251871941649958,4.013907048128531,0.0,7.652329963377731,3.2987654456669078,5.338756917291181,0.0,8.632018478960914
1967-06-01,6.632956697280013,8.224498458985371,5.601589290471381,7.768542244196928,0.0,5.287743470801911,6.306990895202155,2.7604890015103054,4.298613764909192,0.0,8.406745186964114
1967-07-01,6.641319430179928,8.39672679052857,5.7843152483984115,7.871652690853823,2.5920887525484018,7.337784770245296,4.702768059802649,2.4349440315478237,0.0,0.0,8.106287810667745
1967-08-01,7.139673218198697,8.428716513690874,6.699546916145916,8.147831663843204,4.557956147262622,7.937098940388227,5.00331045954912,2.695368092636297,4.757617568698742,0.0,7.6757174384024776
1967-09-01,7.727202032202936,8.382775522670505,7.233176177212377,8.33109823331468,5.573902482781561,8.27022008450999,5.993879167985566,2.4052419492112325,6.592652170323944,0.0,7.7327677435190285
1967-10-01,7.855753003358233,8.738659045057373,6.638084357258713,8.175547014290473,6.197092304814519,8.115867036281927,6.438139177765305,2.580832876964591,7.223049560395535,3.271758986656837,7.865109936295346
