,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1965-01-01,,,,,,,,,,,
1965-02-01,,,,,,,,,,,
1965-03-01,,,,,,,,,,,
1965-04-01,,,,,,,,,,,
1965-05-01,,,,,,,,,,,
1965-06-01,,,,,,,,,,,
1965-07-01,,,,,,,,,,,
1965-08-01,,,,,,,,,,,
1965-09-01,,,,,,,,,,,
1965-10-01,,,,,,,,,,,
1965-11-01,,,,,,,,,,,
1965-12-01,,,,,,,,,,,
1966-01-01,,,,,,,,,,,
1966-02-01,,,,,,,,,,,
1966-03-01,,,,,,,,,,,
1966-04-01,,,,,,,,,,,
1966-05-01,,,,,,,,,,,
1966-06-01,,,,,,,,,,,
1966-07-01,,,,,,,,,,,
1966-08-01,,,,,,,,,,,
1966-09-01,,,,,,,,,,,
1966-10-01,,,,,,,,,,,
1966-11-01,,,,,,,,,,,
1966-12-01,,,,,,,,,,,
1967-01-01,7.378457626092722,14.293718903846242,16.629287580569795,13.613724256401392,27.7675779462526,62.50717485898387,38.47390960040406,71.67607101434649,26.286618205411642,24.385147197351074,10.285606672112216
1967-02-01,6.788970405477619,13.716623316427663,14.962204058104094,12.355120600798855,28.594934502347687,35.56004613944359,40.20269483956839,97.15699608101443,25.858039870103486,61.984188349997595,10.348431651486033
1967-03-01,6.530390746950088,13.21505226106908,12.432894109747751,11.326948472184908,20.608180815319137,19.33260715078034,40.5649836834438,98.02654916201955,22.96120546023104,23.364560498814125,10.347577610861784
1967-04-01,6.6969816649430145,13.872536849424765,15.060929222632863,12.133384100478795,28.840042708561445,18.026867113905286,40.964153646905466,87.07679309266317,25.31005545654916,62.643527960390095,10.631784362313155
1967-05-01,6.631447399626491,13.99593694549702,14.320229849403418,12.857849775020007,20.889418819834813,7.4166118594764585,38.36360577633787,47.7152182354498,21.37935735933541,0.0,10.545068362251712
1967-06-01,7.369459854602706,14.328131953569336,15.75456833299934,14.246466585702171,6.115008503554285,51.435414275611166,32.75836678068793,49.702290989809285,15.567767576037816,0.0,10.295005153540897
1967-07-01,8.019289828400124,14.547132837137967,18.34817903298511,14.537542180015928,5.442113378638475,88.00148728767726,25.593543045972734,35.67647687423398,11.161403003220558,26.982682482895076,9.776148760680094
1967-08-01,8.728801733852432,14.586685743497869,21.075507408119584,14.599333562907777,14.523166268871394,95.56493918369956,24.80104833990947,33.397087784742176,21.85438278768306,37.934983588399646,9.52068029687653
1967-09-01,9.087078640397554,14.992484211704847,22.032632455015435,15.179731692979596,30.08723433765287,100.80964686504781,28.276083743374688,30.874855556636344,29.532292142346854,42.858561489508176,9.685679729986221
1967-10-01,8.985915973783353,15.172782366715882,20.47196408640483,15.350082979828937,36.46922229235202,100.32984284051408,30.67923645326972,37.60895261840293,32.94789429226345,91.87638172960932,9.852200791685947
