,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5
1965-01-01,,,,,
1965-02-01,,,,,
1965-03-01,,,,,
1965-04-01,,,,,
1965-05-01,,,,,
1965-06-01,,,,,
1965-07-01,,,,,
1965-08-01,,,,,
1965-09-01,,,,,
1965-10-01,,,,,
1965-11-01,,,,,
1965-12-01,,,,,
1966-01-01,,,,,
1966-02-01,,,,,
1966-03-01,,,,,
1966-04-01,,,,,
1966-05-01,,,,,
1966-06-01,,,,,
1966-07-01,,,,,
1966-08-01,,,,,
1966-09-01,,,,,
1966-10-01,,,,,
1966-11-01,,,,,
1966-12-01,,,,,
1967-01-01,8.823087056144262,4.520363653740372,4.856871486674809,6.694696915683439,7.1305818081553936
1967-02-01,8.765708537105867,4.722385821060931,4.743366339406229,6.810865815135635,7.48839281502505
1967-03-01,8.906975776018545,3.0715867489084396,4.637030111664335,8.190070723267851,8.56648923380438
1967-04-01,9.195698154568829,1.986029199451844,6.0673301740405785,8.83249351578736,9.096621153696992
1967-05-01,8.904789920021093,4.229717474032076,7.74512026002985,8.767491293250343,8.982736608148997
1967-06-01,8.704503484886573,6.807045674198892,8.560779297924054,8.096998356253183,8.512880531845298
1967-07-01,8.371410001038116,6.154300213507797,8.53747680812323,5.358295810721559,7.535693403830072
1967-08-01,8.06514615763141,6.92996112326625,9.320382529238465,2.003252228424966,6.628526314174419
1967-09-01,8.601586331989266,7.7440939968626,9.75033805321252,5.367874473088888,7.547679787683024
1967-10-01,8.71152809308169,7.144275676207539,9.910682052745507,8.368294008949379,8.541624427492142
1967-11-01,8.786557896323023,6.733249432628238,9.657516024972468,8.195285094184243,8.358196421036661
1967-12-01,8.803869330565433,5.691078392762616,7.825752880792471,7.431484555018544,8.403861032724524
1968-01-01,8.69927359049021,4.889375107999182,5.0515194989797285,6.467155737141064,7.481705927039142
1968-02-01,8.963939882635216,4.105599197932766,5.491861178240072,6.799463714745329,7.2723189869403875
1968-03-01,8.768810625271101,2.961850125176237,3.1796041354387006,7.441549022464266,8.196953812632696
1968-04-01,9.131490988742737,2.6132587862245122,6.8338601222394,8.820402622622026,9.120788254259057
1968-05-01,8.81912654106234,5.638208894669269,8.388354256557015,9.070474513492336,9.18454589160202
1968-06-01,8.625938952491099,6.578002023892077,8.614013511885997,8.074843109847382,8.266245807371362
1968-07-01,8.278290319777831,5.431031353788381,7.907333424236778,6.439589199973559,7.515360322007629
1968-08-01,8.349316006361576,7.460813940724662,8.705005733307674,4.835655912430005,6.900351699086802
1968-09-01,8.271115046481698,7.4646384333566695,9.29524045705249,5.884746875780392,7.104683047687863
1968-10-01,8.659877884798549,7.0517266259203595,9.689027434002718,7.943758238719912,8.554127455242714
1968-11-01,8.784663346504365,6.596893544586674,9.300046552359309,8.621516271053085,8.463689018213895
1968-12-01,8.945144438207707,5.676885174675295,7.924588851112724,8.323539419945286,8.269517731557189
1969-01-01,8.891803695460075,5.918428990161135,6.15074324634783,7.641095725178498,7.581802750092732
