,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1965-01-01,,,,,,,,,,,
1965-02-01,,,,,,,,,,,
1965-03-01,,,,,,,,,,,
1965-04-01,,,,,,,,,,,
1965-05-01,,,,,,,,,,,
1965-06-01,,,,,,,,,,,
1965-07-01,,,,,,,,,,,
1965-08-01,,,,,,,,,,,
1965-09-01,,,,,,,,,,,
1965-10-01,,,,,,,,,,,
1965-11-01,,,,,,,,,,,
1965-12-01,,,,,,,,,,,
1966-01-01,,,,,,,,,,,
1966-02-01,,,,,,,,,,,
1966-03-01,,,,,,,,,,,
1966-04-01,,,,,,,,,,,
1966-05-01,,,,,,,,,,,
1966-06-01,,,,,,,,,,,
1966-07-01,,,,,,,,,,,
1966-08-01,,,,,,,,,,,
1966-09-01,,,,,,,,,,,
1966-10-01,,,,,,,,,,,
1966-11-01,,,,,,,,,,,
1966-12-01,,,,,,,,,,,
1967-01-01,9.438958159265855,11.007799389867213,14.386579008819794,18.633151193121403,9.992590346026269,4.725828502578682,13.169077668550264,16.0181343647383,28.945463342091557,8.274428702574381,6.724212965176386
1967-02-01,9.279804138444348,10.142983480842945,13.52324552518322,19.510035940975165,9.971688886777278,5.467172214128662,13.15128674765268,17.557008263373213,36.27051474891584,8.09356437217015,6.631876372740941
1967-03-01,9.384903573117915,11.25990449083977,13.84385033481525,19.951520950822168,10.157735717472269,13.023191463934296,12.805451730189448,17.119873792727464,38.33495598864243,8.238693936441516,7.3664275083131505
1967-04-01,9.513507031757078,9.605908407748728,12.382661887606655,21.192035785448805,10.510659559231087,18.407707266621447,12.58681913914724,16.017462394018004,36.4423174177164,8.224032401250591,7.682194331571889
1967-05-01,9.748935041850011,9.42803272531787,13.098615021057775,21.244072541815363,10.596691433829603,0.5128425187797543,12.14465516803224,13.377339855129108,29.65456629102896,8.62610110548789,4.995954975190568
1967-06-01,10.035712218536283,8.485944203897366,14.547914498333325,20.491605479300585,10.51214763169471,1.6702594666435462,13.00566051047951,12.648062353203255,28.260781280392443,9.269350686536951,4.610501137687514
1967-07-01,10.081575770642468,14.938022402907137,21.03259485779885,19.162044144119307,10.412535076280308,0.0,14.106865342992673,13.993493024399726,20.820546604996974,9.62891044322815,4.110934884973433
1967-08-01,10.307817785048684,18.609797697805025,22.57723977682473,17.007817134921797,10.171654156510279,0.9007353973386695,15.096807225091624,17.19513094168259,16.54263822106606,9.9725637542547,7.923825723517737
1967-09-01,10.464313206092495,16.288520828924895,22.94110873596152,16.882671373495175,10.182159560866639,4.949491097432257,15.621700251072301,19.496825389925267,16.006323142723755,10.14126547126939,8.495577695036049
1967-10-01,10.455521579096155,14.720440222327841,22.419797697590262,16.09603144863548,10.129850808880853,5.5358230519582055,15.757741660303102,20.206769484174476,15.28036834913791,10.125775515114093,8.11937365452396
