,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1965-01-01,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,
1967-01-01,6.769420746148391,16.43008677790129,20.562337801463038,13.289267098093525,6.643280024305097,9.453236914758916,5.134357264970661,12.352453670743257,9.246392364214264,8.892693687017013,4.0663192152344605,6.071316497009213
1967-02-01,7.545475237249849,23.14618223824817,21.20519381174051,13.44865210354963,8.27282630636588,9.487383978432218,4.847185935124161,14.928523679903966,9.767545256162624,8.87692610893779,4.881330403286268,6.617769635327108
1967-03-01,7.568044030380926,24.1340002460855,21.752389087579285,13.46105866160806,8.217374035161669,9.565353740309565,5.681764921516262,15.680259585120096,9.779147504839385,8.969157190123122,4.8389965250531395,7.503447474804559
1967-04-01,7.938412412527661,21.237185491194456,23.169828570434237,13.748648673156888,7.697006299002384,9.168841358881403,5.94658366567174,15.79962947307537,9.003489747630127,8.91455213782729,4.366438248346645,6.751297747984977
1967-05-01,7.785861435524052,16.438637685538747,23.643395848260102,13.687337885492216,6.798726458317587,8.773011742329464,6.426671344794572,14.560619518219246,8.920110970480154,8.901652870510313,4.869884911770435,7.739231997355366
1967-06-01,6.5245037889353625,14.078433707711163,23.06423465026071,13.09334117528432,7.10055281485126,7.852168873626824,5.730563501575192,12.316279062459666,8.066521308202613,8.608592907679673,5.02872339921793,7.735531171324563
1967-07-01,5.711413975693563,8.990106753899724,21.766463105102822,12.52322189625364,6.2751728689025,7.195993159952175,6.244173337872649,9.493803859027249,7.5227396004512235,8.356733317702174,4.01257758944419,7.565389614414096
1967-08-01,4.9598691795848495,6.8491909564811175,18.71752481251734,11.974865528753925,6.6233639292360635,7.025251365563014,5.592703729301552,7.245407017752637,7.160959570855403,8.189987146615064,3.491781437656543,6.580594191128731
1967-09-01,5.58361688536593,6.190912073259955,18.335946949011394,12.399429130718111,6.019943955921997,7.537779949275661,5.937871226560341,7.215627651933042,6.948090613240768,8.311310052632441,3.831237024942083,6.399351255219177
