,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1965-01-01,,,,,,,,,,,
1965-02-01,,,,,,,,,,,
1965-03-01,,,,,,,,,,,
1965-04-01,,,,,,,,,,,
1965-05-01,,,,,,,,,,,
1965-06-01,,,,,,,,,,,
1965-07-01,,,,,,,,,,,
1965-08-01,,,,,,,,,,,
1965-09-01,,,,,,,,,,,
1965-10-01,,,,,,,,,,,
1965-11-01,,,,,,,,,,,
1965-12-01,,,,,,,,,,,
1966-01-01,,,,,,,,,,,
1966-02-01,,,,,,,,,,,
1966-03-01,,,,,,,,,,,
1966-04-01,,,,,,,,,,,
1966-05-01,,,,,,,,,,,
1966-06-01,,,,,,,,,,,
1966-07-01,,,,,,,,,,,
1966-08-01,,,,,,,,,,,
1966-09-01,,,,,,,,,,,
1966-10-01,,,,,,,,,,,
1966-11-01,,,,,,,,,,,
1966-12-01,,,,,,,,,,,
1967-01-01,9.007849812598693,5.260550240417606,7.05335038061155,7.022657366561507,7.7904133205463015,4.61052132625221,3.699876829828004,3.244333038028671,6.519421493572556,3.4612145047387783,9.086520401744576
1967-02-01,8.98813003240576,6.291026692224123,7.3863889683126045,7.548217666764888,7.86710132512274,6.716975318599107,3.589097088767297,3.3198846380486655,7.407518707577958,4.037047628122791,9.1155139789067
1967-03-01,8.965023880459633,6.920216028926426,7.795471074296154,7.638545277474741,7.849696080115299,7.474773133453042,5.249869503449817,3.932836642128323,7.473088711732597,3.9958981694185467,8.989408382111188
1967-04-01,9.044629486951337,6.597938401728673,8.186853708696084,7.602637588476783,8.253561618995754,7.056828716315124,4.655316911961013,5.029207750578547,6.6177696011274945,3.8936912141368873,8.97514963326307
1967-05-01,9.007815912956925,6.352485604114673,8.131864163705878,7.1317176182592945,8.424341084779098,5.471365804058631,5.494920446918507,5.032162318401311,5.784835786466094,4.776900239341126,8.88662202596133
1967-06-01,8.861663817264592,5.680818349384921,7.228787131845021,6.120582933252851,8.412745300020813,2.692816258013047,5.356597855130266,4.574462253789131,5.611086492570982,4.637872078309297,8.589249963867246
1967-07-01,8.851799589897864,3.6917916043310117,6.562915562455063,5.477456252768979,8.064363735797393,2.5369885754758643,5.10542603452304,5.393269860061742,5.204894782366902,3.7614316591760524,8.719801310133365
1967-08-01,8.981487708575575,2.7245398358852007,5.423979582096827,4.275802022896757,7.261370048717551,2.0760380519251376,4.183963301662863,5.181278261289395,4.667177313561152,3.7300326755457096,8.364333316219485
1967-09-01,9.188528724948982,2.875628541103778,5.1710890270049985,5.4504752120742594,7.177042112918873,0.0,4.299463915724817,5.388676160367387,4.4380891700908895,3.6398965168801722,8.631510038892644
1967-10-01,9.093902596277857,2.5936174148113826,5.027621023951114,5.572919798200134,6.836706973818167,1.8747720383159867,4.1356828121157445,3.9327328712491285,5.169493461924458,3.805579354500593,8.72279844757107
