,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1965-01-01,,,,,,,,,,,
1965-02-01,,,,,,,,,,,
1965-03-01,,,,,,,,,,,
1965-04-01,,,,,,,,,,,
1965-05-01,,,,,,,,,,,
1965-06-01,,,,,,,,,,,
1965-07-01,,,,,,,,,,,
1965-08-01,,,,,,,,,,,
1965-09-01,,,,,,,,,,,
1965-10-01,,,,,,,,,,,
1965-11-01,,,,,,,,,,,
1965-12-01,,,,,,,,,,,
1966-01-01,,,,,,,,,,,
1966-02-01,,,,,,,,,,,
1966-03-01,,,,,,,,,,,
1966-04-01,,,,,,,,,,,
1966-05-01,,,,,,,,,,,
1966-06-01,,,,,,,,,,,
1966-07-01,,,,,,,,,,,
1966-08-01,,,,,,,,,,,
1966-09-01,,,,,,,,,,,
1966-10-01,,,,,,,,,,,
1966-11-01,,,,,,,,,,,
1966-12-01,,,,,,,,,,,
1967-01-01,10.030597951976048,27.280222891614592,12.825461189842532,7.454994658511122,24.098085950875106,24.152617891861595,5.860939614292489,4.6442370544158535,6.613871657841288,3.60835632755826,8.526231521417012
1967-02-01,10.227950275810949,33.01203128639518,15.271289896849135,8.261332579303327,24.131056371331212,36.72226598176769,6.266548276789353,4.3463593271011485,7.844751104184442,4.338632339053302,8.588419058723575
1967-03-01,10.311163075890441,36.21316399075218,16.03458198123468,8.297820816465578,24.606419168296995,36.34593718759987,7.213407141774607,5.090126347729598,7.714608334364573,4.2889704278178,8.614314117542396
1967-04-01,9.888109106529852,36.036391552278,16.399288779622598,8.634919956142907,26.19143214313935,28.74588649836464,6.501823851816844,5.303783280167941,6.979660114337873,3.9603774390180173,8.695001122022498
1967-05-01,9.74829145862781,34.784888915295184,15.364737848196006,8.422943384408915,26.921312830261495,17.751881406497738,7.4745386504940745,5.813267798072156,6.286177695900297,4.322614732611814,8.67234754321028
1967-06-01,9.015986767523831,31.11637814807238,12.935765909441661,7.105518751487414,26.418767856645207,16.092714053835557,7.384062926713065,5.169433384708218,6.287201888269544,4.371606093149141,8.405337613012852
1967-07-01,8.505227672463377,23.02197667120882,10.401501952738245,6.210874844078045,25.893881637974978,9.386771740969063,7.220603767567595,5.664340412617544,5.696363256347576,3.4755486062277163,8.157868934474413
1967-08-01,8.144110057214201,15.952487058683978,8.086178973348554,5.349516944045002,23.571219501357593,7.86196386967561,6.16525815411706,5.145849351649985,6.035029576874105,3.0629695540674162,7.888277998449569
1967-09-01,8.344445930649254,16.0528681928165,8.088462543052763,6.062847667017055,23.10818776205965,5.987529207707829,6.12181039279718,5.3423769376802275,5.391982786861907,3.344281097450339,8.10023538015337
1967-10-01,8.809019566070738,14.27423660923528,7.8866794500164605,5.737988638509695,21.607679342085888,8.361393422271435,6.1847974008458015,4.681279906624643,5.952831418048426,2.9164719676199806,8.15312570564719
