,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1965-01-01,,,,,,,,,,,
1965-02-01,,,,,,,,,,,
1965-03-01,,,,,,,,,,,
1965-04-01,,,,,,,,,,,
1965-05-01,,,,,,,,,,,
1965-06-01,,,,,,,,,,,
1965-07-01,,,,,,,,,,,
1965-08-01,,,,,,,,,,,
1965-09-01,,,,,,,,,,,
1965-10-01,,,,,,,,,,,
1965-11-01,,,,,,,,,,,
1965-12-01,,,,,,,,,,,
1966-01-01,,,,,,,,,,,
1966-02-01,,,,,,,,,,,
1966-03-01,,,,,,,,,,,
1966-04-01,,,,,,,,,,,
1966-05-01,,,,,,,,,,,
1966-06-01,,,,,,,,,,,
1966-07-01,,,,,,,,,,,
1966-08-01,,,,,,,,,,,
1966-09-01,,,,,,,,,,,
1966-10-01,,,,,,,,,,,
1966-11-01,,,,,,,,,,,
1966-12-01,,,,,,,,,,,
1967-01-01,36.91481175359504,15.961847064768548,227.2054316107718,84.3044056839328,80.57983541147959,47.37733249750924,16.01618981990643,235.87932671232832,189.13895012038375,63.35533979977283,314.92383778637736
1967-02-01,37.50074419179329,16.078336025162407,234.95142025365624,85.42358680954219,82.43899298284974,47.863080122705384,16.17696119400966,236.17293132047146,231.2721370030267,63.55292041577848,316.9553854858002
1967-03-01,42.124777837546155,16.61754527750246,145.25753966743952,91.5004842862001,97.97402462592443,53.4742825980501,16.243592742284395,284.54006317274155,153.24105531501047,75.8364223732952,374.44391573454936
1967-04-01,45.309189490142145,17.050007314349596,120.53717907182175,105.57813041757096,107.33388989634179,55.64981826695424,16.564109162556598,301.4247747585296,0.0,80.53762683705709,405.05445669427746
1967-05-01,44.962064937759735,16.785430587826365,212.3731913386115,124.16793126266406,106.65517738239012,55.51011317282857,16.271111220677465,284.63069767103354,0.0,81.00081563023075,390.8442487785563
1967-06-01,40.007930690213605,16.136407436846614,337.58688492083905,139.5256843821428,98.50534862755367,56.19759905186321,15.960642677639997,236.43846642705222,262.95708217619114,81.4658713226148,355.8702275898423
1967-07-01,34.61544928862772,15.285406034349322,303.41337196242046,143.69119999099428,76.76850466782278,54.55806150347639,15.471217068793507,51.29258828628738,230.56804667467506,77.42395730717995,225.88971127685056
1967-08-01,32.958270254147976,14.495155444007423,348.5350989840854,151.3256488247233,28.802201654271325,51.69267007986589,15.164922489462867,75.58973769345229,283.98835526170944,68.4528896414703,0.0
1967-09-01,34.448787892261414,15.395249010209403,394.8208573460252,156.74560075955424,78.23917477084875,55.02761370724437,15.623755696749951,154.10190338327132,357.2859258428245,77.38262703758394,281.9135015107622
1967-10-01,41.19471783846895,16.19574298279746,373.45410440924286,160.4096562691584,106.83498270555074,59.42477796263976,15.779812590696967,261.15388644264834,290.88232285077385,85.61702277857677,421.8634761708802
