,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9
1965-01-01,,,,,,,,,
1965-02-01,,,,,,,,,
1965-03-01,,,,,,,,,
1965-04-01,,,,,,,,,
1965-05-01,,,,,,,,,
1965-06-01,,,,,,,,,
1965-07-01,,,,,,,,,
1965-08-01,,,,,,,,,
1965-09-01,,,,,,,,,
1965-10-01,,,,,,,,,
1965-11-01,,,,,,,,,
1965-12-01,,,,,,,,,
1966-01-01,,,,,,,,,
1966-02-01,,,,,,,,,
1966-03-01,,,,,,,,,
1966-04-01,,,,,,,,,
1966-05-01,,,,,,,,,
1966-06-01,,,,,,,,,
1966-07-01,,,,,,,,,
1966-08-01,,,,,,,,,
1966-09-01,,,,,,,,,
1966-10-01,,,,,,,,,
1966-11-01,,,,,,,,,
1966-12-01,,,,,,,,,
1967-01-01,17.296112740629685,28.998470844502535,84.3044056839328,227.2054316107718,314.92383778637736,83.6047048124153,32.76247901947074,91.55501443342587,189.13895012038375
1967-02-01,17.431828516885616,29.411498505334542,85.42358680954219,234.95142025365624,316.9553854858002,85.48343707687826,33.11381753571005,91.01039283788116,231.2721370030267
1967-03-01,17.414724060894084,32.652913591638296,91.5004842862001,145.25753966743952,374.44391573454936,103.18397142262774,37.71590775013431,106.34698258867975,153.24105531501047
1967-04-01,17.579122505944706,34.80474893189952,105.57813041757096,120.53717907182175,405.05445669427746,111.51298562798519,39.44048317417543,114.82122213164808,0.0
1967-05-01,17.43138916728331,34.57718783857572,124.16793126266406,212.3731913386115,390.8442487785563,107.74969961113759,39.41613720529398,116.29557701395862,0.0
1967-06-01,17.303986237133838,31.137788405681047,139.5256843821428,337.58688492083905,355.8702275898423,95.11206539772165,39.91400990527874,112.88348762504219,262.95708217619114
1967-07-01,16.892420487213688,27.2213860036479,143.69119999099428,303.41337196242046,225.88971127685056,51.5109446074016,38.55556606542459,103.7897767230761,230.56804667467506
1967-08-01,16.598069468875796,25.831415518530612,151.3256488247233,348.5350989840854,0.0,13.899199030969813,36.05042839888482,86.7337185700586,283.98835526170944
1967-09-01,16.618093229771052,27.213519240646203,156.74560075955424,394.8208573460252,281.9135015107622,67.14783298873793,38.88685532167144,103.4784061539774,357.2859258428245
1967-10-01,16.7335115913026,31.867065240528287,160.4096562691584,373.45410440924286,421.8634761708802,102.85710750806503,42.020705234865964,122.6145346240311,290.88232285077385
1967-11-01,17.232372490491347,32.53797029677589,153.59919898880077,348.8439204019577,417.0467342591361,100.92066288253112,41.00324572509369,117.74668112323064,285.436630670466
1967-12-01,17.025621613467507,31.52982871593364,126.59300357734583,300.848850271465,383.4834815479893,94.53163148274382,38.94780320120418,114.06607192118425,222.25106063912077
1968-01-01,17.171199879722153,29.118041604319835,90.34733054054004,261.3875137145725,314.27280755008854,80.970958219062,34.68925877613826,96.99976727842372,198.35922594660667
