,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8
1965-01-01,,,,,,,,
1965-02-01,,,,,,,,
1965-03-01,,,,,,,,
1965-04-01,,,,,,,,
1965-05-01,,,,,,,,
1965-06-01,,,,,,,,
1965-07-01,,,,,,,,
1965-08-01,,,,,,,,
1965-09-01,,,,,,,,
1965-10-01,,,,,,,,
1965-11-01,,,,,,,,
1965-12-01,,,,,,,,
1966-01-01,,,,,,,,
1966-02-01,,,,,,,,
1966-03-01,,,,,,,,
1966-04-01,,,,,,,,
1966-05-01,,,,,,,,
1966-06-01,,,,,,,,
1966-07-01,,,,,,,,
1966-08-01,,,,,,,,
1966-09-01,,,,,,,,
1966-10-01,,,,,,,,
1966-11-01,,,,,,,,
1966-12-01,,,,,,,,
1967-01-01,21.70066975454423,12.86350253789154,4.632660977738128,8.746500329457271,12.261191637986297,3.644987840707833,15.629158573604409,8.151820441668532
1967-02-01,28.51132882850245,13.088502280705459,5.180242526428929,8.640955955471323,12.78259554047848,3.6806323315118985,15.380015708628346,8.965100696531692
1967-03-01,36.072644079991,13.082651110495743,5.914885271701739,8.76376347259116,12.895139350116962,3.9670265366585356,15.536465718452344,9.230942709056887
1967-04-01,38.515655604953416,13.09316977520455,6.5934095594716835,8.94913109495124,12.840554281710393,4.2376955712160855,15.884764492303377,9.278159496975928
1967-05-01,39.716653595102294,12.477282569368041,7.026509547350531,8.770426546567396,11.837913915968869,4.952629041315439,15.722197054794037,8.826991350791271
1967-06-01,35.14890025572689,11.09568921424657,6.284284325102649,8.068277659219627,10.668029478435713,4.888017501758005,15.14861687829555,8.081455702671883
1967-07-01,35.03089096689798,10.150105685784004,6.315680277941525,7.344433214984442,9.53667671871707,5.3281509836668475,14.416807975698774,7.258726540443613
1967-08-01,32.44311573987178,9.700971629759993,5.660985555622675,7.1864429215050185,9.127407632086506,4.864631827547574,14.04377135445608,6.858829470727188
1967-09-01,28.243269313460253,9.469112131086959,5.148107708260315,7.373143409614123,8.673330001953946,4.055527127579325,14.307017325236968,6.1458116730732035
1967-10-01,27.368252019905075,10.74220976169088,4.977214556827122,7.952751886293194,9.885686330884063,3.311218516279654,14.77773630984697,6.570515681323004
1967-11-01,30.576439539164898,11.704393291131769,5.130186004929696,8.497050403595791,10.787418091846181,3.5755994010618495,15.17418942386741,7.548970057269238
1967-12-01,32.12591698329259,12.690326392910224,5.026091928050227,8.847025828882554,11.57893371817509,3.465494801475052,15.503518166079639,7.813910209076052
1968-01-01,17.21567374792954,12.65602540327827,4.428974682956913,8.604238406750058,11.944792693065164,2.959646288828089,15.334452498711372,7.787509611589805
1968-02-01,20.336431902366915,13.021584234056755,4.967005428124385,8.668685529544193,12.670962855514798,3.442455507086898,15.384434972806321,8.710803639998199
1968-03-01,32.83442116813653,12.932055386872525,6.240757353706342,8.811082591582089,12.430773122400547,4.328145376351776,15.517649815338457,8.83216914146386
