,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8
1965-01-01,,,,,,,,
1965-02-01,,,,,,,,
1965-03-01,,,,,,,,
1965-04-01,,,,,,,,
1965-05-01,,,,,,,,
1965-06-01,,,,,,,,
1965-07-01,,,,,,,,
1965-08-01,,,,,,,,
1965-09-01,,,,,,,,
1965-10-01,,,,,,,,
1965-11-01,,,,,,,,
1965-12-01,,,,,,,,
1966-01-01,,,,,,,,
1966-02-01,,,,,,,,
1966-03-01,,,,,,,,
1966-04-01,,,,,,,,
1966-05-01,,,,,,,,
1966-06-01,,,,,,,,
1966-07-01,,,,,,,,
1966-08-01,,,,,,,,
1966-09-01,,,,,,,,
1966-10-01,,,,,,,,
1966-11-01,,,,,,,,
1966-12-01,,,,,,,,
1967-01-01,3.717782985696067,8.338445344048587,3.921411949104143,8.842108822994595,7.443574713874452,3.103760153635924,8.709688348500027,6.451596348661974
1967-02-01,4.539572991086214,8.453457965362723,4.179472569513222,8.734205819801128,7.778248467912125,3.401699365973984,8.712311838110375,6.916192345182209
1967-03-01,5.697361233007397,8.443878063550617,4.275940153203262,8.821778051641456,7.72728186324507,3.0307415035262952,8.742745834713997,7.17178519664884
1967-04-01,6.307567209733668,8.321643332853201,4.586731788580696,8.940372407996254,7.809725877200445,3.677444873206434,8.758258610284416,6.789749908727939
1967-05-01,6.502323773140076,7.954839442724607,5.591847922177558,8.870330108202817,7.043474763066792,3.7893275839182614,8.804407810195109,6.07877456595937
1967-06-01,5.489732620172558,7.024443049321963,5.097157586477308,8.1041811307523,6.47666224152519,3.602110194398528,8.688747911178943,5.696142715123813
1967-07-01,5.557436773754352,6.417783928557388,5.077979614538029,7.633105023648495,5.762726524772775,4.628993554431467,8.539162451546488,5.232951122672024
1967-08-01,5.197661665147951,6.313460180039442,4.085868759255732,7.201301138613719,5.588171317403797,4.237185376911771,8.468463144977909,5.335362655859035
1967-09-01,4.278790313600156,6.051259712487057,4.577254873660486,7.208315165541211,4.8902846195079315,3.2731330108408154,8.452656113322229,4.5279438960642695
1967-10-01,4.126559423225546,7.065164850179379,4.237962658287292,7.678080735213698,6.003409388121801,2.9418833155866944,8.443143994943174,4.524299160261524
1967-11-01,4.5346720452777545,7.5871704622885945,4.242482252773429,8.227529888088972,6.141863219745009,2.9879732521323583,8.535644944939252,5.842016601774969
1967-12-01,4.971193648645877,8.050511423116633,3.768146639886963,8.717171986065829,6.65296006000835,2.886491614019147,8.565981286749437,5.6786621617518405
1968-01-01,2.754775467843806,8.021293789575802,3.425071546885397,8.681340011393875,6.953860621960298,3.155861950130618,8.52569949928885,5.8295012175145136
1968-02-01,0.0,8.473420393088784,3.362261417916724,8.75257799890483,7.477386266318186,3.1078447438994634,8.697612718586711,6.210097775162033
1968-03-01,5.327228257053022,8.153699534952073,5.269848596833548,8.817058874675816,7.117038962717329,3.6262051558746995,8.5561661326991,6.145407490834017
