,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8
1965-01-01,,,,,,,,
1965-02-01,,,,,,,,
1965-03-01,,,,,,,,
1965-04-01,,,,,,,,
1965-05-01,,,,,,,,
1965-06-01,,,,,,,,
1965-07-01,,,,,,,,
1965-08-01,,,,,,,,
1965-09-01,,,,,,,,
1965-10-01,,,,,,,,
1965-11-01,,,,,,,,
1965-12-01,,,,,,,,
1966-01-01,,,,,,,,
1966-02-01,,,,,,,,
1966-03-01,,,,,,,,
1966-04-01,,,,,,,,
1966-05-01,,,,,,,,
1966-06-01,,,,,,,,
1966-07-01,,,,,,,,
1966-08-01,,,,,,,,
1966-09-01,,,,,,,,
1966-10-01,,,,,,,,
1966-11-01,,,,,,,,
1966-12-01,,,,,,,,
1967-01-01,51.42844271096346,19.021255326533428,104.25275082320813,111.08025690497735,16.816637424421582,156.72711959728207,106.87897926525062,721.7952785839019
1967-02-01,51.606779732400675,19.31672765507291,116.57199317800438,114.26614534308783,16.943412716212134,158.51354431119637,107.40492095465451,709.5655039655795
1967-03-01,62.43677770681287,21.302949620103035,74.58969315720964,137.9829368849875,16.980722325608625,184.63145931772144,104.91926029338792,863.2452404706504
1967-04-01,65.91239636037338,22.512644314132597,30.662019042944422,148.5077511648324,17.196534950617306,204.73105675839233,120.46728472378955,913.2051193556493
1967-05-01,66.88032004695063,22.468560698518207,54.02308969878374,143.87132044526965,17.02390489705263,201.67333261144034,145.9593598650293,871.2744448265248
1967-06-01,67.78776557665957,20.65686769553255,150.4627237675841,128.0129406586712,16.92288498185518,185.25997780894818,167.90265296766282,691.3369103358878
1967-07-01,65.2758583447923,18.31097961171629,133.814274644166,75.46339571771158,16.559471154068145,136.68501344928097,173.96659223531378,0.0
1967-08-01,58.77299333913089,17.083515389358926,158.41345047438088,19.02224977747819,16.248482773210778,38.85836428371888,187.64078310665485,201.43737769334743
1967-09-01,65.92685253009653,18.27763582549104,188.1910207931134,90.63001483421858,16.250047920161233,152.18869297320714,191.9722650928788,456.62783798628544
1967-10-01,72.02789073604522,21.068111047487918,166.4456090818192,137.28583596685917,16.384253619524536,213.10056545610462,194.20911861171248,803.7835089869176
1967-11-01,69.71931969493748,21.299450666465855,158.84773600557585,135.25890762612028,16.91478744089878,205.4611320213377,187.78619578639544,803.0985437497767
1967-12-01,66.80150301306399,20.796979948491085,131.11908275717255,126.31407019842857,16.745242499063913,191.53077454585235,154.31287115186265,755.6428947927412
1968-01-01,56.518147497068526,19.239252098937367,115.21262550702296,108.20509566804917,16.768330001151174,158.22602140017761,109.90136221988128,662.8325311909389
1968-02-01,55.90541665981038,19.515530086402755,100.65919225047219,115.28633095045399,16.760405537601827,158.55366669101298,117.34254022968281,715.6156894946139
1968-03-01,55.31854813222105,20.771863647489223,72.98034003299558,127.52820813880267,16.807105292334622,161.75319890612536,77.11386592144027,765.245416251459
