,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9
1965-01-01,,,,,,,,,
1965-02-01,,,,,,,,,
1965-03-01,,,,,,,,,
1965-04-01,,,,,,,,,
1965-05-01,,,,,,,,,
1965-06-01,,,,,,,,,
1965-07-01,,,,,,,,,
1965-08-01,,,,,,,,,
1965-09-01,,,,,,,,,
1965-10-01,,,,,,,,,
1965-11-01,,,,,,,,,
1965-12-01,,,,,,,,,
1966-01-01,,,,,,,,,
1966-02-01,,,,,,,,,
1966-03-01,,,,,,,,,
1966-04-01,,,,,,,,,
1966-05-01,,,,,,,,,
1966-06-01,,,,,,,,,
1966-07-01,,,,,,,,,
1966-08-01,,,,,,,,,
1966-09-01,,,,,,,,,
1966-10-01,,,,,,,,,
1966-11-01,,,,,,,,,
1966-12-01,,,,,,,,,
1967-01-01,5.932416844657416,8.675350588449147,3.779673434742559,7.539195041235107,7.0071642287581035,5.629459394981605,2.322215581755065,5.39812779247268,9.225288745534181
1967-02-01,5.583863615481307,8.791342179547991,4.000484602720836,7.988113041788771,6.805429645365239,6.408092720457952,2.9684845748095983,5.275200215512992,9.128296259807664
1967-03-01,5.210991160316573,8.933965026017102,4.460066716298997,8.099910230551528,6.799327283461463,6.886733489205584,3.211899975655132,4.672813332333423,9.192132373354298
1967-04-01,4.980745050556198,9.013914736693986,4.686394457935137,8.000951930425066,7.113637212831059,6.924477019957784,3.3191547368479264,4.518666677805783,9.403646358294024
1967-05-01,4.825021342813422,8.76609073984542,5.048752506154417,7.627108770069749,7.386399125949586,6.805082459622973,1.2346061550141925,3.5361566527454755,9.418792881940444
1967-06-01,5.645610037063262,8.051704080204575,4.874205502857356,6.786820783333663,7.781273520100818,6.086289128018977,1.790637300367004,2.9752688364457964,9.252309403867438
1967-07-01,6.858853049525751,7.27776855471792,4.834490861248471,6.131052760069264,7.997742379045203,5.626286890618919,0.6990083763566521,3.833945891357775,9.050303060810302
1967-08-01,7.573908851028319,6.884372425282805,4.565990695356339,5.494240716982164,8.157661196483197,5.001540849036107,0.5694398285093546,5.9839260735219675,8.8801047581671
1967-09-01,7.856227437368459,7.0840333551760954,4.117516784419581,5.513186001622145,8.36076466972731,4.817660429728856,0.9085434711142246,6.5902341083039175,9.025939399271245
1967-10-01,7.687485551561916,7.6502546649309116,3.8208675717982943,5.900130446521276,8.397026198440392,4.6739078894399455,0.9736561496166859,6.546681224402633,9.135586632499084
1967-11-01,7.284923644831366,8.139416164762814,3.761824726374101,6.395975978336533,8.135833829149492,4.842805111449269,1.9029815413126612,6.653433207781667,9.301947821188906
1967-12-01,6.611007806484828,8.51387690568319,3.764007657087044,7.005147827621181,7.64015714048495,5.227851276658103,2.557998152077234,6.012101581981515,9.339088362712223
1968-01-01,6.116422340208554,8.568294059403366,3.5695724159664772,7.570392842083994,7.077493003617867,5.6668810784437325,3.0102142156123133,5.875610384732704,9.175865456209293
