,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9
1965-01-01,,,,,,,,,
1965-02-01,,,,,,,,,
1965-03-01,,,,,,,,,
1965-04-01,,,,,,,,,
1965-05-01,,,,,,,,,
1965-06-01,,,,,,,,,
1965-07-01,,,,,,,,,
1965-08-01,,,,,,,,,
1965-09-01,,,,,,,,,
1965-10-01,,,,,,,,,
1965-11-01,,,,,,,,,
1965-12-01,,,,,,,,,
1966-01-01,,,,,,,,,
1966-02-01,,,,,,,,,
1966-03-01,,,,,,,,,
1966-04-01,,,,,,,,,
1966-05-01,,,,,,,,,
1966-06-01,,,,,,,,,
1966-07-01,,,,,,,,,
1966-08-01,,,,,,,,,
1966-09-01,,,,,,,,,
1966-10-01,,,,,,,,,
1966-11-01,,,,,,,,,
1966-12-01,,,,,,,,,
1967-01-01,42.814190433238046,9.015893763586142,22.021206438644224,5.428271383297558,10.78114736059803,10.401740144971372,9.570884018509894,10.111991431889805,6.102217176380943
1967-02-01,56.704162139008126,9.077163051619644,23.40319893298187,5.828706699583788,11.625699849196813,10.131661531742512,9.31321471608688,10.947098347312282,6.570871528622408
1967-03-01,67.1321274479862,9.156938515002693,24.0912340221591,6.5343844776841715,11.974987137012086,13.61791454492328,9.457728019877527,11.32238517846607,6.908243707175242
1967-04-01,72.34876497952182,9.273174917473275,24.291296886005917,7.459743119059251,11.841723787512093,12.030010886861522,9.685132134271178,11.988113196396366,7.2490133444278575
1967-05-01,73.88147766209947,8.933370843210172,23.482673504526684,7.62962566431681,10.70939104627609,19.99649830635856,9.63592589322663,11.179904696558975,8.016472817041434
1967-06-01,64.52293946360041,8.320960937415231,21.319836040382206,7.282926152252574,9.808792341601402,17.585839209425803,9.220907107850024,10.317616957814254,7.254538308191406
1967-07-01,62.38626955320357,7.843892765628815,19.559859686542037,8.229469238692143,8.781272227698302,20.325715108317777,8.446170588047957,9.106232170192863,7.044827976425072
1967-08-01,55.4110878783476,7.671461297656271,18.096047029888016,7.7947503360784065,8.745587002594082,18.373727513768138,8.259009355509772,8.789135229108897,5.947707501540279
1967-09-01,48.650010087613076,7.6899602243883765,18.108952037545205,6.122827341703227,7.6140052220060515,13.967948312117818,8.35179097707926,7.787926535221252,6.020796308516285
1967-10-01,46.50725754716619,8.225780867519314,18.86963878405443,5.886970354198105,8.271921752707428,8.09422215093415,8.843401010183205,8.285776141018035,6.121717627919946
1967-11-01,52.666231698869915,8.699962200358158,20.651941803592305,5.8697624507057125,10.02697708980341,11.870457279566992,9.265408457104485,8.729408853550874,6.173047891267398
1967-12-01,56.07337536576454,9.04582441132581,22.33484336844239,5.76348699526395,10.408406539638236,12.239474341636479,9.54783448962585,9.110683359271421,6.15038571571264
1968-01-01,29.201192056137792,8.905244755382109,21.187944467950203,5.53015987207281,10.321712953138743,4.794366526556667,9.375799511823196,9.535042336071704,5.770448382620324
