,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8
1965-01-01,,,,,,,,
1965-02-01,,,,,,,,
1965-03-01,,,,,,,,
1965-04-01,,,,,,,,
1965-05-01,,,,,,,,
1965-06-01,,,,,,,,
1965-07-01,,,,,,,,
1965-08-01,,,,,,,,
1965-09-01,,,,,,,,
1965-10-01,,,,,,,,
1965-11-01,,,,,,,,
1965-12-01,,,,,,,,
1966-01-01,,,,,,,,
1966-02-01,,,,,,,,
1966-03-01,,,,,,,,
1966-04-01,,,,,,,,
1966-05-01,,,,,,,,
1966-06-01,,,,,,,,
1966-07-01,,,,,,,,
1966-08-01,,,,,,,,
1966-09-01,,,,,,,,
1966-10-01,,,,,,,,
1966-11-01,,,,,,,,
1966-12-01,,,,,,,,
1967-01-01,8.03237295201256,3.637261473312567,4.9991865131503666,7.849663593488304,6.6126846365019025,7.672686713325602,7.178449514153472,3.215215005070328
1967-02-01,8.133097844831116,3.096302640111218,6.663132121336844,7.603868765385367,6.693514481571219,7.842229671300705,7.109857234154074,3.304574114507967
1967-03-01,8.063574304476333,3.1254940989104756,7.491329464318636,7.788320257471307,6.702708343439003,7.823130221558392,7.133308341868434,4.272584250009559
1967-04-01,8.44570162136561,3.1366553109212605,6.700134327762664,7.932515221079762,6.802016159374767,8.310543625456981,7.899558468778472,4.4758072649397525
1967-05-01,8.475902062890421,3.1335367004729893,6.223765821848434,8.243052548415886,6.596601179926369,8.456612411250536,8.168237286254513,2.8759685708535208
1967-06-01,8.418150878397743,3.046408662189375,5.163720936933973,8.3746032003905,7.582758284602156,8.576225290105771,7.88924508287729,2.848789327899929
1967-07-01,8.263272278001674,5.045599734655029,2.8725811885810866,8.253080122683068,7.931463255262108,8.622541740183177,7.94321654178255,2.8394731596533545
1967-08-01,8.046998333889018,6.012979262432391,2.316095551835796,8.371737316460846,8.161238996484508,8.11556597713968,7.246750648361939,4.146191169894095
1967-09-01,8.003550697334624,4.857698200018462,2.4994684125531825,8.49880903373063,8.127878690941099,7.697860075480207,6.874880914759372,5.213921473659594
1967-10-01,8.197362272580953,4.347763035756966,2.5236919467568626,8.259935024815798,8.411355136105662,7.859546134390841,6.03572571491403,5.250352920139164
1967-11-01,8.28601591504881,3.172511619212092,2.4742946084834645,8.244699152998896,7.872916641733391,8.317532025441793,7.266519841634306,5.9980561519622615
1967-12-01,8.258965156982732,3.996688011451256,2.546680414546052,8.35528183048114,7.192618293732463,8.180346446899753,6.652380982117428,3.855477125050515
1968-01-01,8.057539953440198,3.9050595079684776,2.9535983895635782,7.8796498485520186,6.52663932232701,8.06941120741315,5.954276319192324,4.257837824652507
1968-02-01,8.084783148563941,5.373437483444946,6.16664513088444,7.736271495762747,5.692637921512166,7.771788079326441,6.62798341708807,3.5299960079874872
1968-03-01,7.91771833345792,3.852092585496209,5.853283677027873,7.91558543041246,6.373762369522801,7.372946586835934,6.188041103953026,3.9893900980253414
