,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10
1965-01-01,,,,,,,,,,
1965-02-01,,,,,,,,,,
1965-03-01,,,,,,,,,,
1965-04-01,,,,,,,,,,
1965-05-01,,,,,,,,,,
1965-06-01,,,,,,,,,,
1965-07-01,,,,,,,,,,
1965-08-01,,,,,,,,,,
1965-09-01,,,,,,,,,,
1965-10-01,,,,,,,,,,
1965-11-01,,,,,,,,,,
1965-12-01,,,,,,,,,,
1966-01-01,,,,,,,,,,
1966-02-01,,,,,,,,,,
1966-03-01,,,,,,,,,,
1966-04-01,,,,,,,,,,
1966-05-01,,,,,,,,,,
1966-06-01,,,,,,,,,,
1966-07-01,,,,,,,,,,
1966-08-01,,,,,,,,,,
1966-09-01,,,,,,,,,,
1966-10-01,,,,,,,,,,
1966-11-01,,,,,,,,,,
1966-12-01,,,,,,,,,,
1967-01-01,14.64508765471988,65.97439436986609,227.2054316107718,84.3044056839328,34.293127494990706,314.92383778637736,83.6047048124153,37.78962767367478,189.13895012038375,18.358854542695457
1967-02-01,14.778916578409573,65.7038502945615,234.95142025365624,85.42358680954219,34.53288110243245,316.9553854858002,85.48343707687826,38.26174588894754,231.2721370030267,18.561164090907358
1967-03-01,15.2215897373075,77.28476106301845,145.25753966743952,91.5004842862001,39.410717543150305,374.44391573454936,103.18397142262774,42.317147897511894,153.24105531501047,18.616756964741434
1967-04-01,15.579717370757766,83.37100918553766,120.53717907182175,105.57813041757096,41.369292479055595,405.05445669427746,111.51298562798519,45.363334293070764,0.0,18.972742780343083
1967-05-01,15.34242449162927,84.08163336104958,212.3731913386115,124.16793126266406,41.32341001187951,390.8442487785563,107.74969961113759,44.98146701057678,0.0,18.621308452605195
1967-06-01,14.795262320843063,79.3774592455134,337.58688492083905,139.5256843821428,41.789718111022545,355.8702275898423,95.11206539772165,40.15673989331147,262.95708217619114,18.34106681504273
1967-07-01,14.064060488829512,68.90945712039652,303.41337196242046,143.69119999099428,40.344951937246314,225.88971127685056,51.5109446074016,35.659257816424784,230.56804667467506,17.817864548910162
1967-08-01,13.348717130254132,57.293037902960954,348.5350989840854,151.3256488247233,37.64806419131034,0.0,13.899199030969813,34.65901625272903,283.98835526170944,17.511141876809567
1967-09-01,14.175893606584758,69.54918650685883,394.8208573460252,156.74560075955424,40.74328482657959,281.9135015107622,67.14783298873793,35.37995284656196,357.2859258428245,17.97069114616038
1967-10-01,14.83100733259601,85.4746556903763,373.45410440924286,160.4096562691584,44.08921554913867,421.8634761708802,102.85710750806503,41.114054002315875,290.88232285077385,18.109475979323527
1967-11-01,15.171855531049138,82.70979199462836,348.8439204019577,153.59919898880077,42.975490093683355,417.0467342591361,100.92066288253112,42.24231730599963,285.436630670466,18.397690289130235
