,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1965-01-01,,,,,,,,,,,
1965-02-01,,,,,,,,,,,
1965-03-01,,,,,,,,,,,
1965-04-01,,,,,,,,,,,
1965-05-01,,,,,,,,,,,
1965-06-01,,,,,,,,,,,
1965-07-01,,,,,,,,,,,
1965-08-01,,,,,,,,,,,
1965-09-01,,,,,,,,,,,
1965-10-01,,,,,,,,,,,
1965-11-01,,,,,,,,,,,
1965-12-01,,,,,,,,,,,
1966-01-01,,,,,,,,,,,
1966-02-01,,,,,,,,,,,
1966-03-01,,,,,,,,,,,
1966-04-01,,,,,,,,,,,
1966-05-01,,,,,,,,,,,
1966-06-01,,,,,,,,,,,
1966-07-01,,,,,,,,,,,
1966-08-01,,,,,,,,,,,
1966-09-01,,,,,,,,,,,
1966-10-01,,,,,,,,,,,
1966-11-01,,,,,,,,,,,
1966-12-01,,,,,,,,,,,
1967-01-01,10.349312516024067,20.419258438066745,12.929711271131575,18.352660764676727,42.84814404121336,12.791380257155918,17.692202392153725,15.71798836858135,88.25193264993742,33.817889872393856,61.414260379203654
1967-02-01,9.971244139888796,20.391575537635617,12.90515120337996,18.65459374466364,41.58120391262879,12.549024520294884,17.848305702295324,15.167534320037523,73.65765613334625,33.240919306909966,54.92869208321984
1967-03-01,9.854907386775889,17.222423621861424,12.76794568719355,17.358722571210873,33.496477605835715,12.699146018884296,15.82746243384766,14.8620741029356,13.996226476168893,29.378974696145473,36.18015735485671
1967-04-01,10.32091307035491,14.798192072185714,15.243868601172945,18.54782974915825,28.546756389576494,13.009872564093843,13.380200217332618,16.140315829221862,45.66109953246301,23.954797832618265,15.010647616671315
1967-05-01,10.58141241032209,12.003486113567545,16.818292928284034,19.45822019538728,20.604147256564737,13.149514977251455,11.380722590316022,16.889980158325198,151.00575151644273,23.622435816940506,0.0
1967-06-01,10.596527202187186,9.934560963253453,17.95128428567809,21.969005867968015,9.686133368225704,13.063956521989688,13.003864873748755,17.669923624071014,190.5466084840359,21.076765448734168,25.715184996318282
1967-07-01,10.661008478384018,14.551898455080886,18.84834514126073,26.968243513943825,8.590100785587994,12.960685561393198,23.805988311885766,17.925880873400168,198.00792243023653,33.37761487541183,22.219434024977915
1967-08-01,10.609557546422048,21.228471271042345,18.689450132603167,27.14040591950699,29.14182070729615,12.890254331764718,25.561576743171063,17.82756757703778,204.27755513984508,39.84693297846443,78.59144415224101
1967-09-01,10.683014449554273,22.38705641305805,18.92541533551594,27.29698879555339,31.745795044538035,12.974681045023303,26.544282304917633,17.902201233937852,208.17955028567113,38.944249446255306,76.13986334052869
1967-10-01,10.734790910233881,19.85699364892903,18.61133035017496,26.70847263984592,35.46350425412508,12.892152949633834,25.004037112507486,18.134813938959766,165.6491591857556,35.37805183140171,66.08949237473078
