,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1965-01-01,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,
1967-01-01,8.832216838341024,6.490387457941755,12.602504796849185,14.251810167103661,15.129239247252485,6.103447950770647,14.795830945974762,15.996327527694012,15.629158573604409,18.113126597174702,38.8593662609185,12.207955048752721
1967-02-01,8.725860159171289,6.767327228726886,13.12932009639863,16.661531492051658,15.341707201195849,6.110039716163115,15.678168013072984,18.117329442268993,15.380015708628346,16.44864379057428,53.13453487571884,14.711566598088242
1967-03-01,8.851638510127524,7.261802510801167,13.250136010386427,18.40737996173512,15.31529559349875,6.201399278674224,16.090775147580093,18.55460187821815,15.536465718452344,27.732641178258188,64.64199964182494,18.369384746263638
1967-04-01,9.042505027317675,8.095428604522196,13.247967923624419,20.566048333036576,15.314047467732983,6.729316230877804,15.98254103648635,18.690860097481377,15.884764492303377,25.055963278245315,70.07674804611644,19.97088529196058
1967-05-01,8.86243273151093,8.845344739643325,12.375369327623861,20.989448029070235,14.566568325634124,7.442054069534405,14.815000463217599,17.74541849811029,15.722197054794037,46.081323229707806,72.53577230021325,20.75606511532375
1967-06-01,8.152323160300899,8.21607521748732,11.074396676432093,18.54356637774291,12.98887249201512,7.564937604798824,13.563556221502619,16.32858602230754,15.14861687829555,42.86037937985314,63.919148508691976,18.396321867762815
1967-07-01,7.422422535308381,8.753645621428708,10.042017342803032,17.35463229025357,11.832562237838175,8.221284713176116,11.860921475008247,14.876147698202333,14.416807975698774,45.12527243254048,62.77019309135011,19.13762773290901
1967-08-01,7.261622459137085,7.654724085787548,9.51494151257615,15.417121163674237,11.357616521646026,7.620767232908307,11.382749028870546,14.256619330491413,14.04377135445608,40.64804017383307,56.36704001036161,17.98865000124463
1967-09-01,7.4506503866622955,7.046175729099597,9.132528748081786,14.079829894201724,11.131519074399604,6.600639491764461,10.400319055632838,12.33774717197573,14.307017325236968,27.983743197992318,48.89337379996978,15.449299420885442
