,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1965-01-01,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,
1967-01-01,9.745524889580203,9.958439824846772,8.045158446285667,9.362417363239716,5.783623199124314,14.410477866513324,15.56264415878175,10.872966518350564,44.13167658071143,101.66699494554219,29.243703446182252,46.46090969034592
1967-02-01,8.955834464549664,10.020995718217147,7.984355725637177,9.271662405407783,6.790071009306009,14.466362677916607,17.05702377275455,10.524554828412219,44.13141614553332,135.71939635686527,25.74383806820178,58.33148675587548
1967-03-01,11.787725366748601,10.155108823018312,8.397303313328374,9.379091972330496,11.86586670089085,14.578189710299885,15.879879292601105,10.202964431117623,45.2403493151465,130.25363777897002,25.13733558563979,64.43463084012181
1967-04-01,11.064515933527614,10.668375553364069,8.020262585242381,9.67003042401238,14.970369299178158,14.53150297966904,15.257104207149494,9.19523212466469,49.32481639403861,117.10122370365356,23.763185548801147,60.97252684909892
1967-05-01,8.10338796930197,10.904451819912214,8.023128484868831,9.85757243290387,3.486167679564565,14.663631130057807,13.580400449165305,9.853320276391564,50.583973002131906,47.90409132536753,6.842487261002275,57.119225269334535
1967-06-01,7.458884027431106,10.76840175076525,9.037758598184475,9.90229222355585,3.4713538374301267,15.20293370602858,13.081192967764103,8.28748569663616,49.707464992510054,59.33932275835057,15.135965549723794,50.94722233140542
1967-07-01,12.050755888516088,10.563391290560835,10.268181559951815,9.912947000397827,0.5198993068723842,15.221713318430846,12.683341149286248,12.165953288197443,48.687286041072426,48.39486924635267,17.771866071703922,35.045793970400005
1967-08-01,16.12722042440303,9.901559172477812,10.619434973640049,9.913722184024996,2.5233438710238936,15.732060899481619,14.73527040362483,16.495663629211357,44.10677989843303,46.33883874694982,36.16013917417063,25.520385618032268
1967-09-01,13.845453168782242,9.845021124544028,10.724606095269989,10.010992556186414,5.967847544234208,16.14999363680516,17.11304174136868,15.33011420416273,42.472895184342846,40.72392986558809,45.07502293909989,26.144663259795088
