,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1965-01-01,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,
1967-01-01,3.7084668394771954,7.715044214118793,6.613167962637357,8.03237295201256,2.918480440116745,7.849663593488304,6.205585447827926,3.529933342313761,7.2545865221248755,5.42155677028728,3.0617052977902843,5.260550240417606
1967-02-01,3.40650300623914,7.883748574978012,6.659072490324358,8.133097844831116,2.946189249810976,7.603868765385367,6.75388222257871,3.661041153479274,7.140578465900351,6.968556458302453,3.036060924933267,6.291026692224123
1967-03-01,4.38156229382988,7.905013535567628,6.824490803496866,8.063574304476333,4.028306844879321,7.788320257471307,6.190501420499229,4.098498234486407,7.22073524243458,6.935308014980021,3.104792689496256,6.920216028926426
1967-04-01,4.037053128011171,8.38197330625886,6.721423306917803,8.44570162136561,4.708210069399656,7.932515221079762,6.178485226535851,3.31423496323623,8.029213498404912,6.3657085898011605,3.518400329742274,6.597938401728673
1967-05-01,2.931197132896521,8.481265246307553,6.519073664454527,8.475902062890421,2.465411827128446,8.243052548415886,5.971856792387682,3.7164557479922546,8.256546063032005,3.2987654456669078,0.0,6.352485604114673
1967-06-01,3.1158566726609416,8.652752184915398,7.501122217640606,8.418150878397743,0.0,8.3746032003905,5.702929276728454,3.2157926659104197,7.921417439810243,2.7604890015103054,2.8132430886065136,5.680818349384921
1967-07-01,5.26792621865766,8.403621961646673,8.057845671764747,8.263272278001674,0.0,8.253080122683068,5.418037041331528,6.103355592075459,8.05395190495229,2.4349440315478237,0.0,3.6917916043310117
1967-08-01,6.955660447542418,7.790352388114892,8.300897651684757,8.046998333889018,2.7223011374896733,8.371737316460846,6.086389007860581,7.024950113669025,7.362252348911634,2.695368092636297,4.591455763767356,2.7245398358852007
1967-09-01,5.905342639350102,7.649080281751637,8.227126462183586,8.003550697334624,3.9610461329107522,8.49880903373063,6.634146849600896,6.637905325404554,7.110529833945,2.4052419492112325,5.300587500664045,2.875628541103778
