,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6
1965-01-01,,,,,,
1965-02-01,,,,,,
1965-03-01,,,,,,
1965-04-01,,,,,,
1965-05-01,,,,,,
1965-06-01,,,,,,
1965-07-01,,,,,,
1965-08-01,,,,,,
1965-09-01,,,,,,
1965-10-01,,,,,,
1965-11-01,,,,,,
1965-12-01,,,,,,
1966-01-01,,,,,,
1966-02-01,,,,,,
1966-03-01,,,,,,
1966-04-01,,,,,,
1966-05-01,,,,,,
1966-06-01,,,,,,
1966-07-01,,,,,,
1966-08-01,,,,,,
1966-09-01,,,,,,
1966-10-01,,,,,,
1966-11-01,,,,,,
1966-12-01,,,,,,
1967-01-01,6.896435829313348,8.926404251498287,2.690227415870174,3.5493337570566936,7.9715806926420285,5.008363216377147
1967-02-01,6.473435691645636,8.90900326342096,2.934323246449497,4.442397632325827,8.139384969826423,7.140109187107753
1967-03-01,6.65588972269769,8.867181995433858,2.7578307384027103,4.3852290130798695,8.215017802542329,8.114150311395154
1967-04-01,6.336018541105931,8.875999444511752,2.395057763688313,4.143985777923416,7.90874196248254,7.764257449261921
1967-05-01,6.80268478525854,8.837786674729003,0.0,5.179837319292979,7.665369621531799,6.568633391193353
1967-06-01,5.852712622153846,8.758293207817431,2.319653713498213,4.5890231238160455,6.846899473794675,4.851206847479764
1967-07-01,6.067233319218328,8.593633479405295,0.0,3.6373160697445206,6.092312627094626,2.8879267565655193
1967-08-01,4.233271478615903,8.172656544102223,0.0,3.625064658803865,5.616848809076736,2.5138997103636744
1967-09-01,5.442432111492368,8.216098728062878,0.0,3.868376892423276,6.2515011423966484,2.3524853820407188
1967-10-01,6.104496372153951,8.261215577554564,0.0,3.9681519713699247,6.399302004649046,2.547377711817873
1967-11-01,6.024711441242827,8.629676194968779,0.0,3.36426252012497,7.163260796172157,2.736624788163915
1967-12-01,6.22707622723289,8.803656829930128,2.3690407742304185,3.6294224375417965,7.702411897643498,2.8029653186436065
1968-01-01,7.114927397037026,8.825608741615,2.547937389634964,3.5055479540232835,8.005410638232652,4.005630668511357
1968-02-01,6.634242555881808,8.984840954476775,2.954117304534055,3.8269993866527323,8.088235646251798,6.647203644413936
1968-03-01,6.432672256200759,8.857393693625857,2.6285180359722013,4.678522988583042,8.054448715349682,7.207437295862895
1968-04-01,7.151105801104459,8.898539302944366,2.5835033280035224,4.376960358797059,8.044219481744497,7.397171697437985
1968-05-01,6.334862050108107,9.000750094376485,0.0,3.4255083993215476,7.676872718755369,5.615091995165605
1968-06-01,5.612934255894091,9.077896165797645,0.0,4.4262755277544725,6.932824469706941,4.196180305094116
1968-07-01,5.927785900973164,8.623802087162938,0.0,4.2451851810936265,6.888030707434428,2.7336791133758074
1968-08-01,5.614994131579996,8.170994688777355,0.0,4.53524556947714,6.38917989899825,2.815673837068916
1968-09-01,5.373424274041531,8.32990711856874,0.0,3.4876305391705835,6.264214930628593,2.511936076774762
