,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10
1965-01-01,,,,,,,,,,
1965-02-01,,,,,,,,,,
1965-03-01,,,,,,,,,,
1965-04-01,,,,,,,,,,
1965-05-01,,,,,,,,,,
1965-06-01,,,,,,,,,,
1965-07-01,,,,,,,,,,
1965-08-01,,,,,,,,,,
1965-09-01,,,,,,,,,,
1965-10-01,,,,,,,,,,
1965-11-01,,,,,,,,,,
1965-12-01,,,,,,,,,,
1966-01-01,,,,,,,,,,
1966-02-01,,,,,,,,,,
1966-03-01,,,,,,,,,,
1966-04-01,,,,,,,,,,
1966-05-01,,,,,,,,,,
1966-06-01,,,,,,,,,,
1966-07-01,,,,,,,,,,
1966-08-01,,,,,,,,,,
1966-09-01,,,,,,,,,,
1966-10-01,,,,,,,,,,
1966-11-01,,,,,,,,,,
1966-12-01,,,,,,,,,,
1967-01-01,9.031145858162077,8.836299419862078,11.667650003806049,6.064144029060017,13.552382779112277,15.464052221004307,12.88882728434859,18.113126597174702,10.92034327096494,6.103447950770647
1967-02-01,10.589300314992547,8.729787401410391,14.818514836737416,6.356639108688972,13.766276825442528,15.217182699442272,13.461216416637104,16.44864379057428,11.757066758581423,6.110039716163115
1967-03-01,11.244777385405817,8.853700868659416,19.210398039980678,6.839560630943235,13.757168798559814,15.392396127717857,13.584015752018217,27.732641178258188,12.114766654662454,6.201399278674224
1967-04-01,12.108969866339566,9.040494936305397,20.69302848449903,7.627320497690788,13.773913101358474,15.744545583357281,13.554876260277704,25.055963278245315,12.078231027741774,6.729316230877804
1967-05-01,12.05206861561157,8.861788297382466,21.577559701286482,8.30662219415287,13.118956331156241,15.577031293482296,12.586463539968475,46.081323229707806,11.274722988594728,7.442054069534405
1967-06-01,10.76705859281132,8.149367633139253,19.10771976511103,7.682542659464769,11.671930226467614,15.036012543142187,11.304558418338251,42.86037937985314,10.364365792713858,7.564937604798824
1967-07-01,10.141265012787676,7.411218344553975,19.722693419424488,8.166608578247043,10.662144099288687,14.300821143697027,10.19417469879061,45.12527243254048,9.085975180885752,8.221284713176116
1967-08-01,9.38270623847095,7.250950936332971,18.211430732169365,7.1545136870632655,10.20366082514276,13.955941919521646,9.684770932272956,40.64804017383307,8.695825197198587,7.620767232908307
1967-09-01,8.231564550579915,7.43932295517677,15.648560497973037,6.578430197063933,9.96012241281949,14.211770147432627,9.272600909303684,27.983743197992318,7.880506649435115,6.600639491764461
1967-10-01,8.181764373900862,8.027935689044256,15.549081401859834,6.136272156077104,11.285876916113772,14.670731214065068,10.55587149685695,11.93842276756463,8.60953848026148,5.716799566149036
1967-11-01,9.027411385601122,8.581470594131801,16.815539225339425,6.281293505199474,12.31718017832691,15.072965142039376,11.46703639802433,23.25959293935175,9.835860060984123,5.672996625269234
