,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1965-01-01,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,
1967-01-01,3.511477390409154,8.266895166049665,7.649420478652933,4.661108104436739,6.249351804244729,4.413806570320846,2.8056296244707966,9.086520401744576,3.357133341268343,6.178822387583359,0.0,7.508160661588662
1967-02-01,3.5973565135502126,8.280116143219123,8.118600098945596,6.934316203758084,5.708369429426192,5.962843505692664,3.607004764751945,9.1155139789067,3.848984980653322,7.0759232803743926,0.0,7.553121772190298
1967-03-01,4.079948310912605,8.311149252748757,8.134398406098391,7.933964652937471,6.505923699014404,6.025374157986567,2.9147380015798894,8.989408382111188,3.6358220978370976,7.7599179817894335,0.0,7.7287045286612255
1967-04-01,4.914637549345627,8.034484224260066,7.468806157364641,7.714909832705194,6.265416316686942,5.622408444882693,2.5496681660659046,8.97514963326307,3.6303149413184936,7.850535453765318,0.0,8.210893686546884
1967-05-01,5.079588930861281,7.943291680611617,6.900778585761905,6.221795912218941,6.449540556140146,6.221479047451445,2.214474572649805,8.88662202596133,4.384588106379279,7.412759046634681,0.0,8.382773364062318
1967-06-01,4.7116299121263285,7.528117035401459,6.451760762013116,4.073048339023602,5.429269440805207,5.323293103330205,2.444375536283272,8.589249963867246,3.9653434921416753,6.23802352792016,0.0,8.22973794781174
1967-07-01,5.2674193850194415,7.099000978542511,6.083244328954473,2.7161552552616874,5.4875570446146575,3.9105166808276017,0.0,8.719801310133365,3.2285866112498263,5.305119942942414,0.0,7.760823278267979
1967-08-01,5.248625288756214,7.220307852793997,4.930582440278001,2.1713435185925745,4.149305378007616,3.6701876232744852,0.0,8.364333316219485,3.5405218317395817,3.30261579488893,0.0,6.887356083125742
1967-09-01,5.261060361219264,7.12318137841474,5.645276919320088,1.88148440932324,5.180293161416803,4.115007309737274,0.0,8.631510038892644,3.608143745377394,3.222166760940408,0.0,6.8065828692203505
