,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1967-10-01,5.180478356368804,12.616991662029825,10.383596441446228,6.34572329209625,8.566032081486558,5.573472628347705,0.0,8.806999843036099,5.393773218005396,10.399201763236528,0.0,18.269292606315243
1967-11-01,4.582714715614551,13.315413711388304,11.104581830175967,7.5051372102079394,8.7764854228699,5.421613872967695,4.3075608715844425,9.106063172974311,4.900412000397033,11.523716047741422,0.0,20.208295284642684
1967-12-01,5.176602902624806,13.954019578922473,12.209312169924056,7.893484580515905,9.788023852025283,5.902434680930069,11.796493566854139,9.170450124571403,5.005755069251989,12.618342123011638,0.0,19.522173992276493
1968-01-01,5.322059110435196,14.26945271306718,13.06611351440061,11.122480023579616,9.87177449523498,6.999025981760113,14.476726432637308,9.054129046554287,4.769905001301896,16.26115283943399,4.8517138596908564,18.87806297258542
1968-02-01,5.080276934520707,14.487358104562688,13.310409859446825,17.687654996874596,10.735023248378155,7.861783243523092,22.157513157078984,9.085687040983203,5.2414163255937245,19.758428243520513,5.80219129725532,20.058360746182483
1968-03-01,5.638556275618436,14.37905891806621,13.643221339955227,18.67761820040791,11.34709424854168,8.326796507681012,26.134553974303834,8.909868591453462,5.723251352675816,21.260599638784488,11.841532256962818,19.603552957378856
1968-04-01,6.929792851511861,14.836318071265072,13.701246814015304,18.07495396803285,11.6444375111451,8.26693227823286,16.116896582532664,9.148759749943443,6.06567260560137,23.013135938195465,5.786778367406909,22.102137044890647
1968-05-01,6.7691680101622955,14.681436971891534,13.140404533517028,12.821113884946152,10.942573747939676,6.941120447841677,9.619745250048318,9.201883482416358,5.573749346639016,21.841394768595737,0.0,22.782252666400712
1968-06-01,6.464886809602847,13.962145650246073,12.003508997487698,10.766457206021219,10.205600859117533,6.8442115686407075,7.750719328952228,9.137546493317043,5.789551348920887,20.626992873138295,4.956531226813225,22.718639656167916
1968-07-01,6.109857025308782,12.865961134214416,11.072122172484214,7.773141945343995,9.5254869207926,5.876668482315353,5.445767333887331,8.966396675653062,5.376015520066217,17.61404491769656,0.0,21.60698492346554
1968-08-01,6.277863474089285,11.887276773739035,10.177654251001991,7.1624927966796,9.071640979235564,5.6375597017581365,2.6605540444471596,8.838528027901543,5.584333283995832,15.841978726880242,0.0,21.216606535790895
1968-09-01,5.944135698968517,12.008654921412834,9.817506091312366,6.502194143590111,8.384495513837058,5.0036811059729525,0.0,8.88135446795182,5.127322705826101,14.179758778544317,0.0,20.856759226066302
1968-10-01,4.716675448782445,12.956832301618178,10.578401631484837,7.873768966018432,8.6053946198973,5.730639453019896,5.236686871458951,9.12077004532713,4.997958578187353,15.081804089797506,4.108225021694554,22.08892705226445
1968-11-01,4.918653799111417,13.711941089184547,10.880128659899327,7.706284608428016,8.210757610952534,4.981142356618414,0.7965542028479792,9.300057911122872,4.645587517455444,15.740439853263311,0.0,22.745239879416182
1968-12-01,5.897907843563692,14.548184735413225,12.38140300375111,8.936150793442458,9.82658148624512,5.434292086843862,11.641008614924983,9.288803646440071,4.867236155733344,18.19301431372797,0.0,23.132106807970725
1969-01-01,5.957893206673614,14.660941175980723,12.771889039138092,15.002899084546767,10.258313408048762,6.76575653292195,15.741939658417365,9.303571642599305,4.794439262690365,20.389679521435305,14.94665279069966,23.436428281406815
1969-02-01,5.425580793004968,14.737137607233887,13.344628769664485,16.821579962916573,10.748033377511097,7.879399559374148,20.082814682734433,9.225185289637322,5.2484623008720055,21.317607290590814,6.275431167571669,23.26033138544314
1969-03-01,5.987013375491872,14.749261480178875,13.355383897815999,20.639552398806813,11.039371062724891,7.857822947727265,21.80791686617585,9.086131134320926,5.93016466363846,23.498529668048274,5.404428499904626,23.085452141980905
1969-04-01,6.3151957057987325,14.954666042564538,12.973943609296555,20.39265079251247,10.709241698360898,7.535952243889628,16.5002802454627,9.149837365608077,5.621362048171453,23.904606677933383,5.759204924074916,23.02430999821847
1969-05-01,6.609536774905623,14.044384212167001,11.708693538004633,17.491767821662037,10.164143300526625,6.691919115537194,12.00316740072567,9.177886583705472,6.1596662691127495,23.364278288390828,0.0,23.577060268138705
1969-06-01,6.957729066392592,13.541661110050368,11.661084606604994,14.5017240885741,10.210225320520077,6.655222442438197,11.268907978617182,9.018760189434975,6.007548408893759,21.122764614188227,18.30705025614629,23.109886265515716
1969-07-01,6.888795085875751,11.95580257665573,10.227877605868617,8.859081530672274,9.64240432023182,6.194407655266137,0.0,8.915696987888726,6.0394438902825085,17.304590903107815,0.0,21.265659467016274
1969-08-01,6.170737363186889,11.630520782745172,9.513731062239202,7.376522188489397,8.715986861712777,5.984108107245239,0.0,8.745947710205018,6.219979659326381,14.392242167776926,0.0,19.54184626940636
1969-09-01,5.616160070705954,12.040215631534817,9.606552034045981,6.00537728965312,8.393997124175623,5.107145878183918,0.0,8.914287656453904,5.010971299238432,11.336565045365075,0.0,17.943608064621138
1969-10-01,5.742349649072751,12.539490831773525,10.580260907461172,7.779713468065067,8.79947247748782,5.653421757008269,0.8087077918669907,8.912706604517595,5.378181921414342,12.496732508007245,0.0,19.413046340286932
1969-11-01,4.833032634278462,13.323896412454964,10.543994781396611,8.549958517532756,8.18434570982206,4.940728610720466,5.019487282890592,9.082648615461888,4.611893998973391,14.801436491470172,0.0,20.438278815742496
1969-12-01,4.875282489413547,14.190487320293405,12.223141482242692,10.83448223072915,9.794452033764891,5.831675574217768,12.950914615821041,9.108726212950144,4.913256318495161,16.376162587702865,0.0,20.375149692448378
1970-01-01,5.311760310687651,14.489403579036422,13.349959336304122,15.408640734953924,10.589823285920703,7.261842750433558,20.267805860325506,9.12396572114911,5.207584880947512,18.491665790359967,5.642179384404711,20.491254494990052
1970-02-01,5.692662399771527,14.468915339852272,13.571434640866336,17.738406131367437,11.099270184047823,7.5794960004708205,20.90993931154387,8.977858234814667,4.71675733970634,19.649126445322548,5.497940451275397,19.621200692730806
1970-03-01,6.752549901191432,14.557232957066127,13.335230929121236,18.94261159122134,11.223196481828598,7.694201647997998,23.415388526358527,9.040253754745574,5.802023062067435,22.215838885875343,5.520629540125308,20.653809259100907
1970-04-01,6.392938424989106,14.750582657624394,12.898428342522289,18.094166241141888,10.747343737030983,7.324978989318716,14.316476131256014,9.080800019274319,5.455156895319723,22.990629880799457,0.0,21.815644726491406
1970-05-01,6.652624057045822,14.356704875181306,12.634005257323839,12.544189941710572,10.719729447358839,7.638055803003001,13.68042417668931,9.046904503799647,5.810067566079069,21.490939037699533,5.296031731373687,22.39764259151155
1970-06-01,6.31963706091687,13.2442175235026,10.902548099247623,6.452326218393833,9.470385217697768,6.3531070916495365,6.5744888636286305,8.890650498296726,5.907368279072249,16.44205928248885,9.781095769951467,20.714621561815974
1970-07-01,6.612366483031216,12.567884518165318,10.548859258344716,5.837603466121872,9.189682635504468,6.119232637458073,5.476492004730994,8.812655631723704,6.170596412725598,12.168183709859774,0.0,18.18013669381697
1970-08-01,5.909586692307386,12.267840563378156,10.243114154263797,3.7043092658453323,9.127999332873083,5.8557541951948675,0.7857115585733322,8.658446852784651,5.990101089228908,10.383482053599772,4.090967616009128,17.089470653609744
1970-09-01,5.101125587537392,12.379385713958525,10.400748996354494,4.468894508345662,8.70568918773411,5.360956560141494,1.6342038997040276,8.693108421171894,4.828684890969266,8.751451639735862,0.0,16.221643014187208
1970-10-01,4.538961739672086,12.618915991859618,10.27824895595784,6.295102350013292,8.476802359747072,5.258823169700091,2.58635652155907,8.877346460874762,4.8452801577079425,9.318997094956952,0.0,16.38322237312964
1970-11-01,5.097429645491053,13.792364312095227,11.879466897436007,6.82036353852986,9.350439109589725,5.349132594730138,8.50105587001168,8.989864112537544,4.540048398501824,10.341292400229857,0.0,16.44717790212381
1970-12-01,4.595900585314036,14.117379145263428,12.41745574561896,5.882706157778433,9.424599852012937,5.45742355576882,10.383457515128278,8.94487576782447,4.504461226290117,11.112499248326731,0.0,16.114164010580616
1971-01-01,5.494346030113908,14.389497953389863,13.36370079521158,11.257602786445574,10.751279956034024,7.09356309796843,16.46533593828003,9.044213654181274,4.348700802385424,15.755651998950215,5.833864310303816,17.48021266055369
1971-02-01,5.913687052132489,14.538320853563615,13.770928606167557,16.808393928756637,11.534698220440509,8.044081575782235,25.590585697152818,8.985277948783333,4.888551908109541,17.92916230690194,6.328319317717335,17.641471279016905
1971-03-01,6.179746781358798,14.756393385610382,13.871102628037312,19.619122202253028,11.63290494852267,8.267044680672647,22.567349706365448,8.889114653493177,5.3674109968211,21.2940167132011,6.1751752884811415,18.888106562548597
1971-04-01,6.626782210002001,14.810083587181012,13.866441436946587,20.363035830175658,11.68104431681204,8.02443102520154,18.28514592890901,9.00158173941067,5.730795350785335,23.35783169272162,0.0,21.10586143503362
1971-05-01,7.264481884116857,14.3313573195178,12.519837602257878,14.842630821594659,10.924876113497403,6.428666057883608,12.147087507805718,9.034138899300968,5.709866008372871,20.94720090818862,0.0,21.494246728912486
1971-06-01,6.470219180043371,13.587407410285477,11.47885098603362,11.71617632586781,9.608947817858388,6.124226575096249,13.619399316037297,8.916171151095892,5.530774698401346,18.404909581961185,19.730041941178587,20.540847585276843
1971-07-01,7.066759590426657,12.645238827052216,10.83051145285219,8.528136653492,9.349271321207835,5.454442697443921,2.561526238256259,8.936719666488978,5.75441262621565,14.971826244749305,0.0,20.563564900934917
1971-08-01,5.985052989814111,12.47381994270977,10.583844235233276,7.497591281035177,8.947306931429784,5.597259673756603,5.314679088173232,8.699265428676357,5.589218050459645,12.665203476450374,0.0,19.495073226918855
1971-09-01,4.882365826084692,12.656851213812294,10.925315951665535,6.518698501569811,8.815686482538306,5.729079664147963,4.266762648398613,8.584276601759251,5.058817419724398,10.783504607254214,0.0,17.89800043277503
1971-10-01,4.4887522925879475,13.003941136525755,10.961357986624915,7.402984731220087,8.397109230354534,4.851532068603299,0.0,8.805946189070259,4.203081452563511,10.62366283409664,0.0,17.67374171001565
1971-11-01,4.616486723134453,14.03821923321246,11.924946724355475,7.992256717439333,9.328570132692072,5.0206539609529965,6.8503525964231295,9.118126456438413,4.007238452377027,12.873708805664759,0.0,18.589694966175735
1971-12-01,4.812529128910055,14.380735081470599,12.67136066806731,6.792014291423925,9.815327843452604,6.293960643795845,13.126444375837021,9.112815641108455,4.6532335276981485,12.144588587145117,0.0,18.002221450796036
1972-01-01,5.836725217486419,14.389515503540943,13.14228701007541,15.57312135208176,10.743249207616458,7.722552044556324,22.258870326823963,9.168779301532862,5.060506941274206,17.597933108648185,5.731358336080209,19.197533979730878
1972-02-01,5.795968913650988,14.804254249874745,13.791339507669004,20.210528461450178,11.263339061661418,8.353490737020346,34.34087148484168,9.090627506966829,5.216972986367997,21.182697236131933,8.767596650217996,21.030603401155165
1972-03-01,5.2140753971966065,14.66131263221223,13.734216880640917,21.970069619486168,11.185519881915148,8.573461440529838,32.04415877321695,9.025648937790455,5.93359059276264,23.278469238029896,14.960619317252666,21.625360016202677
1972-04-01,6.604049480342143,14.795137222264511,13.535030945756803,21.52826750720868,11.357923533961024,8.75360414441449,25.01664345541565,9.18969881325644,6.084746852885926,24.56039058383497,5.643461004840377,23.342846892591073
1972-05-01,6.7516132544157434,13.96751125269929,12.191504277429141,18.837973916402454,10.374887268708884,7.413018382757822,18.014301483265122,9.067993585434117,6.541217498818331,23.744254335750323,4.942581919913474,23.763886744795553
1972-06-01,7.051462972986828,13.370915312174763,11.623709328687482,16.847632460473072,10.129240916712202,6.776437925874455,14.82454507996065,8.991264523145063,5.902235261665128,21.74016742094644,0.0,23.71887857160267
1972-07-01,6.657620845428135,12.265679416963629,10.68324284855464,13.826512991133336,9.78551835035957,6.177432614891979,10.494131224225702,8.907968967685388,5.583623219835626,19.66180139380571,0.0,23.28019126234402
1972-08-01,6.940195000988814,11.962071380497644,10.085127290359797,12.579905279798234,9.079215314102001,5.7572363658459365,2.9945477275119115,8.901381034403967,6.255717044273914,19.34564752630079,3.8282194153036895,23.780998833563885
1972-09-01,5.181770644176786,11.770892651710733,9.034500020651343,10.625930946732856,8.047766408859108,5.483401177509416,7.259735296200338,8.773984815184624,5.055618416365849,17.405019069290024,5.138108931115723,22.893017488553053
1972-10-01,4.7348974537415,12.127213929582345,9.751304922935823,11.04470238566239,8.108321258269763,5.110707907937728,5.513849849792369,9.033904879789375,4.756914030476668,17.0854809621357,0.0,22.856382671664274
1972-11-01,4.745921604687166,12.92511413874821,10.536400342893122,12.192620116721974,8.776227461793352,5.45119924221861,13.597902754466856,9.100719572689147,4.808942623580048,18.35643553420501,9.482235035645068,23.180471290697277
1972-12-01,4.97857169222381,13.825159515417809,11.085376158585479,15.68758433606218,8.725991827218266,5.4460449273442375,18.488314200674306,9.110178199356179,4.05802594486117,20.31504253776305,0.0,23.075347310898678
1973-01-01,5.034733150776997,14.228155817789363,12.10755834002881,18.267086900369584,9.81808397947276,6.22386479457131,22.78084930585086,9.090800170900883,5.1079786937754745,20.987580958743347,9.517052899088897,23.12233664722834
1973-02-01,5.373795761696918,14.38670305985287,12.980231774671525,19.333110259462416,10.570436451509925,7.358649354932634,24.97807832290331,9.0595345264584,4.832906197809475,22.279942865074265,5.290788466648661,22.92810705799826
1973-03-01,6.318128196292125,14.54972623896948,13.137163148410151,19.612661493760434,10.830457963797073,7.238447949828532,20.59225917477057,8.997760326873635,5.62818874047026,23.30990273522312,5.207223557082673,22.81891129873717
1973-04-01,6.868824642513837,14.722671178242507,12.860682576984475,16.71633054291578,10.553276046863603,6.977980405847715,12.575799773374083,9.05353914169796,5.903843504013163,22.605489625247955,5.229921272247516,22.42719302789688
1973-05-01,6.752269656503995,14.124040270878886,11.878747335374715,13.60422612738189,9.924337044741128,6.538720008514552,10.035979139898656,9.07598626402554,5.760600398274291,21.584087993798725,4.92523583027197,23.04181469566544
1973-06-01,6.088956334619271,13.407236360791993,11.144923179415514,8.9674502854291,9.338739478171368,6.208608547730471,7.144805764894122,8.847362973412526,5.800696936272475,18.207799729448457,0.0,20.701789272472084
1973-07-01,6.869537403662068,12.576879162353665,10.044026232183603,6.8711460924883925,8.719088839234427,5.744205048417718,5.588620461684441,8.802150933843702,6.438316927888713,14.163237582519756,3.8091928516610136,19.706603246664983
1973-08-01,5.839882721176341,12.447872950355356,10.86302452483004,4.364184790624706,9.148829153120532,6.1180001328646725,5.392459852287075,8.591045498532981,5.8090484787991645,10.78233620916338,0.0,17.34571830327194
1973-09-01,4.828204069850746,12.528328792164489,10.749065473012983,4.234656413739381,8.839073084031757,6.070770169681599,4.577262105175338,8.570859649279905,5.408719546686554,9.473912400772425,0.0,16.046541333812282
1973-10-01,4.715622100845196,12.929984222719403,10.779937450796268,7.086788489229961,8.360066424287025,5.252381281251687,6.31816598598836,8.804054418744489,4.574000872639877,9.461052776639628,0.0,16.135687305728617
1973-11-01,4.0395093380454465,13.753079698081585,11.600253844970508,6.203525833336824,8.557508402241181,5.392466480944842,4.101082837623957,8.82588545956934,4.665991368996879,10.135008290373175,0.0,16.36924674399372
1973-12-01,4.761569837542203,14.358999748546623,12.85068973920739,8.202811261180043,10.074713520260277,6.100225097564531,14.06165712932366,8.906717036782789,4.860682904073632,13.642085585300535,5.58996675456489,17.26206209829021
1974-01-01,4.853555600727275,14.470029763755083,13.327503382431598,12.526834203886441,10.333040496275482,6.914131442132552,17.278713434319858,8.972809112566148,4.692931984851349,16.45587571933084,5.95370805575111,16.919255597378857
1974-02-01,5.489004534665102,14.649388013635248,13.71837135318994,18.401059990180723,11.123200272603695,7.896271413793045,24.99023072998521,8.938093683246624,5.261914787302737,19.01273444877404,11.532930136232466,18.240288826571245
1974-03-01,6.387144991491038,14.830206554469092,13.82828788362447,20.839742004462494,11.299829233757215,7.990377358919335,24.354226717350674,8.934125860054221,5.2438713590798445,22.86939062539203,5.685458599490103,19.655658555661002
1974-04-01,6.987945700607781,14.75634582647674,13.766844793246342,20.614420287933488,11.674825491087404,8.391469218228568,20.936031141006886,8.90901261069253,5.783411630231853,23.41551787868456,5.153311465582806,21.327458970096263
1974-05-01,7.105972344383535,14.325769018217732,12.983965711771795,17.997473932238115,11.19000231279912,7.8945505403373195,15.972367521935805,8.989753389385776,6.555095502003654,23.039784654284585,5.012746718576185,22.319697638246932
1974-06-01,6.741878593765808,13.502365873645829,11.194477669559044,13.929979031770614,9.66572510143285,6.03398812325169,13.228826902456051,8.891281951594463,6.138937103077584,20.10681750392822,13.334437145669646,21.660434298126376
1974-07-01,6.283787048439781,12.940825408158476,11.324194195909675,9.448381096543304,10.018048382954307,6.491210860558619,7.148178581735955,8.730595679295313,5.80388315047982,17.361022555781123,4.305143244515491,20.336376098676215
1974-08-01,6.5330587781943565,12.34727196354503,11.01930495779267,6.784060086704148,9.374971624457,5.7042186921957,0.0,8.769084877495702,5.609316423811222,13.78211115132093,0.0,20.011787698274436
1974-09-01,5.525871468646918,12.634451379671805,10.777049708606297,6.808159972183955,8.976879611652118,6.025290691154208,5.271208230899401,8.597008889110889,5.862995197384483,12.9086860932782,0.0,19.75559509661016
1974-10-01,4.779834568415098,12.92536458112986,10.833623477646533,6.321826364073311,8.478594171626613,5.156719513643764,5.024606459014628,8.702873754653233,4.48702062683873,11.739555617404035,0.0,18.081417518173573
1974-11-01,4.658730407595414,13.683222932066212,11.83075453353346,7.373350754652664,9.549045815673372,6.249132397879945,5.818024408160629,8.921067426816704,4.186646895187201,12.788823910402852,0.0,18.980863079120525
1974-12-01,5.466831273901875,14.336173785851683,12.385756614890072,6.392597938091194,9.864322093090605,5.5478818479553516,10.867129957487748,8.985900590504027,4.40777022948464,12.703575630054207,0.0,18.581234826425977
1975-01-01,5.6367477390051475,14.433243701492476,13.112210854964793,13.036641332289625,10.496162328120707,7.488392227366341,19.30416193283801,8.946456071149552,4.4961912791489915,16.727335608225424,10.870783431947084,19.768321078944016
1975-02-01,5.843232082156202,14.622324699424942,13.48162315328528,17.77773275994215,10.96699395833366,8.019230616172717,23.648680057410537,8.966655039646982,5.406378560610788,20.130957259404124,11.695382373425586,21.181303837093377
1975-03-01,6.1553543631750784,14.646065302435078,13.696544376221551,20.832487616387734,11.37632166880121,8.507452036171541,25.008374552365293,8.886800832238283,5.882710400846469,22.585303566309346,11.60507428665956,21.490001808053837
1975-04-01,6.6634416683120365,14.691948487230176,13.35651653985081,20.034112543828215,11.203934077399515,7.986419630365637,21.580157591534032,8.852894263732995,5.702567711647777,23.721353752591813,5.953737109614742,22.008801419702184
1975-05-01,7.043949092256634,14.246612163098478,12.239901755716456,14.24532349535485,10.455523257003945,7.348755138451016,15.780584194330848,8.881688003301202,6.425438218936931,20.689794610285574,10.968751392190017,21.01468222454028
1975-06-01,6.652164318029016,13.539208932114983,11.224184403096174,10.208993812292084,9.426491380230404,6.46208498763445,12.270793317672837,8.843549121156373,6.0598112931893136,18.068102115104047,4.820288984092905,20.351024415216514
1975-07-01,6.636672257531669,13.084254571678846,11.05211987324099,9.708013158809933,9.128704424686088,6.009075514249717,14.188038731778077,8.65833253160955,5.781031096283454,17.502437262733974,4.232318930597788,20.40911084431608
1975-08-01,5.458343974063877,12.589318158936853,10.606229623338619,7.5460356437766665,8.529800734027353,5.835652830612262,7.728296930265973,8.51297966915342,5.413182018304533,13.70317215428551,8.86163230051906,18.766814708002684
1975-09-01,5.155961332740154,12.246936194996703,10.184889418751625,6.663488018898541,8.3249005193814,5.814859852108052,9.804301195292325,8.403963217691516,5.268955806765532,10.978798209618018,5.146025627770817,16.89661617260235
1975-10-01,4.3102379777056266,13.039522478226608,10.872182107389698,6.410962479318537,8.634222086835724,5.738497785479288,1.6446164121021671,8.550971177131641,4.661107624970361,9.910647629823737,0.0,16.061978700497747
1975-11-01,4.680238388154117,13.436431175900776,11.303545185325618,7.35096860779428,8.71518502458512,5.334285417791791,11.543790358185394,8.751474463298418,4.957196399527431,11.77228662950492,0.0,17.37380824010458
1975-12-01,4.046828075177269,14.136630472117057,12.43139250193811,7.539073041756283,9.294709282246458,6.049832482326263,12.967548114668046,8.839230438321966,4.243749908693515,12.408752245589488,0.0,17.559120385777835
1976-01-01,4.462468583895683,14.314663281212523,13.239746627168978,12.637071083709309,10.33674393706697,7.591289507962058,19.31330025559342,8.737861322324367,5.0135046521363105,15.550067495263834,5.7183643171755945,16.851405573277273
1976-02-01,5.64032991569688,14.427562992523614,13.663405673256058,18.943840474197742,11.209151847654976,8.013070592393541,30.40573444426125,8.785807314592278,5.1238363710726285,19.783844631731437,12.09284293425991,18.805796275772366
1976-03-01,5.763729486833144,14.478172932341492,13.383766975608886,20.66609864552285,10.77274241527763,8.36229634525016,27.176006523685817,8.764036675885698,5.942326751600611,22.07874156091208,6.07009299694286,19.731250836414542
1976-04-01,6.443520930487149,14.743396371025554,13.587999896619069,20.190664333683493,11.311993310129303,8.272289505300238,20.899337360051838,8.95670413981163,6.0268340795696425,22.683032110905334,5.4807362299966425,21.640104681205326
1976-05-01,6.977265139250263,14.46274624851287,12.445916329525653,18.765383415349486,10.693997137864777,7.424701048153543,17.01206773401907,8.981920738707984,6.293812505627271,22.026661995062156,0.0,22.422068454296664
1976-06-01,6.855778703238129,13.411239859273731,11.869239776244582,16.886015031792557,10.420587217260556,7.136944434025426,16.1735427095485,8.833180345215105,6.303609480825228,21.74662354981913,0.0,22.35023443249042
1976-07-01,6.464091031042859,12.402437602659122,10.982292668413962,13.402209297741658,9.928091255612548,7.0595834951502745,8.970574393269361,8.674025599706606,6.303807038833302,18.910088304159192,0.0,21.91390863982594
1976-08-01,6.178626368248011,12.224137494132851,10.832141485050492,10.542208408560398,9.562812002331729,6.756450591378541,10.046810406836212,8.581576861436263,6.0372113685842885,17.485458169689664,14.12417883494428,21.23418997053159
1976-09-01,6.252353470290511,11.689817182170069,9.970226602394098,9.712945623255951,8.80042911339331,5.883166654801873,8.55441589712544,8.647897112812466,5.399113787998591,15.15752441788733,0.0,21.062502999324508
1976-10-01,5.103874967872809,12.775261281966264,10.76347372918426,8.735594599205863,8.931355956828256,5.966013200856428,6.5703551592721015,8.812280520859227,5.4906421932335325,13.759629114024907,0.0,20.8685200672031
1976-11-01,5.1591407514241885,13.854511863649675,11.47765165384374,8.826697420515442,8.818560386600417,5.29462375222761,9.78550006515067,8.964550318211721,4.7369010322916845,14.614123724919759,0.0,21.023968974269867
1976-12-01,4.70311252890279,14.35610916710619,11.794070238762496,10.187954945094074,8.986246437345658,5.842144993149276,15.223691404931667,9.064222184658966,5.072021651707049,15.343338259314628,0.0,20.66479796757033
1977-01-01,4.469241378515389,14.624182160599386,12.789510616515864,15.636129336892418,9.619981122718515,7.126559686932365,23.78120752145622,9.056962506593441,5.019044455654369,18.55370543213888,10.650111020861033,21.321487641487064
1977-02-01,5.187992389749463,14.505597246234034,13.153679516004836,19.82060997490392,10.283846027469082,7.854367967994691,27.333587774673596,8.94408524439838,5.305591763280242,21.511140059260637,10.563693369164229,20.975284066801084
1977-03-01,5.197659355346089,14.48388308179193,12.801991191565849,21.373728380222722,10.107943097211534,7.720210504666461,24.032429278546235,8.914299379034116,5.440870625894436,22.513800368211434,5.272035764089711,21.08687881890725
1977-04-01,6.76125240334967,14.603595020822011,12.673864473138881,18.709553209721157,10.60786021916716,7.478077075613685,18.683359681788346,8.976771906420216,6.125713053353611,21.97591013213444,10.677783870689716,21.08853765655195
1977-05-01,6.754241537088924,14.139635202116288,12.089894462921851,15.832588003299403,10.309546301921994,7.272589116362329,14.437813190206274,8.998183119106187,5.832499148419165,21.656008643365634,0.0,22.217549302165253
1977-06-01,6.396211345332313,13.148237096934,10.985475556328401,11.45105268813915,9.832714762847411,6.938943554486501,14.184237276349013,8.894402294298178,5.994648470392955,20.315084381195827,4.058809240751605,22.191100036956232
1977-07-01,6.659671717106613,11.929755483185279,10.05975800312785,8.334778093797913,9.220072882802295,6.186074892972648,13.060173179937616,8.65611405981702,5.4176218532153495,16.545695513253197,28.580594086635934,20.595133702438496
1977-08-01,6.156177532282532,11.454076753067204,9.136389676196327,6.251634980378564,8.356198559601042,5.339917445793776,5.626552869041092,8.582289519508251,5.2221560629575805,13.280913464108737,4.528860942004769,19.269548923124784
1977-09-01,6.133591856464377,11.329586547912978,9.311582669640897,5.914686826129949,8.470847038526765,5.350049048343816,2.546663692435417,8.70328012131342,4.8873430769299455,11.773860787610406,0.0,19.310095322583813
1977-10-01,4.595816494142914,12.324920430856082,10.006458485853456,7.633001763400043,8.528734750565528,5.682719849789792,3.4153172602648336,8.840668634895076,5.135494395017248,12.107035770504408,0.0,19.230778256191286
1977-11-01,4.74258999081311,13.238191877175227,10.591142949427558,8.172530359809205,8.42859260442413,5.42198801894358,9.744308276597888,9.04187452225396,5.008342918252043,13.821700813502114,0.0,21.393282639969527
