,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6
1965-01-01,,,,,,
1965-02-01,,,,,,
1965-03-01,,,,,,
1965-04-01,,,,,,
1965-05-01,,,,,,
1965-06-01,,,,,,
1965-07-01,,,,,,
1965-08-01,,,,,,
1965-09-01,,,,,,
1965-10-01,,,,,,
1965-11-01,,,,,,
1965-12-01,,,,,,
1966-01-01,,,,,,
1966-02-01,,,,,,
1966-03-01,,,,,,
1966-04-01,,,,,,
1966-05-01,,,,,,
1966-06-01,,,,,,
1966-07-01,,,,,,
1966-08-01,,,,,,
1966-09-01,,,,,,
1966-10-01,,,,,,
1966-11-01,,,,,,
1966-12-01,,,,,,
1967-01-01,6.828772421800173,4.520419312974629,8.564058307370635,8.063453986427279,5.998609235553415,6.634379589736874
1967-02-01,6.016818463261521,6.630508593530121,8.215009185738534,7.7522211851063805,5.0923336414519484,6.2150729930100015
1967-03-01,5.3090488687748785,7.5522759877077315,8.197135438586146,7.9529266123132,5.129318270567861,5.999967307343367
1967-04-01,5.992877008667178,6.63315168790472,8.375759383563183,8.098095670354079,5.259834816237028,6.175892061923615
1967-05-01,5.710209865137228,5.097510132290954,8.584198798521438,8.239514328016,5.9027046634199225,5.8544344399684665
1967-06-01,6.794014933703454,3.2058162490210176,8.577183973338398,8.491031494907071,6.87218976823865,5.649949826885167
1967-07-01,7.838194212410196,2.3553237443019057,8.574468004238984,8.588436837139511,7.138074833527975,4.897898571359733
1967-08-01,7.809516381607516,2.1265003738763135,8.488596909324828,8.722569008706449,7.819486165679633,5.4616955442308
1967-09-01,8.248968472500117,2.1890430632126137,8.606831933711465,8.67295414032832,8.022577800825399,6.708287023239521
1967-10-01,8.163908188912156,2.549772795348814,8.671071544655446,8.798810360962474,7.484632694983911,7.669514359153702
1967-11-01,8.200964066143683,2.6127999990393946,8.693000468547199,8.86019466285065,6.867003971045614,7.5523673424487425
1967-12-01,7.6694514510057905,2.3275245585722506,8.661592397643455,8.643948433253687,6.80951581806152,7.0873378582969
1968-01-01,6.811985003135961,2.660132451565762,8.338768645230601,8.661674013610721,6.105953884004729,6.994016285695215
1968-02-01,6.348948430435893,6.137371589721391,8.26216325021339,8.113430146179718,5.699124932695555,6.431682327000039
1968-03-01,5.929520245364663,6.296361532373053,8.269920684172725,7.63384458782253,5.791288272729828,5.774322399120101
1968-04-01,6.017943273282883,6.360999677944778,8.4636560609718,7.89729171327873,5.776013710440529,5.887193636474541
1968-05-01,6.100111392664841,3.5720657962074234,8.642276952221208,7.993237149562798,5.598604884947705,5.969218842749709
1968-06-01,6.440123005414256,2.6185237619842923,8.554661590276854,8.257540800528377,4.857055673693624,5.789375694026121
1968-07-01,7.302769927315846,2.366512071594974,8.582298099084511,8.452669394221655,6.226990313249179,5.797196167833641
1968-08-01,8.08675805499449,2.5190379307168063,8.177941154048497,8.70742087288102,6.9849869011346,6.453901379702406
