,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1967-10-01,7.576943255838981,7.865109936295346,6.637823330031588,7.073838877636563,8.738659045057373,8.384140684210518,7.891713291792897,8.156602247283857,2.580832876964591,7.425439884851701,3.271758986656837,6.445174344387393
1967-11-01,7.369938702651185,7.902914981888758,6.547204626514844,6.421282673525716,8.735099662540076,8.182549962610613,7.631999784918166,6.652459787967637,2.9772498513592884,6.856586037245229,2.7485426178598678,7.022558946419162
1967-12-01,6.64245994906917,7.989937033756616,5.77799192103807,5.885648075523325,8.676950720406518,7.967862942155759,7.401284563104182,3.558292434589766,2.8000168917527843,5.810700154664868,3.7223445847586185,7.312153689081728
1968-01-01,6.30099036812029,8.216366359594936,5.584053365390589,6.127984525697402,8.035736821939064,7.643846585601572,7.071230915688368,0.0,3.7010754348888883,5.77654446968644,2.9523327765312195,8.035136617457109
1968-02-01,5.75180991471977,8.286370945336657,5.232703388887067,5.736081615948505,7.520226900044942,6.613182123872331,6.375672028530337,0.0,6.693938172087907,5.612097854833288,2.6353214797089626,8.586788270870564
1968-03-01,5.724384852663921,8.306517317529247,5.592657277922796,5.634293764856676,7.672552881647395,6.949594305268201,5.850503798810089,0.0,6.095284149485485,5.573413597404991,2.41163664369014,8.763419147575648
1968-04-01,5.8844087436613535,8.533450435094503,4.368625736803236,4.776820934663941,8.141471074373177,7.241481793887309,5.617665946255055,0.0,4.588473542685023,4.801358894645152,0.0,8.927407097693353
1968-05-01,5.076669348356252,8.558337149996742,2.726373931283635,3.419343820127862,8.415981291951567,7.588848429192296,5.918420651046425,0.0,2.240176307112507,4.509964764508762,0.0,8.62760751618163
1968-06-01,6.510110083415871,8.372057952043328,0.0,3.083508665046946,8.311436142384917,7.9833960558503465,5.678456825297834,3.85971021214839,2.323565034401958,5.2101706862901445,0.0,8.271860023428719
1968-07-01,7.927433369739057,8.161476619446221,0.0,5.109335939068834,8.297335821070758,7.989853724381653,5.964056041632265,7.612463204585415,2.3824219158837234,6.192858407561935,0.0,7.535419460657548
1968-08-01,8.508592558640787,8.093148704731897,4.20450591946094,6.323362107755445,8.351164117731248,8.376869941268211,6.4838329154367145,8.021092823483952,3.8834039812108734,6.913754738182253,0.0,6.991238845352497
1968-09-01,8.364178364879516,7.991115173247762,5.418388638696507,6.370500431351388,8.550604439680916,8.195423725128663,7.20486782399823,8.13660814808329,2.6967750044965015,7.434982024388464,0.0,7.092953251681086
1968-10-01,7.6170473133688965,8.514522191692228,6.472790615063831,6.61738520379085,8.592851722207604,8.386015553688196,7.916831842043948,8.353766596658065,2.829747381798086,6.7320618611702505,0.0,7.588065486767084
1968-11-01,7.011653110004085,8.336933292693812,6.391089012112071,6.392723181097903,8.719153720630338,8.348094120220328,8.214354632453656,7.784368432748488,3.222325691205903,5.594192269338756,4.080329250934874,8.138636083705908
1968-12-01,6.425063713678421,8.521916511199517,6.025855823718218,5.627170324648486,8.66391738530358,8.002666138445116,7.804099660062312,5.430839051997255,4.372500379660765,5.164602649171251,2.7144409397013316,7.930577554832
1969-01-01,6.140825281192202,8.39875457662368,4.585996378437037,4.556395250329017,8.234168862042889,7.277700918319295,7.23674984084879,0.0,5.679409517337838,5.177812966066192,2.997388540468694,8.318166824396164
1969-02-01,6.155178526879365,8.504962554295554,5.43449046863962,5.442321642430253,7.92043965499801,7.126737682686092,6.791041493275163,0.0,6.721170322243561,5.614986693812246,0.0,8.705871225815725
1969-03-01,5.368347920560169,8.68480823598617,4.480183494498839,4.456280393481198,7.945545306238311,6.270760678458589,6.827738670019595,0.0,8.271659914511833,4.495846748774003,0.0,8.871614549165932
1969-04-01,4.976825199099105,8.64658547542259,5.264821131486184,4.719135983929988,8.397285109170944,6.746676692607763,6.731642249900125,0.0,7.929960042125078,4.675771100884516,2.248787443770294,8.942886522994081
1969-05-01,4.772291543397405,8.753906645265133,3.512549382500463,3.991361980218775,8.414546015380743,6.477106784007109,6.462387870116949,0.0,6.945512735545786,4.284442551436535,0.0,8.308316951625134
1969-06-01,5.808651299595524,8.746188638436974,2.6883567847981142,3.0781679859066657,8.386163649842548,7.4159679031687045,6.006878525530958,7.228729602241576,5.1960667299076695,3.8063145319116503,0.0,6.743167778709718
1969-07-01,7.722479796370865,8.479223263385444,0.0,1.6526469996124056,8.611515638008287,7.756898233888734,6.0744558080799695,8.302023294718936,3.4014359903908082,5.45827759233766,0.0,6.551166938254514
1969-08-01,8.150840962852982,8.019774538962913,2.4777464388306196,4.104809593663942,8.56107422763175,7.958476418301656,6.602005130570106,8.35894409387371,4.222488349156099,6.392678116257752,0.0,6.6654256083562675
1969-09-01,7.839989945282444,7.96956381239477,6.017666907810232,5.890846079494836,8.619148540811315,8.147562337758506,7.087001078284003,8.312451470334464,2.7259898544901966,7.086356904016019,0.0,6.75189565166904
1969-10-01,7.6001892763001795,8.126146541805504,6.327976958375736,5.853552740222343,8.809250351067034,8.224499891446472,7.6174042084450075,8.375137763021659,3.680937888084842,6.406850924258131,1.8180940932000678,7.124816359909237
1969-11-01,7.171800498188346,8.064868866777418,6.284317676877841,5.960918430886577,8.89370889751553,8.178526993110621,7.884732730095814,7.914045590954908,5.081133865770188,6.258308512695751,4.289323007009421,7.308511215057452
1969-12-01,6.344355209766995,8.230108017774054,5.924222544615658,5.761522038235666,8.664259247682972,7.600804847081752,7.7150468476657075,5.625106583148839,5.904878997551313,5.981652536240829,3.367843261098287,7.197167075580906
1970-01-01,5.582757056676982,8.367386101811896,4.813556317677319,4.900913004653686,8.393656174781658,6.691623758811807,6.776018001397892,0.0,6.035262407619284,5.098513647426708,0.0,7.7103788529455315
1970-02-01,5.372658867041291,8.225378240402023,4.846516583392588,4.999651985477329,7.944894471445486,6.776735157480482,6.471450074418693,0.0,6.990795501281528,4.950795107586112,0.0,8.19325334856612
1970-03-01,5.293811209697519,8.455108517623527,4.952867716979336,5.281048760967586,7.81899496536205,6.550789396526873,6.357351896979679,0.0,6.51380347018359,5.584001999764222,2.1531865141998523,8.398916586530182
1970-04-01,4.8513131405684975,8.670933582560751,3.1539263121671217,3.6514039438856654,8.04842910688222,6.865233035423139,5.89329997477586,0.0,5.548821505173587,3.471962841876406,0.0,8.48315466320649
1970-05-01,5.449616610600226,8.683936704783738,2.29939306603396,3.2248791211370467,8.247121401409101,7.009972252980807,6.029233676253906,0.0,2.4565672116851975,4.294493319345439,0.0,7.935906268047984
1970-06-01,6.659322905112355,8.757622006270035,2.92639429677301,4.15384385278138,8.135932915895166,7.601002759811477,5.898672324338949,6.946509774109182,2.019229273203538,5.0071186202249525,0.0,7.217991619241326
1970-07-01,7.834792623755575,8.461986351102837,0.0,0.5991347084415999,8.122208885401976,7.7592015242902015,5.761923620029222,8.209936949591942,2.3806404230239124,5.599237938336516,0.0,7.052175768659874
1970-08-01,7.851140932992122,8.1446549188563,0.0,5.256840579937117,8.211258841516836,7.705737943630701,6.047945108553106,8.151486098370802,2.275589063097706,6.503446037224887,0.0,6.445186903371775
1970-09-01,8.469121239929496,8.123746429114036,5.363111872108207,6.139618743292587,8.258753216128223,7.986094380483727,6.854345572206694,8.060587176892035,2.6039819849474246,6.827657143787177,0.0,6.977803449214913
1970-10-01,8.032263288959209,8.39596905220092,6.121108943375698,6.1981799405725795,8.589028437425087,8.24106291117028,7.573116080617815,8.01254753849555,2.816829614387029,6.50410785556987,0.0,7.231904183597122
1970-11-01,7.082619828054103,8.553072077725886,6.228011175143399,6.020809396995671,8.82178187618201,7.929398775719115,7.7559901932422255,7.687639394492784,2.9726940077541792,6.183167193493884,0.0,8.37085150146989
1970-12-01,6.720966143972838,8.421430639806907,6.4904959299885405,6.17735573057806,8.49045314115047,7.783750929890555,7.332082635753094,6.467316867647025,2.8833208542998796,5.934611745398545,1.6302574623403179,7.836423692769537
1971-01-01,5.895567269545666,8.453751194623866,4.1848195534659425,4.387445744215843,8.048633584979205,6.998089785741904,6.700795741266574,0.0,5.603952196722494,4.603258885391997,0.0,8.178872384155014
1971-02-01,5.786394771810122,8.491529952484525,5.599136966128764,5.702030748174019,7.707423687995789,7.279828672491702,6.3073313354471185,0.0,6.517963580751522,5.381279060608442,2.3780434264009602,8.488929038184223
1971-03-01,4.9885426003507725,8.493248022249876,5.232870582302971,5.1274606656251365,7.58155208842914,6.72203353127614,6.0779560814970255,0.0,6.686475950745884,5.135201905528543,2.795030821988542,8.717659354121645
1971-04-01,5.336518982818198,8.475363069029926,5.0885543160208115,5.15313389206241,8.09137791054536,6.993298408484738,5.851783649601132,0.0,7.0746564147350375,4.826394911461798,2.5074787382490573,8.826185059478277
1971-05-01,4.871956764013682,8.762568454983914,4.515494129706032,4.4330810429139085,8.39476822258035,7.355080717827271,6.092343199395542,0.0,5.226647502969947,4.813075895937063,2.3008875185972015,8.863237281083249
1971-06-01,6.705941162745996,8.551502641236775,2.780784944685765,3.3562526418498275,8.402827312638795,7.838588380855254,5.457426358403185,4.745014411017921,4.623277501988691,5.224116600695039,0.0,8.004620016192257
1971-07-01,7.928360248638633,7.914844067268268,0.0,3.6966790628307753,8.25893777596338,7.961803154665703,6.377610293801476,7.979875776995905,4.186454860397784,5.96253087443638,0.0,6.548298297242819
1971-08-01,8.067355964946099,7.943824739752404,2.7556298596502846,4.9347684172462385,8.220573614996754,8.019429501921975,6.39251830953027,8.255660079271317,2.992730728367962,6.2930170571337625,0.0,6.183896294223431
1971-09-01,7.645263037469017,7.913034522318736,5.610466358773386,6.13409719185653,8.387303445316228,7.883614552716687,7.16740997913615,8.348130169105085,2.6971257384650156,6.992128501173857,0.0,6.611223816070742
1971-10-01,7.787387942557543,8.387456578318425,6.673485714808061,6.9143311415329105,8.63316550611272,8.312369541994627,7.8352530044273125,8.491561380107038,3.4300256807311595,7.040984968023006,0.0,7.087764029992569
1971-11-01,7.608382509875853,8.249495330151037,6.908554465556726,6.803415754508502,8.904297666689455,8.069036729714314,7.890081179887528,7.721414924542396,4.473627601141146,6.628820884662032,3.749152428958752,7.656149110392539
1971-12-01,6.519372781470602,8.231547092062911,6.037551097756754,5.910769295234621,8.601368492445083,7.924317186654076,7.488429856376064,4.807448311798604,4.061353600641402,5.889689735335654,2.8293037204267724,7.478242307430944
1972-01-01,5.567812482083722,8.350462526226131,5.3051912461891515,5.3878674436046206,7.998564268163155,7.312355459160844,6.985787825463645,0.0,6.707409491375474,5.677873842266043,2.808313451246594,7.947022696049732
1972-02-01,5.5689494171388105,8.30013842802982,4.927491528863556,5.207412759293986,7.4794405257097125,6.751747978432774,6.156652242305844,0.0,7.819372602599361,4.902269933283376,2.5584390192449913,8.545002845696146
1972-03-01,5.888340768654889,8.2156974292686,4.921209793285908,5.339229845346473,7.405718753669852,6.7826014670215375,5.812302142352377,0.0,8.120086682111946,4.861801067140444,2.4604902374903506,8.490836011848474
1972-04-01,4.833268788606952,8.272988185612336,3.714102336862434,4.784139052830783,7.7601480432219665,6.7961871102210045,6.07386226553954,0.0,7.592047131333364,5.053055335959991,0.0,8.625760159741008
1972-05-01,5.60852350829239,8.296455489250784,3.153458394693018,3.637547001140106,8.098107434556317,7.220136575288851,5.412658606496243,0.0,6.857206357386827,4.5681022177621955,0.0,8.167379802177361
1972-06-01,6.270330049920971,8.380841579737307,2.9694995650270433,3.468570687670439,8.093983829387787,7.208732429984544,5.9755010312559245,6.020742658579145,7.006858706356183,5.9067198225854085,0.0,6.922236071707474
1972-07-01,7.526126743414152,8.116897376214396,0.0,4.530065200062847,8.091621319863869,7.652448772851367,5.5677727915122555,8.041914736497224,5.620269775465777,5.9005812514414195,0.0,6.135451915887458
1972-08-01,8.03309940644845,7.988629978977907,2.5714697726507394,5.719717573825142,8.153656684015669,7.9123580498453014,6.042097538657383,8.37536175532305,5.950545756431455,6.931322714596582,0.0,6.376557215188185
1972-09-01,8.084883134808313,7.795018971095405,5.995465002052344,6.3939179055767115,8.291533132138502,8.079790594403287,6.80391709980106,8.560857637688732,5.6209610372464285,7.0096552681915085,0.0,5.850381703040713
1972-10-01,7.821104688381523,8.536033920653173,6.351628798807449,6.582652549182851,8.636245804751887,8.313792051511564,7.567698230437958,8.367591855465255,5.919830501665084,6.20026257752721,0.0,7.077400635229945
1972-11-01,6.709781650317459,8.436388653144117,6.235147944513078,5.854744705041647,8.644654239382731,8.137308031170376,7.592588000118148,7.460011520232359,6.11195212667164,5.5076691793169115,3.1563022565939645,7.863906683700614
1972-12-01,6.061656935612467,8.308518300579243,5.664227129437867,5.206040123712885,8.357883954332461,7.45335181959771,6.854667600755499,3.2117690661812595,6.884757917100183,4.949380727592044,2.9837047166847515,8.083721218015341
1973-01-01,5.723243964989955,8.3169086251797,5.239153749094121,5.375952504973243,8.027859941803644,7.00048131694842,6.242895542067947,0.0,7.20694866053246,4.916879610421732,0.0,8.338029017556527
1973-02-01,6.136151630015453,8.286446869411755,4.208614886794173,4.2887416908762015,7.513868204432346,6.751381776108017,5.996513243836656,0.0,7.17360689957461,4.34530167337577,2.921910318772553,8.541757483244618
1973-03-01,5.497213613844225,8.293898938669626,4.076850564715348,3.9354601301519208,7.573077858543794,6.486594075221509,5.223580209192726,0.0,6.761632817966915,3.713696487573067,0.0,8.708656717648445
1973-04-01,4.903926454436674,8.535602880149131,3.968365488246448,4.038933336910452,7.699917289005751,6.269527629792615,5.394370457331835,0.0,5.458797239092294,4.555344751241894,0.0,9.016379642990222
1973-05-01,5.3320061493258475,8.70318460126621,2.780109814046676,3.832061479485356,8.139754921094086,6.845980116621044,5.979739903915371,0.0,4.299329402440903,3.9297068979392207,0.0,8.614458313423466
1973-06-01,6.713201995997524,8.604547981348091,2.845169992761603,3.4294585504692283,8.290893594538494,7.519245016220208,5.912992904226493,7.993402548668945,2.666285765123809,4.169472063379874,0.0,7.783435368125942
1973-07-01,7.493815567032028,8.57494065547026,2.312726153094502,4.122970310913741,8.317888823124136,7.655618445911807,5.728513802718016,8.422677311304087,2.5344284420962055,5.62275416876598,0.0,6.824614984430114
1973-08-01,8.152572641523827,8.263668477303847,0.0,4.679155612711394,8.261550721144506,7.56149244562428,6.313607067316184,8.350538180533524,2.238838876635967,6.348825031792597,0.0,6.801157695352933
1973-09-01,8.188003230564824,8.190712731238246,5.164773975206113,6.0433983402489595,8.315331468347084,8.034157882580958,7.128885157745984,8.464328147905409,0.0,6.717471665824572,0.0,7.457195184556557
1973-10-01,7.613676395342694,8.510051604338502,5.9790066544946345,6.324784374190592,8.401705471516124,8.226125820545212,7.777073337994785,8.530957810174135,2.8059373919702715,7.086554763893223,0.0,7.9177166542859485
1973-11-01,7.386759691605534,8.38143555004125,6.522725653133709,6.175640692203559,8.698209419016493,8.280237193481389,7.773085752723217,7.662112099336721,2.5845361115395433,6.337337179204317,1.7591859003716257,8.073600533815345
1973-12-01,6.514350128357493,8.455761703637737,6.081151670124511,5.844271024791267,8.408149231944622,7.742778620426365,7.247194579599155,5.520698700733265,4.15186209763377,6.063165450773635,3.522459063670651,8.303809138092168
1974-01-01,6.159998030766162,8.497395249112632,5.293557596772255,5.281928770226911,7.770596865770337,7.084336381042839,6.500616157511408,0.0,5.328191123153367,5.6956098066688075,2.6347227992056306,8.476563956641423
1974-02-01,5.978255819821394,8.491440178277799,5.056843490317945,4.645238790411539,7.396340487209192,6.479062820931425,5.982402138102926,0.0,7.2735647987627035,5.366499026044014,2.2035118003458267,8.826394925017215
1974-03-01,5.624398667069861,8.356873112484863,5.219123442181631,5.381119707886306,7.352796613803782,6.843278216614177,5.756306520281915,0.0,6.821580604024701,5.065660508605383,2.891764109921044,8.899818650373762
1974-04-01,5.586643720691471,8.241405005754098,4.839043479039723,4.974139829478655,7.388762490659558,6.690448194966188,4.9046684269122816,0.0,6.566900109215243,4.206406832988094,2.5223644182294467,8.93899741116443
1974-05-01,5.316970393167274,8.422625232532837,2.590783558080203,3.2844491956190005,7.975199260524283,7.128512980752842,5.555835375691123,0.0,6.254849557033181,4.231582225463362,0.0,8.703070495529381
1974-06-01,6.471911203161973,8.241901504512338,2.551714002827657,3.2011273990284597,7.849685510686195,7.909963913788783,5.751679410420975,4.067341936529717,5.0171379995978675,4.485545906544305,0.0,7.645961554634992
1974-07-01,7.622627026848152,8.291195311135693,0.0,1.652969787264986,8.237332716507382,7.646335624153541,5.5381692328572685,7.8002198059014916,3.4983665060383937,5.647495582937565,0.0,7.107925323528454
1974-08-01,8.299356361967277,8.148139652305433,0.0,4.59944139321664,8.255247113915727,7.665812188832526,5.860989801958671,8.199662482978745,2.3971599847603455,6.242685481834212,0.0,6.318083402903709
1974-09-01,8.205510126841256,8.14737589600714,5.154563303157291,5.521187617308337,8.158701815146243,7.864170996152292,6.853167260678188,8.393716656007859,2.6267554241172686,6.436580530629933,0.0,6.777503573882048
1974-10-01,7.801082427600427,8.261859403324522,5.410770480889273,6.428452956464498,8.489924592396605,7.94026964969366,7.409370066998457,8.559848983705411,2.90395155491783,6.814521276136002,0.0,6.894515776753953
1974-11-01,7.132580619210078,8.199083896090057,5.634744350056398,6.004513351358631,8.503971574111725,7.6869562982643505,7.436065175331496,7.339285450112743,1.8429546203044251,6.246666091999559,0.0,7.4612180623327315
1974-12-01,6.7485273697627814,8.240828093396352,6.063685974860783,6.115453758194622,8.450867660945406,7.928178804200381,7.048877034843722,5.414821122375947,2.268817978959874,6.123826334579286,2.051244420029824,7.593673961439497
1975-01-01,5.74714933708072,8.308590169600432,5.671545032187394,5.773372276635794,7.983884650242925,7.329866762785163,6.568041300310352,0.0,5.306802466687257,5.303546911275404,0.0,8.097050069237564
1975-02-01,5.714237507114794,8.276949067198489,4.959138819610281,5.443232695046571,7.483547762700128,6.673391394184358,5.931822171107291,0.0,6.612911571146064,5.28605148227112,0.0,8.469681448698807
1975-03-01,5.732889012903813,8.566827535500112,4.410703131538866,4.521593863341097,7.496656235695733,6.82812757096662,5.352221952902441,0.0,7.7178803294415825,4.4575148916692555,0.0,8.722016299170894
1975-04-01,5.622347094392537,8.645547269393544,4.64085140937278,4.3125098451194654,7.749422230080954,6.516658981567103,5.304728743281293,0.0,7.06897643765793,4.580722563654819,2.3258240792463103,8.933186505757632
1975-05-01,5.563245236537809,8.569979749191775,4.431898474479147,4.30371876958422,8.066815617310738,7.186329199565091,5.207611064054593,0.0,4.690640843469047,4.78606168881844,0.0,8.558821093682885
1975-06-01,6.510188703278037,8.375006969097548,3.1376525865298115,4.4394408637353475,8.048073451307028,7.738555826525296,5.512389282712234,4.911093057989047,3.243329188952175,5.142213211218354,0.0,7.784791636085897
1975-07-01,7.411399185389499,8.30158037690986,0.0,4.405775331970316,8.176172149120127,7.7341332086343515,5.4379410399380905,8.087073233115058,5.486098213048639,6.1890190619517575,0.0,7.063764380426444
1975-08-01,8.131888187668741,8.009983261127859,4.209886373733761,6.001630180743887,8.268549343730204,8.064534758220066,6.40707942372329,8.531729738355027,3.0183902068443773,6.919938672544779,0.0,6.480928864083333
1975-09-01,8.104285106153139,7.797530641291066,5.789354719514663,6.436407025755285,8.226429486055439,8.27504126771971,6.688501026128029,7.871751599426501,2.810345084603471,6.861856830507078,0.0,6.7101095594018325
1975-10-01,7.9090935865595435,8.061887466505446,5.695464383610264,6.243643240577278,8.53076105756541,8.302112144542116,7.568239334276277,8.16328577769094,2.8236640786256233,6.916209323034102,0.0,7.507470818604028
1975-11-01,7.746381889897864,8.317186407384005,5.967587640545582,6.229604056954407,8.513446466537232,8.147261319481489,7.461079188327273,7.102711975931194,2.880790543308592,6.356938725805433,0.0,8.251587289693141
1975-12-01,7.27200219123312,8.314890129445585,6.236186476322472,6.595623411230844,8.325637659748832,7.563907079986501,7.067732068521938,3.5522969181081914,3.644369148792699,6.093060329818952,0.0,7.797711234843343
1976-01-01,6.570505511122107,8.345099205970367,5.620876533828694,5.48923806485118,7.512291349587923,7.223418599178548,6.80791465753429,0.0,5.529946612688587,5.965927396015058,3.2794407533390686,8.205631268325064
1976-02-01,6.180017427159436,8.241307294716346,5.220770441498639,5.0753446086089165,7.015715213444464,6.655764304104217,6.086296274154484,0.0,6.999893641137136,5.2639976998787175,3.0341202840976043,8.583559987710506
1976-03-01,6.105141806695628,8.102782195772486,4.540637061562887,4.931555005740762,7.049707389821998,6.721761513531029,5.745932830306131,0.0,7.4246166120281405,5.15946341957717,2.782775137778639,8.435755881557416
1976-04-01,5.733427744758017,8.19758365480584,5.092881233856176,5.109663262279478,7.3086020126023215,6.488514119927858,5.858662310347096,0.0,7.7846911161974255,4.912104452705732,0.0,8.44082762668461
1976-05-01,6.224275232096132,8.156107649813862,3.4986637765341215,4.049122558668702,7.9727737070660885,7.085581163218177,5.147985716520297,0.0,7.04990916451669,4.268320304823455,0.0,7.889222430742685
1976-06-01,7.128267717906791,8.044037820569331,0.0,4.531023169028722,7.893723813851827,7.558047177281219,5.938553552359972,5.779418136930029,6.660177391596752,6.066353898679486,0.0,7.027244806988835
1976-07-01,7.904435353455698,7.662007910757209,3.6769216401205282,5.9918437528799595,8.133943073424978,8.150284513467255,6.143481912619298,8.09117655651052,5.574897394924201,7.003653613474867,0.0,5.983395298677323
1976-08-01,8.149406295726338,7.560000050696912,5.8319990170872,6.720525496366321,8.098170309934574,7.925640153085204,7.161889731216764,8.258320669017774,5.3137034777472945,6.928118288560765,0.0,5.930493924419731
1976-09-01,8.057467668085337,7.7551475643804055,7.124271317706904,7.112351551486897,8.228901310962854,7.968235339877661,7.71800035690042,8.347376767095238,5.725821969501553,6.383842244300138,0.0,6.3033511703038805
1976-10-01,7.699471859966353,8.109337377880388,6.353658531234584,6.023310840622515,8.524953913056045,7.911006664873384,7.857771115645756,8.32198272598664,4.509111934365534,5.489631583958364,1.936527504834944,6.426355948518515
1976-11-01,6.806208005056658,7.9475708539109515,5.369866954449286,5.372586644079381,8.576389245185188,8.128420960571296,7.650285712536608,7.777952724009429,4.912029607394282,5.812008609497612,0.0,7.118909125702428
1976-12-01,6.3484327723973575,7.991246019124869,5.185894696818258,5.604028663536601,8.286289919884906,7.83381648824809,7.419518050490591,4.222964176574007,5.887219104172312,5.747560583333546,2.9101016794003183,7.6904989131477635
1977-01-01,6.0959499941012085,8.045658842640362,4.578012726538416,4.707873398825284,7.732499742818468,6.822815180036868,6.372556876536036,0.0,6.2084836363000715,4.739414056974422,2.7767334653987614,7.77612268225343
1977-02-01,5.030324701230238,7.848903708144799,3.536539566848476,4.111608578568852,7.324295712235093,6.234309854379076,5.7438619923532706,0.0,7.82018205737768,4.121212344719002,0.0,8.282313941732319
1977-03-01,5.399809657652399,8.286772774759026,3.058946038769213,3.6242462072307666,7.53389917468705,6.721388539818569,5.4168549927453045,0.0,7.678929553955897,3.9544041870078948,0.0,8.407492160460693
1977-04-01,5.743607221713377,8.548705723931683,2.8846089687716883,3.5931959934482207,7.544990692255996,6.517825589116561,5.604694037532256,0.0,6.713322552014309,4.4251301199021995,0.0,8.59815522064781
1977-05-01,5.64793482664082,8.616088936588074,3.494130570040833,4.215150155200093,7.866622521057632,7.211391789470911,6.394732216121713,0.0,5.278719134353679,5.406589712101541,0.0,8.144099650996653
1977-06-01,6.332039443418321,8.602182447764415,3.2626457659978607,3.8946949021479313,7.954141005127256,7.9453551824744615,5.831109371829833,5.858109535141344,3.541549914264048,5.531566694115906,0.0,7.374384587119648
1977-07-01,7.599695635159062,8.087118554068393,2.794506983608151,3.691004994115597,7.929993083690421,7.851677218502926,5.358537806868341,8.365094495397361,2.9325400418950913,6.029767454160118,0.0,6.351792660831539
1977-08-01,8.10600754103524,7.8668128539784234,2.699970695660936,4.272170730588238,8.112752807123764,7.765183355266121,5.694400354535995,8.190024887212687,2.539539344755944,6.479483296256318,0.0,6.154148849428522
1977-09-01,8.096551910192812,7.946778167362381,5.063352781532405,5.465031589334311,8.389037622901697,8.202030817777048,6.764489633773721,8.36820932455396,2.5801132219664957,6.9877440970419356,0.0,6.974734203468975
1977-10-01,7.770945532977357,8.171296133969424,6.078128281543388,5.967763199468374,8.353066517088791,8.26074491936337,7.49059921289132,8.264540767815063,2.7903405812440956,6.487903735447865,0.0,7.113390224280639
1977-11-01,7.215470846798222,8.264153956970304,5.97890915961866,6.404603758955018,8.618863677551722,8.137992532768791,7.606502777647658,7.640699913234955,3.0287444297882367,6.45367948151389,0.0,7.339458762448246
1977-12-01,6.587868010565657,8.406716641018498,5.661358019495015,5.804761216337593,8.391034182946292,7.348290789017107,7.620231013151786,5.442235178300169,3.418161729247321,5.6132033240184676,0.0,7.502593937427255
1978-01-01,6.429370406361472,8.36253851395764,5.693106021629495,5.46702523978829,7.982586466138219,6.899307504286314,7.046701620403329,0.0,6.938493617911093,5.165623319601613,3.594682039485841,8.091004097221129
