,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1965-01-01,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,
1967-01-01,9.594379186838992,11.393838207141458,34.29098553077377,17.190773350368914,15.333034962265012,7.174792142074921,18.228524312101477,88.05975758429317,71.67607101434649,16.22909604506166,24.385147197351074,36.82449115658317
1967-02-01,8.963809087585743,11.499401703915044,35.648031849426225,16.67705450322928,14.765793745141956,6.758445175079171,16.654388176445476,32.05149906315075,97.15699608101443,14.614694674659175,61.984188349997595,38.39275145559057
1967-03-01,9.010572388217938,11.509411242020397,26.01687713092069,13.613671994850582,14.298913284040076,6.672957176654732,15.190640675837669,10.144637007928498,98.02654916201955,13.113657652465935,23.364560498814125,38.730625871879134
1967-04-01,8.863783195938,11.826033864993278,35.37636093896849,16.899792779880794,14.968137946738198,7.019192862595064,16.20922751128766,10.045140000478687,87.07679309266317,14.098219113603518,62.643527960390095,39.10993773566325
1967-05-01,9.191679570493513,11.725219153088656,24.705264720134164,14.037828787745728,15.06537592154349,7.267145737225496,15.719664064870559,0.0,47.7152182354498,13.115993683276677,0.0,36.68962535095303
1967-06-01,10.479283245553484,11.42545090305297,4.945136484269345,10.326409317648675,15.144294436978303,7.7622653201678204,16.02133227948632,80.6744248373693,49.702290989809285,15.850302931211074,0.0,31.408180956983816
1967-07-01,11.78917117503368,10.780664227931812,2.5926343174906865,10.03022952983662,15.372717897756685,7.948556674883011,15.94389566552138,142.8293849913618,35.67647687423398,17.767309339853607,26.982682482895076,24.75098216796544
1967-08-01,12.58219071419713,10.480181978882529,13.226842901252413,16.7139162473713,15.429818223007237,8.12227494999371,17.45767669485385,156.8835514221124,33.397087784742176,20.097191517991345,37.934983588399646,24.017179558196286
1967-09-01,12.644617909287831,10.667661821492203,35.77212898089623,20.60733193380243,15.649955328113446,8.404232978743952,19.76117041047098,163.9525831591927,30.874855556636344,20.910557203029633,42.858561489508176,27.197199641089846
