,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10
1965-01-01,,,,,,,,,,
1965-02-01,,,,,,,,,,
1965-03-01,,,,,,,,,,
1965-04-01,,,,,,,,,,
1965-05-01,,,,,,,,,,
1965-06-01,,,,,,,,,,
1965-07-01,,,,,,,,,,
1965-08-01,,,,,,,,,,
1965-09-01,,,,,,,,,,
1965-10-01,,,,,,,,,,
1965-11-01,,,,,,,,,,
1965-12-01,,,,,,,,,,
1966-01-01,,,,,,,,,,
1966-02-01,,,,,,,,,,
1966-03-01,,,,,,,,,,
1966-04-01,,,,,,,,,,
1966-05-01,,,,,,,,,,
1966-06-01,,,,,,,,,,
1966-07-01,,,,,,,,,,
1966-08-01,,,,,,,,,,
1966-09-01,,,,,,,,,,
1966-10-01,,,,,,,,,,
1966-11-01,,,,,,,,,,
1966-12-01,,,,,,,,,,
1967-01-01,8.677799993606627,7.217952785839019,7.416413713387439,2.9210113736551317,6.467657704044728,4.520363653740372,6.562571833346068,6.328200716142241,8.850116575289363,6.297365871568511
1967-02-01,8.786036064749531,7.095655039655795,7.413144925074911,4.360807791192542,6.516320711093964,4.722385821060931,6.4500261034864375,6.695863307426506,8.820187378707969,6.46102211316514
1967-03-01,8.771139451357014,8.632452404706504,8.607241206210357,3.005045914586647,7.513180292754467,3.0715867489084396,5.899055568641081,8.235289732690074,8.998195755932837,7.862742025852715
1967-04-01,8.95967979254184,9.132051193556494,9.281157390591112,0.0,7.894495508322025,1.986029199451844,6.017224966073018,8.898506183488019,9.28100459164872,8.327495795313936
1967-05-01,8.97173100056159,8.712744448265248,9.052069130323257,0.0,7.705858173556075,4.229717474032076,6.65347278597633,8.740982113460694,9.042224552049953,8.346400093227327
1967-06-01,8.732002277567286,6.913369103358878,8.211445330665391,5.851493516773756,7.194663622244032,6.807045674198892,7.958105188008274,8.045000425837447,8.602757424752998,8.423676728288468
1967-07-01,8.421386063535682,0.0,7.008624666414643,5.408316008951976,5.824986540826517,6.154300213507797,8.702267727120786,6.163811321033537,8.335975150736331,7.906522291926681
1967-08-01,7.993385215221205,2.0143737769334744,6.949279694170871,6.0910123747610925,0.0,6.92996112326625,9.403149579760129,0.0,8.1679929538088,6.778223535667923
1967-09-01,8.496617249594513,4.566278379862855,6.913229091772947,7.250445736760603,6.14899887574722,7.7440939968626,9.493042207073243,6.18147893061976,8.750768692992677,7.881524803992751
1967-10-01,8.477888950357386,8.037835089869176,8.200946793633713,5.896048502741299,8.426331019311178,7.144275676207539,9.709517083591328,8.53301747840225,8.857120709911326,8.756135851593662
1967-11-01,8.678701791710509,8.030985437497767,8.243084912227893,5.506066977203699,8.38090830080902,6.733249432628238,9.748655731356326,8.055611973486858,8.825734921706253,8.382092486064385
