,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1965-01-01,,,,,,,,,,,
1965-02-01,,,,,,,,,,,
1965-03-01,,,,,,,,,,,
1965-04-01,,,,,,,,,,,
1965-05-01,,,,,,,,,,,
1965-06-01,,,,,,,,,,,
1965-07-01,,,,,,,,,,,
1965-08-01,,,,,,,,,,,
1965-09-01,,,,,,,,,,,
1965-10-01,,,,,,,,,,,
1965-11-01,,,,,,,,,,,
1965-12-01,,,,,,,,,,,
1966-01-01,,,,,,,,,,,
1966-02-01,,,,,,,,,,,
1966-03-01,,,,,,,,,,,
1966-04-01,,,,,,,,,,,
1966-05-01,,,,,,,,,,,
1966-06-01,,,,,,,,,,,
1966-07-01,,,,,,,,,,,
1966-08-01,,,,,,,,,,,
1966-09-01,,,,,,,,,,,
1966-10-01,,,,,,,,,,,
1966-11-01,,,,,,,,,,,
1966-12-01,,,,,,,,,,,
1967-01-01,12.915098675407986,42.814190433238046,4.890736666606155,16.040831313246542,8.79705137966478,28.65013072825401,12.079542451515325,9.387481269857979,13.939686339269311,9.466687710327607,17.25044898950986
1967-02-01,14.165553543998772,56.704162139008126,5.216191006367658,18.774635145357582,8.826929629380656,29.89181304979927,13.32128240428121,9.460585292627973,14.68987605867331,9.216989875344451,15.745139016092073
1967-03-01,14.64991176047736,67.1321274479862,5.660404796939595,22.17927058054488,9.463841917576698,30.169407190719983,13.876118537922897,9.545148053402663,14.853885755477725,9.359589433297446,24.98481476592818
1967-04-01,15.092362319619129,72.34876497952182,6.266598090716741,23.5888966199184,10.23820792161908,30.413580511920173,14.917852506478367,9.660229134609962,14.467566953944377,9.576593514681658,21.48674533738609
1967-05-01,15.631525698419875,73.88147766209947,6.642587525182919,23.551699089078518,12.09207760624117,29.577309844890305,13.944119076175095,9.291069784089116,12.748185124506309,9.528134067654703,41.259131086667985
1967-06-01,13.698076484823911,64.52293946360041,6.297815232172998,20.73885460027786,11.652281347374954,26.873240775875153,12.924408462086033,8.628768900279564,11.79767546871817,9.137433388935012,37.54427089068728
1967-07-01,13.054056158435513,62.38626955320357,7.270535562851886,20.714702135410487,11.383977001586445,24.412224153992984,11.3754079994907,8.122998871288843,10.297857538636777,8.397382952280939,40.42785282124563
1967-08-01,11.502543804691747,55.4110878783476,6.842191406003275,20.141647308151203,9.405850286561396,22.50899241095468,10.919948048841562,7.947915677946481,10.283228167688208,8.213187715388441,36.34892141019981
1967-09-01,11.299390608353281,48.650010087613076,5.462322610139757,17.379160949719875,9.858592802285932,22.506917444827167,9.635081113988237,7.9479645181413385,9.057022128195824,8.312357861869014,25.30467928940389
1967-10-01,12.451242501235168,46.50725754716619,5.00190660074507,17.91803351749296,9.006802745021,23.71605406515597,9.885262294874703,8.533992855424763,10.063881083952923,8.78507647403962,11.172477331576605
