,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10
1967-12-01,4.9317247104107675,9.339088362712223,6.103542174459687,2.6280297203741445,4.0127677895312965,8.51387690568319,4.310032561776948,7.081178810618777,6.633332305471154,7.64015714048495
1968-01-01,5.157514149991019,9.175865456209293,5.958312259480383,3.0520778561876183,3.820806646117364,8.568294059403366,6.1053936037822325,7.6357509400352335,6.135759448062874,7.0774930036178665
1968-02-01,5.586447336633872,9.140857112251625,6.068105046535869,2.7814640836990154,3.977023003192476,8.770137819326381,8.168126604771127,8.04483037123049,5.733586402330455,6.562235554018892
1968-03-01,5.994221625908071,9.089472368147256,4.723666609762949,3.439489750724363,4.650563339829799,8.799731743777125,8.594470213972341,8.12419460843208,4.984191193662233,6.647386392689038
1968-04-01,6.490874698575646,9.415440958765167,4.204730005725461,2.731973152864939,5.507600915350927,9.132709911622149,8.620877887044026,8.380280658553067,4.792750004124877,7.123755888953695
1968-05-01,6.116816436838074,9.469156510123925,3.5657883253748417,1.7829717671169345,5.490328838799597,8.844718273154713,6.9855514220558685,7.927711030169619,5.100762034994684,7.478142777058553
1968-06-01,5.842439079051081,9.372721027519951,2.823814018010101,1.4564808409630663,5.546812013142034,8.276483028366208,5.882429547575604,7.231805243855899,5.5053896590164015,7.870256493041552
1968-07-01,5.430204780490405,9.1479490492068,2.8493035173234356,1.1246927370044137,5.384361082584909,7.5553962551645215,4.4012711660963495,6.575621749078089,6.584905691186031,8.038559299222904
1968-08-01,5.2652496022507975,8.975992388350408,5.821064695347138,0.9371030427175223,5.237915163804368,7.043998306845484,3.398625093547011,6.0995222038701336,7.445919898394247,8.138644873973481
1968-09-01,4.76686135723174,9.0697743543299,6.325310917395336,0.44589557914156835,4.519324573714981,7.196206278775789,3.088052710717253,5.877867858267678,7.715646858212434,8.296793108754388
1968-10-01,4.642919860564397,9.34952209361897,6.320030723077114,1.3759378237550004,4.377182439959423,7.793765055279837,3.5155667070186505,6.204963038421991,7.3910151352746185,8.418155539262518
1968-11-01,4.451268184939836,9.479688630584107,6.799912498381841,1.3988015562846297,4.067006163191639,8.37992075590911,4.033009400412669,6.658717937682923,7.007108418391942,8.23069746785672
1968-12-01,5.0455832367536555,9.458099434554143,5.9421885003400625,2.5309317180795863,4.033179167996933,8.766171169554433,5.1627462198698195,7.3528888840106195,6.4536890776904015,7.6384849525086205
1969-01-01,5.482054147224443,9.416331867386651,5.580617320066844,2.535882976128857,3.886974669142837,8.866122869108647,7.1429856516179155,7.819477146906779,6.102650713637712,7.152461170436274
1969-02-01,5.662816281518123,9.337473422336668,5.437021616559511,3.5301590139697603,4.361662628466096,8.962342656737965,8.071198594351479,8.120208893803444,5.604723233864796,6.757425494880374
1969-03-01,6.036999030264667,9.293539024839589,4.723841630023678,2.621140943778149,4.73745775140707,9.106863623300413,9.195393861259452,8.237366842122995,5.1703118409646,6.580129002085527
1969-04-01,6.177778961700309,9.438224120443548,3.902071481534783,2.4628823145650793,5.115977662905779,9.221496178621399,9.080093033616658,8.162669301174569,4.681433323460438,6.90384579277935
1969-05-01,5.960143199391963,9.461308566672336,3.131258509266431,1.3604313704286166,5.214056863939097,8.823058964565272,7.909583884525211,7.590132242387492,4.434327288748076,7.153626606163513
1969-06-01,5.767214522624537,9.327468213900573,2.384447511809926,1.8513458994074268,5.485331735209528,8.125850222383507,6.205388748223277,6.971268385535802,5.1232440376719195,7.562254942397781
1969-07-01,5.374708914093988,9.154040770143649,3.017029744943508,0.4710406608082423,5.199847107807481,7.393035648320798,4.1898392187935425,6.145498061702117,6.572788980434168,8.002673440678297
1969-08-01,4.9481197215164485,9.047248004460434,5.152559928085012,,4.983391351756365,6.982774953925503,3.451827885271355,5.651558588225491,7.360702184073121,8.185577862321752
1969-09-01,4.641504113467059,9.18079026404287,6.1011189287070495,0.49937335328229326,4.377231537866666,7.1700148601911255,2.8419194813634814,5.603386572712714,7.719544564652496,8.367905946420294
1969-10-01,4.665471451318284,9.292173061249065,6.120383822686716,1.275188129314793,4.157335989480719,7.734935820445919,3.280739798931502,6.0723965763091865,7.387562287388492,8.353629246747735
1969-11-01,4.357448064227176,9.375482543579436,6.259947729283518,1.659482366212848,3.8132117850511182,8.236820258382618,4.009737204595427,6.3195381627191605,6.837585849203667,8.12161572312496
1969-12-01,4.913896859873676,9.332298324779742,5.96613331856644,2.2837837637634864,3.970780821878624,8.623550144981612,5.025049437194062,7.21114302495684,6.274387333968554,7.459560734533273
1970-01-01,5.323873714327511,9.313208129154264,5.680869530070293,2.5316042819805773,3.967570707986766,8.827420044766528,6.8728157313665275,7.760159290300244,5.95019891212242,6.95540293946992
1970-02-01,5.558312973449389,9.072148322235668,5.400180995211984,2.725244464160953,4.171739126612258,8.837584236649155,7.992388877205461,7.9858268658891935,5.252309517358138,6.346282624391571
1970-03-01,6.120084533800626,9.24890555463421,4.856289921259683,2.818325642386016,4.947253708247692,9.004015469977002,8.69898691112865,8.129534155372937,5.044882685355857,6.549774395612842
1970-04-01,6.183023367335864,9.35972179835108,3.7412133478302483,2.321296053474159,5.068517057060034,9.079864226625583,8.43782332845233,8.068957074909473,4.479779550819584,6.865424316487173
1970-05-01,6.082822954743579,9.359263734988112,2.6928423905975816,1.6926464475333267,5.478927112553637,8.712110556659441,6.69055697695602,7.678830869624948,4.682854566494745,7.36304388201569
1970-06-01,5.497993982238866,9.20056562307748,2.550140759621331,1.228506267327643,5.443115862064385,7.928414940913608,4.188793028331729,6.671747930842263,5.3792686997257775,7.654026980064184
1970-07-01,5.350263509683621,9.100725115955122,2.9137315370212105,0.8335851225206414,5.3072500441628065,7.40658144372585,3.196632126410016,6.163691623157018,6.5546566475987,7.876811818781595
1970-08-01,4.9967225767842,8.998933237158818,5.836276247059049,0.6435475205715292,4.806471558574735,6.9933916455462635,2.344739939383667,5.780981825775467,7.395198146067984,8.040408456740426
1970-09-01,4.5893600302869295,9.052265317766997,6.193974145717057,0.3937676353903371,4.62519445568603,7.185679337604598,2.4270766914177693,5.692992022067644,7.760573440000623,8.234410435466021
1970-10-01,4.326764584281714,9.273540883764936,6.4030260885048715,0.9884238177361498,4.022495711044988,7.5752711985387124,2.8542014565226115,5.7761659306273225,7.551258309026164,8.359767742286426
1970-11-01,4.495360564155158,9.402103045719853,6.403192298688221,1.3401661242001557,3.955759474146836,8.249101237019797,3.3031849758783265,6.500766778229385,6.940746711504188,8.089760692798183
1970-12-01,4.499400266457286,9.279749780500984,6.17972867303437,2.611501769485503,3.879990622507014,8.473501804254925,3.5945211107719417,6.928592603013685,6.567824444721427,7.57352480949937
1971-01-01,5.23353924365972,9.27471770894759,5.332933336909721,2.072020618179652,4.063832398080727,8.722523525242512,5.852553915357701,7.6646774053139195,5.956268814262141,6.987613690294956
1971-02-01,5.763723922686851,9.177491934222092,5.368655075614223,2.765338850213847,4.451647915113922,8.79817056154488,7.846172247159687,8.076113882689647,5.621711502299688,6.689171301587511
1971-03-01,6.112151652392323,9.182649887405606,4.571200114412671,2.22688823878652,4.968682876228394,9.021465012943061,8.853149115014634,8.295929425683658,4.955308219381635,6.559125234131616
1971-04-01,6.371114604827534,9.377570285902797,3.8839669295512214,2.6379104065225376,5.360703061818087,9.156843623359237,9.158165771678117,8.323983235705862,4.597379311126349,7.011009174140708
1971-05-01,6.12949882980026,9.384674727736588,3.369066890308678,1.734836811252355,5.430886826136319,8.911126355498451,7.5150858006441235,7.855564149836474,4.892867588228666,7.355433056027527
1971-06-01,5.635718757636795,9.286714483588648,2.298151291520913,1.851471221602931,5.44547781501809,8.187035567481768,6.107531526876232,6.962619255972491,5.612611358321992,7.735494965368701
1971-07-01,5.30489309223724,9.147669046933064,3.4761630218375803,0.5453435966962596,5.303710530311357,7.565121435592359,4.20320951012473,6.363698604441303,6.971742631946597,8.015440244337073
1971-08-01,5.0571980918001085,9.002935859284753,5.633247153914894,0.8409249374414703,5.092509032037114,7.254258982777674,3.380541479059468,5.965218547933795,7.553819760440838,8.13708850217628
1971-09-01,4.528611536979502,9.032505721239879,6.204634007248608,0.8078387009309921,4.533417667651773,7.3594632795665795,2.6754851648752274,5.880465516655777,7.676531534592213,8.2064260146403
1971-10-01,4.469311670074163,9.225647695106817,6.342946932154841,1.1319419306424645,4.186614604592777,7.732973805177799,3.1738757482634754,6.186397526442468,7.515988004804836,8.321173753583713
1971-11-01,4.710190391678257,9.427302874093634,6.400455084601285,1.5963360923684,4.016477193342842,8.358273872711477,3.7956769305501323,6.784104725551078,7.019853951533485,8.138039373231095
1971-12-01,4.774509168652794,9.32821528636179,5.931421449174101,2.759654577008745,3.8126017330854407,8.528066953726105,3.8027994775202423,7.092184973597493,6.437187906672654,7.609882260276193
1972-01-01,5.723215774451842,9.338512963600854,5.509055105632659,2.5053068163560948,4.404713121475204,8.7957287853455,7.176056418773004,7.857412642264321,5.924651766307413,7.139276156581139
1972-02-01,5.978510788161401,9.233843741895056,5.0379562117003385,3.071267121233761,4.461095187310414,8.90528233999493,8.81441750308262,8.141483220977458,5.476487782759547,6.8195995227553965
1972-03-01,6.07939694727155,9.211666347304712,4.6408780288525024,2.84946729213332,4.751961375584804,9.033448880433703,9.516950789401376,8.379756638899945,5.13779266343752,6.663623805572143
1972-04-01,6.483997230950063,9.400169251843618,3.861830203579141,2.6328596586427913,5.398961412787824,9.160044782693458,9.460749708357273,8.364009975934062,4.813343005003941,7.032649256812793
1972-05-01,6.167726998463584,9.341942821528633,3.280167844569959,1.919845267059535,5.45872916843654,8.74752066050264,8.280929148947537,7.726210983042091,4.769261016314063,7.283243437398617
1972-06-01,5.952280749280583,9.221397243593213,2.958553609520565,1.577382508552302,5.4329356496405,8.190673302298807,7.097605698901331,7.182101027883695,5.766339557081929,7.617743871628598
1972-07-01,5.546099050990526,8.999912397970261,3.346323136722199,,5.064851806989538,7.436553462401641,5.556685538662039,6.518970495484587,6.782293967665585,7.788550966963622
1972-08-01,5.197348951098069,9.001841951826576,5.360470839401535,0.4473961242416891,5.1570958246502245,7.1939537990200275,5.019087977207682,6.076151237992118,7.38563197987351,8.05121941132142
1972-09-01,4.485595950431969,9.044092484579146,6.5692196387386215,1.3020889000904154,4.249746762757582,7.190054984809693,4.2321361929190315,5.744103201239012,7.6730334876940525,8.266546121693032
1972-10-01,4.508371190803798,9.336049405682651,6.5639465153455685,1.5981392415893847,3.9198112800284095,7.794228313046424,4.374302439110765,6.095285944108098,7.210016059438341,8.337543793037565
1972-11-01,4.577716818940774,9.409143664099144,6.108723342055961,2.378511462084362,3.7123594060251963,8.357839628136938,5.169187628590089,6.560585198320741,6.717951324800201,8.043156169908082
1972-12-01,4.834235911548328,9.355252087030046,5.786778483991576,2.6143346788716566,3.7778571795261358,8.722041465422075,7.0898481394252055,7.180086219923479,6.101484194003565,7.273093788218111
1973-01-01,5.1647110930207,9.188455147862701,5.329469959679997,3.1657764593917563,3.9163200463959953,8.78136287101392,8.08287409817203,7.661820491223592,5.547570253766812,6.5605246836637665
1973-02-01,5.685703247902146,9.1050423033351,5.299717925008768,3.469716103717342,4.248136221126103,8.918280420790744,8.726596173361957,8.086013985100589,5.21965810796689,6.313463411399266
1973-03-01,5.806176836797539,9.152595568865781,4.180082954657928,3.10079712750541,4.866036883074886,9.01009718143677,8.97492607065616,8.129998314626704,4.762037305114636,6.340783527941037
1973-04-01,5.97462983937137,9.305340282769897,3.461920278691359,2.0084635290381683,5.151090824118153,9.105580592860743,8.16901128136877,8.060897707181958,4.548594252491759,6.679465928192028
1973-05-01,5.935555088551987,9.366871224403717,2.7989135638203786,1.4990379804028249,5.411031279811536,8.811146155669674,7.272862180572238,7.623008660681862,4.436538833889959,7.253942338899645
1973-06-01,5.3717653281270366,9.179542163180512,2.629657938001275,0.7999546694419204,5.311444677354963,8.099738556538352,5.182121366251974,6.82838010261855,5.192596361463246,7.554261554949747
1973-07-01,5.310341285262747,9.081365922132962,3.288013518742803,0.8181863225589205,5.334890016861357,7.53203225864432,3.8202318651378997,6.215560643758648,6.698796431004496,7.893326495788847
1973-08-01,4.973875159316519,8.973621721539935,5.281135550759062,0.6997499716787016,5.0205356170985995,7.088488955734956,2.6892649720226043,5.98195577887561,7.422561713381996,8.080387674923129
1973-09-01,4.6592110688982915,9.051696391832692,5.995442695879867,0.9100578009355714,4.530372103401542,7.253525572258464,2.5321618295187904,5.91761200020298,7.6900170915523125,8.252479362668058
1973-10-01,4.3570616808141205,9.208537161671414,5.87724032257587,0.949902598582297,4.0360613546458906,7.731403927302418,3.4016789891234906,6.013748399004325,7.5842636058598725,8.33055247768902
1973-11-01,4.305767011106899,9.279332236235602,6.169347323910498,1.6586503937499522,4.032705348338027,8.23653830006156,3.567938999212965,6.479351475356942,7.0041205079430595,8.092094006170825
1973-12-01,4.753401833258204,9.235576986216996,5.7012165902310015,2.1649864001898536,3.924545133306071,8.561981479484611,4.790977422488162,7.2094737490021075,6.223011551743604,7.574693688540353
1974-01-01,4.934391677370628,9.128819653462344,5.483593577498936,2.7599826829098273,4.019875210288565,8.673928732848244,6.529078469804209,7.648476073425779,5.9561205184934,6.962222176148983
1974-02-01,5.687021930895733,9.09518173222942,4.945273851005887,3.0363875396358915,4.439351976282856,8.78825673195616,8.42474605062433,8.061908074457397,5.379988400443578,6.730109789474681
1974-03-01,6.042066596447829,9.172153576886654,4.800602148990808,2.963421655364497,4.99276736495513,8.988934269532885,9.424032668887648,8.297995666197322,5.066326552716152,6.692150079211615
1974-04-01,6.513689796228905,9.242717913325048,3.837241242757339,2.6832463464923637,5.561913992190808,9.104991276939678,9.42341851742364,8.40179617405019,4.53599960116742,6.9777023477494975
1974-05-01,6.32642784599897,9.32188160183589,2.928877665724974,2.2060221722789963,5.836081349426837,8.850047874995099,8.459033044109455,8.005796773480457,4.379579134622917,7.332146997853633
1974-06-01,5.738920513228332,9.21258532299341,2.5494435413823977,1.4905332625637504,5.418253990007767,8.231298776786396,6.834424635128973,7.139322033935838,5.253908047047757,7.690487881475014
1974-07-01,5.575653565465469,9.07781905501966,2.7060814382538205,0.823435726506202,5.405056793806177,7.682087027669178,5.0816668430598595,6.685470054010886,6.54199440227072,7.923898161059439
1974-08-01,5.216012192838841,8.991521139872399,5.031029356404514,0.7621375965987045,5.1867943870215525,7.021823443779615,3.582466440974711,6.11596207507938,7.371460120842499,8.066045190681221
1974-09-01,4.821201220374365,9.070561383906954,6.271647567850508,0.907709954282289,4.8583027312681795,7.35199055178732,3.1755344704158777,5.998057065473873,7.777928633670725,8.283576221723843
1974-10-01,4.480349049814249,9.169033971913091,6.253258514238253,1.2449285164264545,4.154972001788425,7.719525159172142,3.0138483518969093,6.1819608121796765,7.468299476095887,8.272246573714282
1974-11-01,4.679675987273314,9.288900176705633,5.965131498780953,1.3967986520874573,3.6778875595829015,8.280157151220234,3.7641527968738013,6.752792262603832,6.908590112790526,8.038796765670856
1974-12-01,4.97231323291367,9.264680563251117,5.927997059718228,2.49702663714638,3.973570063308511,8.601241849622035,3.9997848415046677,7.283057959857594,6.326380052462936,7.509586476064709
1975-01-01,5.484376555681447,9.126598040349458,5.3990642598520635,1.969400952745422,4.223802523656171,8.736574389110185,6.328409408986414,7.748566655554354,5.795320037965186,6.910332592301496
1975-02-01,5.71138407693901,9.1484506307335,5.151242350344208,2.9017958417549767,4.2461744204357,8.905958195337844,8.012526103142655,8.11174160349279,5.620064204111609,6.735386702434957
1975-03-01,6.1886958890931725,9.145874453123183,4.353617280263042,3.0534980104024,4.901298555142089,9.007345162678778,9.192971923558702,8.366022094842556,4.988184972942691,6.732795397070683
1975-04-01,6.194344498192359,9.20308454821862,3.7813899965879143,3.22877904476956,5.214879386763358,9.06040749611554,9.024247307386272,8.20793295804601,4.656505794575296,6.869396339418395
1975-05-01,6.109152573824706,9.22773849662938,3.339890155425478,1.9878685853990627,5.619243269198766,8.756280810968994,7.23038729194404,7.68456759153881,4.620502620342106,7.231227986752331
1975-06-01,5.6976504485367006,9.137069963920746,2.9420862140789747,1.0937938611875213,5.529089087528766,8.179234225160117,5.512375437301824,6.979942746059455,5.340283705419878,7.640646407164216
1975-07-01,5.444379397061157,9.04212832954987,2.861732308993235,1.4396328493144985,5.344700446686,7.69204761934697,4.8304974626499675,6.497273779881078,6.686372473315244,7.936199475461496
1975-08-01,4.739428472068183,8.852895191139318,5.783925024658766,0.9762515720896789,4.9480861442560755,6.983107686259096,3.5235913806012573,5.76676615461328,7.536529253014731,8.044432656522734
1975-09-01,4.644244354683288,8.915891780169398,6.451303316701901,1.0517870085792065,4.671423126362889,7.122743919638216,2.8507143784391116,5.699284244881614,7.632484242837201,8.22307168130404
1975-10-01,4.557739236480905,9.095302600983892,5.968336457833117,1.26058651123966,4.240292078626676,7.597257638519197,3.034477201380266,6.0027322127288025,7.562469138326409,8.237048182086038
1975-11-01,4.347273906916468,9.161947975335604,5.726342624765368,1.4620034010760095,3.789573617432635,8.109346796995856,3.704415301546748,6.438991779024158,6.9637166073513646,8.056552035085977
1975-12-01,4.457101468310121,9.156081884605804,6.0017913582786235,1.63748042924322,3.557571029487014,8.400934039454134,4.060518745933286,7.029470299288504,6.538512072716355,7.591991656657253
1976-01-01,5.0108536576401015,8.963372884405915,5.6090619753902855,2.0531244722533577,3.7987709672535264,8.563650239960813,6.130783390310464,7.606146647424928,5.920440254781861,6.924050006342762
1976-02-01,5.777392331427964,8.975546549486479,5.072293969698359,3.350922224761792,4.296189286242981,8.762483172410946,8.348948737599603,8.102148598884122,5.506259772332895,6.590962503130196
1976-03-01,6.014505378194172,9.042673851649889,4.641452609844411,3.2770930789186443,4.727862482294509,8.88183408860037,9.146350386375332,8.156465102448339,5.211699284741041,6.5841634161840865
1976-04-01,6.218803234620377,9.257827065283395,4.126824445558396,2.8358812605661914,5.260310331620235,9.019979051902009,8.896001114805005,8.202326103596244,4.890256603549221,6.871707769667734
1976-05-01,6.14969323071504,9.221008749769691,3.2275402835589526,1.6265643537650933,5.477543764106197,8.720980367977434,8.120316576635984,7.685988781154925,4.639313769758818,7.203109961626849
1976-06-01,5.923650270593904,9.117570703656114,2.536683003144855,1.4576347335239488,5.4490568812368005,8.160933861849207,7.250587387853937,7.213465993352253,5.580568121236145,7.646640304786859
1976-07-01,5.5178409048566515,8.874241732849702,3.731986881144526,1.0947758854362029,5.129715358868694,7.378270739242192,5.680609259708126,6.485402473433155,6.811127797169531,7.842465340816463
1976-08-01,5.193870666107099,8.841061095555647,5.573182414681255,,4.937768851597332,7.067658744806491,4.3490604899359555,6.15534583271198,7.498285725016531,8.043405250622143
1976-09-01,4.937089091390551,8.892540200096201,6.272312481332076,1.463250907670468,4.6965102874004545,7.067620219155366,3.9569882192285966,5.893001317909536,7.631272813608928,8.234773614428056
1976-10-01,4.8596114964513895,9.178126773508799,6.319896978302084,1.8044253719755226,4.646177768954569,7.668908257104277,3.7780628340489195,6.224650701684148,7.387345209949468,8.312912371412853
1976-11-01,4.602884770022174,9.317826440786448,5.931432437381716,1.6259315259456366,4.066746747124612,8.290411194811986,4.109243389669866,6.638351005396294,6.84871310659349,8.009660261068774
1976-12-01,4.658601558619239,9.264313130038822,6.0272663647057545,2.5570084294450592,3.82022291319506,8.572768539811626,4.924372843398104,7.161334415586572,6.278408801536818,7.431435667321207
1977-01-01,5.053843030536381,9.184578727243373,5.946689175908082,3.3562972811458107,3.885658675149064,8.769942434714547,6.935165780848191,7.671321151130485,5.834629241194219,6.682862739291845
1977-02-01,5.431655915532984,8.995132717835736,4.932176430606545,3.0228621598801313,4.226654444266053,8.726717999657309,8.729659208810638,7.989444491805473,5.020669706312323,6.246866748635516
1977-03-01,5.841377317723022,9.078133984853768,3.9061915604519224,3.365143352048777,4.588439765709166,8.881482057396468,9.344814230092181,8.101748272062215,4.690103599466097,6.406278409871178
1977-04-01,6.172534917358308,9.254729441444814,3.676947626229181,2.2840229966423675,5.187135842518757,8.924888195268403,8.58243532128143,7.997571021713591,4.673819627291241,6.922175715992628
1977-05-01,6.089627055724715,9.283040499992932,3.480001711460361,2.5075309480129553,5.324717444956738,8.67128683468768,7.470119380671291,7.673862146603237,5.009468882124129,7.346901557240179
1977-06-01,5.707240297127662,9.168408703488334,2.646860647423424,1.4286430775845704,5.270297307690046,7.985902560911926,5.7863805378818425,6.966167831264301,5.121493834272565,7.684012815679987
1977-07-01,5.23803382044326,8.901330329057688,3.3428658047927233,1.4651803664190397,5.170190395283169,7.157494834728275,4.238717913678788,6.107519581335109,6.687828291690252,7.860279231792154
1977-08-01,4.836306895849729,8.808473545491655,4.844367321477769,0.41650089979158017,4.936620030903854,6.841065969643784,3.094445584464402,5.658302789227907,7.061722119598773,7.983014614844545
1977-09-01,4.79115470795076,8.960396288465853,6.23617807239887,1.0515462321061912,4.847629114780006,6.916460581297806,3.055191623597007,5.739645559729412,7.669248029059548,8.23312302256613
1977-10-01,4.493842446746677,9.179392450366374,6.225479805228456,1.3622780163386345,4.1466379885438505,7.464500180697732,3.2515019238168827,5.970048258961326,7.232046729102409,8.286836883450109
1977-11-01,4.501993594705347,9.289267207080988,6.067667198745605,1.2236745348251756,3.934516683473178,8.146546586331825,3.9618573789747553,6.505587313938967,6.772793579433973,8.006668209530408
1977-12-01,4.719551864984166,9.254549886728103,6.056033869355022,1.8676856872419798,3.7559551369931126,8.451582550099094,4.378483460146821,6.975778218966176,6.319248529738767,7.332452286057439
1978-01-01,4.9538861514068,9.13983675128709,5.806319338509161,3.290710109914242,3.7463159723346373,8.659329127015324,6.459963626310705,7.497565986718463,5.750464994689925,6.763770113803372
1978-02-01,5.733704280578903,8.964149107904603,5.30483664110934,3.31145519615557,4.30985680477284,8.686759465962338,7.811632247405944,7.868815521661593,5.297250924494172,6.287947838851052
1978-03-01,5.918521374358578,9.064931743968561,4.435999127788375,2.8918199745145543,4.671703809558163,8.867101307883642,8.492526476546795,8.061043294211261,4.896891405961674,6.495070025584401
1978-04-01,6.163232465352724,9.278655371064877,3.814532552825143,3.0038777772862466,4.86146604954582,8.952081343508468,7.946531703109585,8.066743326314583,4.469625755778639,6.8004488683648585
1978-05-01,5.955210862046961,9.155645685691587,3.2006851152864955,1.8872023477211184,5.187402770212418,8.485752461383269,6.234710349582521,7.445367462834149,4.376193528486203,7.216257340450184
1978-06-01,5.704714173969959,9.13553006864821,2.3911025551523606,1.2171093396899186,5.238405833234827,7.9603613782842695,5.177348312440823,6.795769652970222,5.346756731380466,7.606141572151667
1978-07-01,5.3424739424542125,8.997764753407662,3.840948790424405,0.9273409732079172,5.260161171476213,7.404535486286039,4.568755972786182,6.289083634076787,6.551458800585943,7.867908209330456
1978-08-01,4.91259090990998,8.834266576220434,5.525627585255235,1.0989768004599554,4.905797205249595,6.860719531327102,3.0804737702585663,5.800176336704869,7.437739044949272,7.989590350025119
1978-09-01,4.762056910801023,8.958939243649779,6.553106094488615,1.3895536099182968,4.722847685847215,7.061327432896991,3.009685900481405,5.627709178732685,7.733780680472618,8.22159603198534
1978-10-01,4.440021386673361,9.101586912641784,6.353769896549831,1.1444187863532311,4.286856188116526,7.412957988890981,3.342437679437119,5.693096187617217,7.358290266949468,8.279855313378116
1978-11-01,4.513098047719239,9.229114216098793,6.259599968714617,2.1519171114659676,3.9084587710437617,8.022548207094815,3.624961448409319,6.353622986717604,6.736407063476638,7.9153758347879775
1978-12-01,4.954032373115148,9.202333106539871,5.9033767643617105,2.79718101457696,4.197852280763136,8.351396559012597,4.526898584188844,6.990239771957114,6.105448017525276,7.422563304593401
1979-01-01,5.344074944588231,9.103734497538625,5.903683276377677,3.029952340512417,3.7240375513666497,8.626225162714743,6.187353172932316,7.51824687936841,5.856795931937109,6.8083864390464575
1979-02-01,5.700561487335987,9.116106220472147,4.673188757609826,3.156195122188337,4.441237311366731,8.696464576307923,7.564200504217724,7.921115477790587,5.294002839464255,6.5216671297388675
1979-03-01,6.011605754073506,9.195212965796058,4.899424018359836,3.125207050435294,4.760192661235725,8.933840676696859,8.595221893129803,8.271901797513873,4.990809130998958,6.515564881385618
1979-04-01,6.199974808898009,9.30069726513613,3.792179902624187,2.3940907402533154,5.513134831369226,9.006738833502393,8.78447962230185,8.081070959932148,4.664481472075817,6.804664498338815
1979-05-01,5.960473031850985,9.250679016622016,3.1509783221044767,1.6780909369080026,5.528534590074513,8.614460101416606,7.169536071542736,7.530019384216013,4.4875074241533754,7.12055338105449
1979-06-01,5.6120582301872135,9.121560018865233,2.5285534298893655,1.5950747760549613,5.184622669430291,7.780785734094303,5.405816232214372,6.64377166291267,5.722847236270056,7.642735620952893
1979-07-01,5.330099155416714,8.951600666830492,2.5647510800234254,0.828851250654783,5.212917642289777,7.0880126004909565,4.121438339684897,6.10556972990636,6.327117163655832,7.80969436830059
