,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1965-01-01,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,
1967-01-01,7.02109118645843,8.564058307370635,5.886600111823871,7.0548951748799205,8.330184800802474,7.7806549852732125,6.332755512203786,5.821033292182738,8.869683290699312,4.520419312974629,6.096527685976883,5.189357297721373
1967-02-01,6.6914007149455035,8.215009185738534,5.7693490627229025,6.188682642887821,8.50978951272698,6.714424454522628,6.341964558369795,4.935390113600431,9.107318323916058,6.630508593530121,5.833617323704621,5.472208153942225
1967-03-01,7.065381332427527,8.197135438586146,5.539233726476982,5.077511765998574,8.557593782585835,5.599796789836634,6.561005996241808,4.54569552803209,8.839094593926196,7.5522759877077315,5.549872782856478,4.214275823919631
1967-04-01,7.2377321802577175,8.375759383563183,6.299771699291698,5.616858045514983,8.608109398495918,5.815615273063336,5.947670284272802,4.8176131510525,8.977321550944373,6.63315168790472,5.606682938962574,5.684781799743414
1967-05-01,7.443038324584937,8.584198798521438,5.866541166976281,5.625880966401408,8.378898692712728,5.976534914958901,5.962381365796991,5.255878271359474,8.545460301771623,5.097510132290954,5.031541983922192,4.709038982440619
1967-06-01,7.864707128183312,8.577183973338398,5.6473648392921705,6.012745504416931,7.884888228200724,8.018315493282868,6.505740547055519,6.287933113514252,8.036530918370923,3.2058162490210176,4.076127896512409,1.8485226140997166
1967-07-01,7.946276928210834,8.574468004238984,5.746878937534483,6.383619350107425,7.400208025420416,7.951878345434022,7.617315201930964,6.90684985076245,6.59909873247212,2.3553237443019057,2.388569955122195,0.0
1967-08-01,8.1420945546309,8.488596909324828,6.649747514552232,7.052520376170832,7.729766432278898,7.795940250406869,8.168605207946866,7.528407588219192,6.049239798922764,2.1265003738763135,4.638512969499117,4.964479959828341
1967-09-01,8.480973110252988,8.606831933711465,7.4133438297622805,7.911512706499304,7.395825097972303,8.130597963213349,8.25705044737328,7.876310199345398,7.048175406474523,2.1890430632126137,6.314902969902719,6.384561180218777
