,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1965-01-01,,,,,,,,,,,
1965-02-01,,,,,,,,,,,
1965-03-01,,,,,,,,,,,
1965-04-01,,,,,,,,,,,
1965-05-01,,,,,,,,,,,
1965-06-01,,,,,,,,,,,
1965-07-01,,,,,,,,,,,
1965-08-01,,,,,,,,,,,
1965-09-01,,,,,,,,,,,
1965-10-01,,,,,,,,,,,
1965-11-01,,,,,,,,,,,
1965-12-01,,,,,,,,,,,
1966-01-01,,,,,,,,,,,
1966-02-01,,,,,,,,,,,
1966-03-01,,,,,,,,,,,
1966-04-01,,,,,,,,,,,
1966-05-01,,,,,,,,,,,
1966-06-01,,,,,,,,,,,
1966-07-01,,,,,,,,,,,
1966-08-01,,,,,,,,,,,
1966-09-01,,,,,,,,,,,
1966-10-01,,,,,,,,,,,
1966-11-01,,,,,,,,,,,
1966-12-01,,,,,,,,,,,
1967-01-01,16.381520757928367,21.191926597838364,21.103291071669283,15.780406613642722,17.013561611028816,10.603486253147384,54.2099041492571,15.54800046704156,80.56528941373342,37.835198054394276,24.2356065359731
1967-02-01,16.110645523555615,20.556949090807418,21.138735589659497,15.741405798805507,17.243210426898454,10.322057629735,55.700932321621465,15.108815451154971,74.49949956092786,36.53266262942033,23.6907889983709
1967-03-01,15.88894157307155,16.914436874334804,20.240702227658243,14.876549571415794,15.204159588638282,10.422884927711879,45.28123584385969,14.500048871897716,58.07864867389144,30.315920501374084,23.09182637027669
1967-04-01,15.980413801668645,13.158514961251548,21.40634555829694,17.172912167778264,12.907979216284392,10.793707380139951,39.59368668186449,15.375705275239431,38.51888147476006,26.46944200381878,29.735353173359634
1967-05-01,16.094871365165545,14.37663236633487,20.531425401885894,19.099834639750593,10.380560067775352,10.969972315454019,35.239902318984676,15.94416760591615,14.948556724688085,18.64738550653976,35.24266720443694
1967-06-01,16.320799821613527,14.692702595250942,25.694382423105793,19.84289771367598,9.452503057432361,10.881017288910028,24.959208550159083,17.190852300626016,46.174961487747936,10.146489527710706,35.93686908554543
1967-07-01,16.66927115528129,21.956417344329214,31.39958002674252,22.622044080641388,19.448642389603425,10.770360045893408,31.98263333018785,17.53977165091078,21.5495896025817,10.517981535768095,36.27259759789808
1967-08-01,16.826215486357263,27.6719426978013,30.894274979672563,22.829872677041166,21.890166759020417,10.726495361417403,56.37092435258784,17.41209496463976,79.74613909563949,25.483194719142066,35.71130316478127
1967-09-01,16.81489709828606,26.9610436524264,31.963408192123573,22.607428266945067,22.808616336420485,10.818004271023975,57.810718179444464,17.48690551331695,75.92143589430503,30.015337544601692,36.79302688259578
1967-10-01,16.882738606596813,23.1298273986705,32.47708057467741,21.806216108104174,21.140450471449565,10.77178208763006,50.9319877924098,17.856313346226134,77.88045343151222,29.86506382745837,35.295328829878294
