,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1967-11-01,8.87727416659807,6.651942466246235,7.115290458741123,6.723940846334566,6.991684626894696,9.014365378675315,5.726954684599268,8.725288104169888,6.00156226840002,6.473396638612886,7.733643533216628
1967-12-01,8.853719760637654,7.200696652510713,5.441398596135981,6.776569304185907,5.23071637119231,8.971402290211767,5.120444807378274,7.953780063010058,7.172693673340324,6.448291417628013,7.034397067605235
1968-01-01,8.614708699249702,6.652846444390144,5.15698958897312,5.573485483692372,5.812955898647612,8.999307972857716,5.500318924682624,7.705379039978883,6.119361987582,6.890701863446797,6.090314528084043
1968-02-01,8.344087680264535,6.650941240639427,5.001000906859486,5.967711472021728,5.914965022341754,9.02666913325755,6.193740929386966,6.462788831442086,6.021737197218294,6.829853660444315,6.265366135742646
1968-03-01,8.39329758582978,5.2934324965270125,4.684866121096976,5.371735111618919,3.414759591739695,8.91946683626804,3.3487540308607504,7.461142677736685,3.7112170262299697,4.1579212824409195,6.678174848797817
1968-04-01,8.37886730141651,5.249259199309971,5.4306605952366045,6.763016387219063,3.447112916201102,9.054290113045237,3.303457492730903,7.441335650417626,0.0,3.6726951706194835,8.562152534303397
1968-05-01,8.39812532641775,4.796613813904865,6.496881555210808,6.668360245038305,3.6701523299781966,8.992995114734866,2.9770394586696836,7.839832941690259,0.0,3.675987273023721,8.62903047657795
1968-06-01,8.591797403853473,4.478328572403834,7.3155299484175265,6.9292739110255415,2.7498925269819265,9.136330406569751,2.9259719021761255,8.635228391868766,0.0,2.762573845047428,8.599872797852223
1968-07-01,8.633499659317506,4.768910750487759,8.013676496709271,7.777726939479487,5.449085361002751,9.091648711855038,0.0,8.4278673101218,0.0,1.8350795901750205,8.410777227441878
1968-08-01,8.769641719554059,6.7643378246491395,7.9069514080839,8.210579990600358,7.146509359969244,9.13982055076089,3.2259663528216813,8.594788644427807,4.739592238948025,4.822692501496771,8.113581694141716
1968-09-01,8.822373763575337,7.194849989138497,8.227302512179008,7.893624157917208,6.811601351497551,9.034548503334493,3.859879254558516,8.78124622320882,6.140142220031541,4.693867225375148,8.37484051099227
1968-10-01,8.83203624384974,6.967640837930074,7.410152474177145,7.656294354128124,5.909388837197902,8.971661715525695,4.085261915766595,8.526525268901002,6.441764804124558,5.153018588090127,8.641225971555318
1968-11-01,8.758583182160729,7.138309076789716,7.09135775327672,6.654439602489047,6.281753313091687,9.048887681157789,5.570170659094408,8.66743725521102,6.852361684685323,6.922331402122138,8.225118174940182
1968-12-01,8.924564541055764,7.178172970201917,6.575038423471093,6.1480727424915,6.342364847210425,9.164563910880542,4.679821258306093,7.959010509282481,6.344208558762582,6.747131886244609,7.3678089701611125
1969-01-01,8.58000681552949,6.610344997363864,5.693458258758445,5.72068695516739,5.677137189041111,8.930315888760175,4.70600011117134,7.4817241397300975,5.779693483334486,6.621259544667056,8.155989064967065
1969-02-01,8.224393525780696,6.538923148916324,5.116817405923229,5.53908836878195,5.052036464242434,9.070429190263503,4.0698783635376365,6.461753228359925,5.172811198994049,5.4985332141920225,7.730997713800648
1969-03-01,7.553489649670685,6.346653350814216,5.679225018998074,6.159260187126169,4.415262453680344,8.864196490205549,3.854893102260615,6.894987218500688,4.203289956815356,5.106903678524544,7.746127732016524
1969-04-01,7.965280244243796,4.789439494879829,5.781122070218815,6.353151911683701,3.2067880855966684,8.873812076787758,2.8023519701801516,7.363980841618065,0.0,3.5999763491380374,8.415803450575892
1969-05-01,8.278957119574688,4.554691040107829,6.824700001909644,6.879867146422356,3.195046282190057,8.875712127197163,2.097486888251892,7.754833942549027,0.0,2.1812842023545973,8.629589621950169
1969-06-01,8.4209774486066,5.4000291625919274,8.08684456495743,7.146414781148968,4.651798898490002,8.998880203311156,2.461015259620529,8.35269011608067,0.0,2.026055405055379,8.469922330417582
1969-07-01,8.38766828792457,6.616000785435908,8.241435766101677,8.386556278432149,6.911338362056228,9.049093729834908,2.29606488462769,8.415949795295477,0.0,2.5081066025693315,8.176366806653206
1969-08-01,8.618338377126618,7.648269760928059,8.306723945300895,8.078918966684103,7.163231172231301,9.013240187021765,4.59910098459902,8.761140324483657,5.075863774416342,5.571220895977152,8.247733045425072
1969-09-01,8.799779585327057,8.05175959020384,8.795087535944168,8.37843760706018,6.943101228504564,9.134406044503617,5.0816970095053255,8.796116168489046,6.02047131250458,5.916246907132677,8.670356724915909
1969-10-01,8.685440024504015,7.4252131716228496,8.389203497153177,8.12436962508787,6.096329074177635,9.019094413362424,4.15337481175176,8.572484897391003,6.549414903861379,5.0268762269823775,8.865154027159788
1969-11-01,8.66836204084136,6.537309525868877,7.029327940294867,6.843982321707722,5.728477179967555,8.961003033888296,4.859565577015695,8.928224934818973,6.622426869240155,5.264393342931099,8.399248966711436
1969-12-01,8.52784535715254,6.748777243341318,5.924242152448969,5.825925251247421,5.422114149235968,8.943871757705592,4.708990832130193,8.110529046469356,6.859648247465126,6.331622637891934,6.679320987717827
1970-01-01,8.576895818517714,7.45581632495561,5.481969872218924,6.347248755972477,6.059840688147552,9.012875401179524,5.264623193525212,7.565325470871291,6.4640276363582725,6.730025015500541,6.062408392420038
1970-02-01,7.745906752184607,6.127128760497296,5.020041246480485,5.595928251787726,5.149664559616389,8.93831644340084,5.196712513403648,6.541200764306812,5.2841320108627,6.250865648392184,6.015951519027313
1970-03-01,7.975175468304862,6.0202230097764975,4.572604928349604,5.263410767192422,4.424869776133347,8.998457331662575,4.251915276707025,7.008905233227065,5.302897792969802,6.285320982031736,7.974514004955819
1970-04-01,8.18508672738964,4.9711307423560145,5.189358024137098,6.260654855802208,3.537393447752781,8.90603902587185,3.1181919606536,7.921938413244058,2.2017166476310894,3.857352683156375,8.29710221501123
1970-05-01,8.17333795187891,4.093140027515814,6.29172084234987,6.701442541520204,3.167691932539353,8.766994759821225,2.970768871301658,8.100160336646823,0.0,2.422851728919703,8.675788092502989
1970-06-01,8.156696224468998,3.9023935341278473,7.178281048124569,7.929949322891789,2.875812740980288,8.900069692749938,2.2935994863721545,8.401913567966062,0.0,3.022314712509867,8.785082940461214
1970-07-01,8.325856055458196,6.093446078083577,7.67710946266375,7.922071663095034,6.3032138842340375,9.044969783772368,3.082347564296917,8.301318487509734,0.0,2.080696899478546,8.450947037402235
1970-08-01,8.593435838469354,7.550982712909787,8.177598702811862,8.22987745515063,7.803078151487283,9.0562308357962,7.104950266274233,8.17046060587994,5.442845021309096,6.527830987205832,8.197161437066509
1970-09-01,8.702804950828718,8.09079210147329,8.202099960723169,8.210337744556435,7.0924751356012585,9.038263347015825,5.299091430656042,8.408955530498979,5.905100076874126,6.056747907388274,8.357088568399055
1970-10-01,8.773833303168429,7.770690489186955,8.06873172294183,8.528563249364629,6.620791294928688,9.244622995345017,3.6033534666515696,8.58976340894822,6.388117138433669,6.144224388748666,8.283455838030164
1970-11-01,8.916224652315691,7.319189993189316,7.019424480221185,6.87946315761084,6.217606696897242,9.16787470208659,4.174253135050075,8.83028536694411,6.665438738879859,7.063370330720537,7.711448356813124
1970-12-01,8.770463653967063,6.880462527821048,6.008140020613013,6.4057323473409715,5.727046567817689,9.033981812299793,4.976267697238301,8.523024951374069,6.429536492360754,6.835648108642078,7.872188129471987
1971-01-01,8.65062744686815,7.364054064040968,5.553158686043725,6.550169843503976,5.567323850066089,9.01788434067474,5.558420127708209,7.990124865009887,6.2633887607374765,6.442127113124826,6.2845461904856545
1971-02-01,8.560535170272209,6.561930387753173,5.54581141641219,5.708271760686677,5.721967166937661,9.074334427511252,5.867949514928693,7.815379833542018,5.578437182269643,6.764925061476902,6.047349074367504
1971-03-01,8.270376364620615,6.027975294006257,4.160829033095697,5.599271834347532,4.046011854276079,9.063109303763587,3.706076451423515,7.676524791776019,4.816538808777046,5.839649640359396,7.066784711191913
1971-04-01,8.417201284189506,5.056893141311253,5.380484555658,5.89123381368028,3.245628356504441,9.094757860355973,2.7872959292786192,7.862914628402163,2.365850879414495,3.6650058006344746,8.334981824161842
1971-05-01,8.569900467754417,5.008144323340961,7.007547701987814,6.6540141203172665,3.4433778835133637,8.962845502213494,3.080936451749885,8.54952986706647,0.0,2.561520580308041,8.451911558193274
1971-06-01,8.498934487178827,5.134182777221079,7.748269929055328,7.718267223947836,3.6131811702036627,9.043463736955893,0.0,8.60350000343937,0.0,2.7378721916331648,8.178873026084231
1971-07-01,8.752173350069262,7.010202172550338,8.403176667224486,8.369563005905134,6.995830135082797,9.036347829847765,1.9892927722825935,8.767282786160218,0.0,0.0,7.975025833163106
1971-08-01,8.762906264467468,8.000895219595716,8.538021197334743,8.136339875412277,7.900289124610129,9.034752186451673,5.0871777384429,8.86881666783906,4.009540366279746,5.440242065408274,8.328810183716303
1971-09-01,8.755919617780645,7.67832322196062,8.395059439826984,8.234341943633334,7.369450320413062,9.066467822413468,5.913555225431933,8.632848365006176,6.021233102878211,5.032214677102646,8.68944734080635
1971-10-01,8.840566807127752,7.314617112696451,8.640385735099647,7.520765129314565,6.704317597564252,9.195853274128504,4.465030969667207,8.81375506526566,6.529217268900473,4.877700765567282,7.778032554479166
1971-11-01,8.7670385820214,7.018044187230188,7.224170184612541,6.959565258567712,6.040329661051825,9.195867155902254,5.096988184857544,8.549087063110298,6.594957202833219,5.934500135160759,7.671930877527426
1971-12-01,8.836756481202853,6.909100176727498,6.56603344605286,6.81685850978201,5.892793504580379,9.032923768126304,4.855527884979642,8.023241607013569,6.614969987841897,6.450132933963177,6.67812495483441
1972-01-01,8.435856270275233,6.623821413530397,6.0440995461561196,6.32454737141408,5.821950758292822,8.993325477964396,4.7043117779475345,7.494116152205248,6.045038075106656,6.227252503035377,5.9375026647313165
1972-02-01,8.31710354851604,6.229674303993064,5.588168425082298,5.895873645312674,5.260441026835251,9.00105439501344,4.4348666019058385,7.173101970443834,5.935075819402849,5.553532518805523,6.424890115467229
1972-03-01,8.090343698301634,6.358060678529059,4.986740497243737,5.791633498100031,4.754048689797027,9.03771977267496,4.381667136287603,6.95071121226914,5.023575432705615,5.351450910955487,6.855793269651643
1972-04-01,8.341138058804876,4.936541264624698,5.342514945095675,6.540986339962042,3.57181449766821,8.961979522653666,3.2731157159492845,7.110991925963341,2.84985687762496,3.2981718313535566,8.235181288912155
1972-05-01,7.960391351363618,3.986634706182772,6.041974248778976,7.003494064206642,3.0393182888041257,8.726195966154684,3.095093620491556,7.306089745514605,1.9013550341994323,2.4266492597648788,8.290075686704654
1972-06-01,8.09413279988675,4.182781209798855,7.108735997311175,7.623429705624756,3.822206091818672,8.770053782726508,2.413157303522299,7.782168901827947,0.0,2.413613103471392,8.308434967725402
1972-07-01,8.325847493208524,6.593875828609199,8.06374791472075,7.914462387709831,6.835085701369178,8.690933827006424,2.825967534239984,8.129862473767389,0.0,3.8781866586896303,7.773113793991712
1972-08-01,8.400294227074788,6.821886169786879,8.282715396837864,7.4336021018709575,7.4140509485912895,8.657860261425453,4.283539546443454,8.278778613030608,6.098350625367511,6.098917120848417,7.534983389128869
1972-09-01,8.704106715034577,7.856499617659456,8.61539718598521,8.443731400680598,7.212021431157998,8.724061828189301,5.646037173125993,8.47919690071266,6.601107820323238,6.262771152458731,8.261075843470557
1972-10-01,8.647208726066573,6.96536292147731,7.044811777897159,8.140050305218411,6.1420565171059875,8.804374394311603,5.06430256428398,8.278981994689092,6.6486173454718855,5.42574523128202,8.845168711107243
1972-11-01,8.378080155459651,7.262605359976577,6.795207173048204,7.8221351351290025,5.896074004485601,8.932857506170661,4.576921800273369,8.137904764180542,6.578917953409199,6.202309782019069,8.530422220480538
1972-12-01,8.408238320762846,6.864773189593436,5.880321148658874,6.825796255130993,5.524301871282559,8.782141452089798,4.803194059570152,7.327014891937958,6.425730187220012,6.077199048906249,7.872820329641788
1973-01-01,8.002122661643575,7.014852187500372,5.422570258541469,6.323041973965567,5.405954250739527,8.84747759860458,4.847853962200754,6.678180922071925,6.204528222923837,6.239779433241128,6.860013943129919
1973-02-01,7.901694309522449,6.41935972425647,4.970383137383904,5.914512097612676,5.31899625763543,8.922290388711634,4.8889322529661925,6.418983638412061,5.636130761940672,6.302433020148217,7.083322328330969
1973-03-01,7.5733950682735545,6.804870453316156,4.338016144363595,5.342061209129692,4.690717504040782,8.795621783139623,3.709929463655333,6.404585476533404,5.375059200653718,6.3576474817404485,8.264766148910612
1973-04-01,8.001625879261416,5.28472520688708,5.3604742854638525,6.27012926228562,3.243751453204333,8.900178689195366,3.2726699093808254,7.630994152254027,2.0370220131881114,3.5387400295233054,8.172007316667909
1973-05-01,8.133031737037971,5.242358184154143,6.224387354349451,6.924028035745423,2.110401872852541,8.905515628566574,2.4393588870845373,7.816513253645473,2.3784314611487547,3.3461745121289233,8.75032412717715
1973-06-01,8.10433599234481,4.411922215536649,7.232812748411798,6.525513219754244,2.0582749015276005,8.854861505621823,2.195383955208672,8.397278604663224,3.769369133075067,3.5025759975136013,8.393666537213896
1973-07-01,8.47816952824586,6.997032071490142,7.806626161793462,7.766957896115035,5.725417005171663,8.872762283173824,2.9629288761196095,8.35277621217445,4.324442523830155,3.547246747979612,8.31364275203452
1973-08-01,8.539664036625071,7.692660820959574,8.326333772331735,8.270500329296912,7.662240341360176,9.075530560842928,6.496513087947691,8.587821088080442,6.6447107860793855,5.482282932885356,8.444920690875662
1973-09-01,8.843699490592359,8.333137719405276,8.605804022014475,8.695853299781994,8.026379736035693,9.25488548005533,5.6639833232660335,8.572622726172206,7.395778068038234,5.973728091795152,8.584201960502023
1973-10-01,8.758429677373588,7.776045239034743,8.572790552181035,8.671045803431698,7.547094347703444,9.288198862742336,4.7070204349589595,8.683590240563355,6.4759363064646545,5.1429437893460195,8.211013401892707
1973-11-01,8.64247782569001,7.198376715912628,7.6328187744328275,7.185177516271342,6.30788953079231,9.165754121913805,5.110539266995874,8.898007884383345,7.019403185282069,6.750246287035858,7.959640348199277
1973-12-01,8.679283075549925,7.208522533735762,6.1568088857286245,6.735315479753993,4.724906988917111,9.195439304525562,4.862898072363354,8.539844010931114,6.732933261081062,6.012935068197998,6.803052084872697
1974-01-01,8.65813190678226,7.1443450485524975,5.760482687994487,5.996859970427665,6.250212565172517,9.295484140304731,5.649271577500615,8.071583695226007,6.043588937627518,6.773539076783771,5.72745712140461
1974-02-01,8.563135713838472,6.393421749216776,4.961463767036828,5.586247301061347,4.943048776751841,9.02685003245176,4.351922827335555,7.741810169529363,5.270901227785289,5.217916025282825,6.045449903666736
1974-03-01,8.355425942948864,5.94627972048761,5.127608105560997,5.456848860868976,5.090449413196025,9.055098953551651,4.583220586098363,7.532151553317943,4.541052934220265,6.004540417952115,7.0642321462215305
1974-04-01,8.374372392687404,4.1963609547645575,4.539033260088551,6.1095579426729225,3.041943688629751,9.04917310924558,3.5937556684067276,7.8516462522766854,0.0,3.20040566543171,8.35443736306596
1974-05-01,8.409782168637424,5.109122072605517,5.439743877930093,7.234449439675539,2.9584749728543254,8.99743516294355,2.7325540374836237,8.288982183135055,0.0,2.818491815034973,8.406529226876351
1974-06-01,8.368010032398706,5.169439568307538,6.405617991589997,7.718331957273891,2.9301918345945244,9.127982747505202,2.4429298115283418,8.385076172354752,0.0,2.751402404337523,7.921931015682872
1974-07-01,8.594213975096533,6.720777531076546,7.4871217940702195,7.958266334992006,5.108279472065007,9.171927232574106,0.0,8.72403611836807,0.0,3.382326057304532,8.20850503522272
1974-08-01,8.816027002120418,7.418655612657624,8.08756954372444,8.471721128243232,7.007755534628764,9.101705462164317,3.663967214749935,8.66601191582207,5.528229074013742,5.344758730695543,8.156333218886608
1974-09-01,8.869809950458919,8.089620653467806,8.618120733627753,7.991640368449298,7.709070295768432,9.063348693814968,3.795307449778958,8.892380318561164,6.455152864255343,6.501688627429886,8.560193603286862
1974-10-01,8.769188122320932,7.3419427319304775,8.50422385135389,7.995918568276325,6.535219368235567,9.154739542656683,4.479133710701935,8.748449764168388,5.8741843016407005,6.107649368147465,8.46726365823531
1974-11-01,8.65692107075403,6.831598359672488,7.592249596176507,7.056735474577444,5.771349601542796,8.991757341332978,3.785285546514749,8.473928450482552,6.275360621718559,6.563958981867479,8.349864167943878
1974-12-01,8.619722147415297,6.511047201574915,6.535223368006112,6.573935001979102,5.8208413095854805,8.939250826120393,5.318309376280012,8.673915496416637,6.139342351812211,7.000035435625625,7.1100498573621165
1975-01-01,8.561332363098764,6.938160812704015,5.300446653926095,6.1186456126683835,5.116261770914017,8.94589554822919,4.352969080942757,7.977368771958556,6.332572346823934,6.761599935903161,6.490490956110108
1975-02-01,8.559602020635582,7.173694646104105,5.248126317251813,6.180317576642287,4.846881685062956,8.939663925637264,4.095502114725725,7.60190784849372,6.204903187647469,6.653459374417427,7.1991930894427
1975-03-01,8.518110075329398,6.516026212206088,5.247783328355274,5.903518442404056,3.761262870102065,8.923687496922348,3.684895954571024,7.925382455252296,5.005525690908261,5.613081958980858,7.9410809842351915
1975-04-01,8.366636131497915,4.926544634422466,5.870785720839118,6.482396968262018,3.299899106963068,8.847672627531491,3.0996826278354352,7.928832112119322,0.0,3.8644659943749105,8.214812144241996
1975-05-01,8.354589436081781,4.451470964600553,6.098374499378049,7.067843879232907,0.0,8.937277863567983,2.934021416251854,8.09404054139774,0.0,3.304017884611265,8.604863920417868
1975-06-01,8.30718313800995,4.2067492761412995,7.549476669169428,7.3684535650867256,2.2327044215017144,8.917170852376149,3.0955163615396395,8.559389159467859,3.0489999371446865,2.652343501732108,8.230508730289964
1975-07-01,8.384477385291627,6.602670088573208,8.219462994540892,8.175452058887501,5.752915843099802,8.925485303967914,2.1315229170542556,8.726338188067935,0.0,1.7892434032417917,8.57011192367439
1975-08-01,8.406311430845982,7.726196187268481,8.280108470101828,8.099637844432456,7.432076070686362,8.989812973306844,5.165105189079835,8.658249475209056,6.743370849066032,6.144733172081332,7.995351352144063
1975-09-01,8.65664203175265,7.855073078683856,8.633259281675228,8.117138949680186,7.3309257864847215,9.141825033031674,4.4414248559798475,8.725693779310348,7.282569670220532,6.351684278374826,8.404024315945074
1975-10-01,8.847756885705415,7.498317672644697,8.5431544556351,7.9916221740164675,6.651128876142297,9.117353708556491,3.287678935538257,8.825466617400734,6.897538945468392,5.694208362859822,8.381704756781897
1975-11-01,8.671219405758292,6.587565409519947,7.5027881762891955,7.148632162952693,5.675165781624652,9.111065783046993,3.9249692384061166,8.775689966369788,6.7980258260571444,4.937835051759895,8.278695207149175
1975-12-01,8.512821470529694,6.745295979341509,6.794845048908531,5.886028614180788,5.808873681644019,9.112565649714684,5.01950243171741,8.600524185974608,6.918330543307047,6.589575600775112,7.130889779490089
1976-01-01,8.565892045244594,6.586901501279003,5.26919459109514,5.828532775506184,5.319592599924286,9.026813348491553,5.397784784450367,7.849974546570606,6.514868264661091,6.475729169540315,5.570293901866641
1976-02-01,8.126069841615783,6.001577181611225,5.457313817104299,5.899525990415888,5.001096557144175,8.866279640868989,4.015019918725936,7.152513697438921,5.027982205253479,5.550148882905117,6.236556797363587
1976-03-01,8.278470454055002,5.586964651950729,5.237290996317898,5.410443470824416,3.9151332404545856,8.923833849623936,3.558818708938554,7.408283357355243,4.786225642898093,5.108780362525207,7.38622975442774
1976-04-01,8.30355817433381,4.742869887090754,5.676066568001369,6.02194855877007,3.062022015089724,8.9949380940828,3.4227696598351867,7.713985445820412,3.5770281861007436,3.741119740770481,8.109143256134443
1976-05-01,8.160862349283923,4.148769567618759,6.153413072785427,6.287687956956753,2.915290051233747,8.846744148043454,3.0667460434703524,8.031990212515987,0.0,2.878342201945876,8.485599346080692
1976-06-01,8.294457483830994,3.995645430716804,6.663226819599745,7.211106317824545,2.3904760657475723,8.887799477796547,2.7172886612501577,8.182993123248629,2.7675710132148006,2.3952932924459804,8.148042988655362
1976-07-01,8.157658470488887,5.5695482775811245,7.616687423061586,8.018386091354708,5.23581998055294,8.764939298473939,0.0,8.199236274305171,2.0439804004453084,3.1885590270962396,8.129281261527975
1976-08-01,8.585619432649796,7.394651220504391,7.871729586179047,8.191597964571564,6.212457732207767,9.019299966073083,3.2329102106057857,8.41217303749718,5.659022929805722,3.5551558122448057,8.048203433505778
1976-09-01,8.560569743730094,8.105098209187922,7.86572805963467,8.415793799250261,6.696171809527577,8.969088044949887,5.542097466495997,8.425058727111916,6.136144434762913,4.141251700506491,8.405418046226814
1976-10-01,8.544430568212562,7.451609352224554,7.9990764409388415,8.283668547136626,6.6228443981109475,9.099790654010285,4.676399287809705,8.459163881854797,6.528895599036687,5.715351185048525,8.37651289816097
1976-11-01,8.402447282987795,6.558465714920201,7.436683433149975,7.07345511504404,5.561876730556738,9.00936459818758,4.459322518774767,8.355520552892086,6.382847356348387,5.360750848839549,8.0482024958767
1976-12-01,8.4301836950977,6.721007890791846,6.476544411114112,5.966242370729784,5.754051990212519,8.939043636960404,5.313272391073646,8.121697598273427,6.460748411603488,7.175075319348147,6.130965495084787
1977-01-01,8.034683859979355,6.559052972380057,5.4860834691314455,6.1302235852509,5.685147036975507,8.86581424319878,6.3082654492851145,7.297708557006041,6.476648451927516,6.996868231433768,6.017703535898127
1977-02-01,7.682651669001713,6.475273778740539,4.3832737457987,5.722953486786006,4.795560285579069,8.928715129247065,5.068380371664054,6.468754616000401,5.79683181021587,6.51590456471463,5.598661886518284
1977-03-01,8.010564463919383,5.577618069493063,4.816950294529286,5.321952312513085,3.9953028304220544,8.887035705753403,3.7195989958642617,7.102993606090407,4.023879006825861,5.020758720141646,6.102492055529436
1977-04-01,8.076010259546305,4.8410096268598135,4.628254146950746,6.441819726567559,2.8715339879787405,8.777850653478495,3.142201519878298,7.62043556972329,0.0,3.4636547758298413,7.719624579838542
1977-05-01,8.22678002693806,5.3241275148621305,5.46819580128272,7.321262134289961,3.3504190631925774,8.889405074882399,3.187560918843087,7.780385458423879,0.0,3.806880208606934,8.336561985206362
1977-06-01,8.308652473464607,3.453781300113341,6.562104079732982,7.436915108104058,1.958195158957266,8.875484530996255,2.432840496826482,8.34553463805716,0.0,3.1327004127130396,8.358808163064518
1977-07-01,8.233000488900533,6.6792854670773805,7.943011690307603,8.235778179392385,5.255982832114081,8.859038316034306,2.51584879584953,8.362921378234393,0.0,3.189205022693847,7.961887279326236
1977-08-01,8.27435815369052,6.4043394934084805,7.906431326802368,8.019366137947301,6.658151018086074,8.833422131990254,4.436817669002911,8.156033868614555,4.679720137228166,6.140652700122315,7.891642863548764
1977-09-01,8.760749685054172,6.967215383553339,8.558143818704723,7.891019203793531,7.157007915519403,9.023839204311388,5.5342030195107785,8.499548372359122,5.284380416049862,6.509007390548735,8.09610350703585
1977-10-01,8.663925615319991,7.193133743469846,8.083725486167397,7.818977821986837,6.391672972433265,9.040991400035573,4.519399217229649,8.38723621167158,6.442536566099907,5.462385113304439,8.553163004811354
1977-11-01,8.570369283661325,6.848226309350104,6.483127081631503,7.2743896755872415,5.366444161807722,8.868677122106034,5.89178172436919,8.476432749479903,6.869814809759451,5.615332131238362,7.998361454459724
1977-12-01,8.44006862350945,7.05408390844239,5.907461446598409,6.514241270522984,6.165869098687386,8.861613420849702,5.526952696756291,7.589679388197189,6.3307012336094015,7.120796295480408,6.912897955536523
1978-01-01,7.9010104203156075,7.038073953195161,4.758403999719237,6.036951080019424,5.384405759391301,8.81229565590612,5.086157724691802,6.81004837327924,6.491238502576959,6.707432146772734,6.9071625531971845
1978-02-01,7.506031082261149,7.052363748040479,4.671558093350295,5.971096880753148,5.044248767634369,8.653520640031372,5.169138529044677,6.536414014579104,5.805792029208769,6.688727478189192,6.778649481794429
1978-03-01,7.54442989368553,6.3047251958030035,4.805837816153964,5.299251362080289,4.322660073777217,8.795609098257062,3.825220391674896,7.202498563475778,4.777400303094594,5.807776635759087,7.720258746360086
1978-04-01,8.110856543121956,4.838743697943255,3.8731457500571356,5.76021757045241,3.4124508800980062,8.996772248880673,3.0432270480581036,7.771320656378615,1.7642109461114988,4.152704987774063,8.44496864703523
1978-05-01,8.007775699998518,4.6819230915827585,5.7145096830161854,6.774815254373038,2.524415108887048,8.778606981564982,3.0227163988856445,7.8298948302985645,0.0,2.677263575967877,8.155134433142623
1978-06-01,8.144242888092561,5.359477103348296,7.174772523181724,7.437272806940331,2.668758408712977,8.97283385211719,0.0,8.204645417436858,0.0,0.0,8.2213719216202
1978-07-01,8.08611582284726,7.477575507412681,7.74387950851099,8.444766270654345,6.85302637055128,8.825666584459412,3.544510125006064,8.027443705812068,0.0,4.046267586197875,8.238806317684407
1978-08-01,8.157418018644568,7.369867949749857,8.053817905511185,7.833379518136329,7.6414558955254615,8.815773566561177,4.726917814876457,8.222109163651787,6.588345454065081,6.313820154627472,7.628032918612931
