,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1965-01-01,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,
1967-01-01,8.101004292637663,4.989026434031689,8.811741281482869,4.0037630858756,5.627660151783717,9.306056164261916,7.567459109226129,9.03534528830698,6.711628452374901,6.6058722359548225,7.76264423670134,2.393226391409647
1967-02-01,7.855041959874159,5.505318963065977,8.71728626725974,4.070910618807316,5.258008137283951,9.355605055089246,8.058216559157687,9.471425236814076,6.858620025910615,8.432524811273813,7.408620916870238,3.095085897936758
1967-03-01,7.8853073448367015,6.13659615802743,8.772034139423704,4.654000810626434,4.734827068302082,9.479677591132413,8.42291838886879,9.579576096081453,6.112162569908054,8.798105011432924,7.0723847480159465,3.4003118893731212
1967-04-01,8.285408509265004,6.3785090526192345,8.976796527070476,4.769565020833412,4.2314290484079,9.610848279184767,8.429347303117778,9.48637129585321,6.0875751623522705,8.612498891928182,7.1940302650747965,3.6217510633595222
1967-05-01,8.574844770168545,6.753489638164629,8.98447916229269,5.317038101683503,3.8394314373102447,9.440078693052138,8.281106074254685,9.100307711309629,4.305257177618294,7.249422633645553,7.282373357998355,1.1641556738306278
1967-06-01,8.942366480053883,6.2464259583335595,8.85750921692864,5.114148664908064,4.589110633755153,8.780493399564406,7.451395735538619,8.160767622535486,3.6452935188143303,5.518994695295457,7.931725058764705,1.774712981440256
1967-07-01,9.0863155859006,6.1725989222589694,8.708146714687956,5.279720275451743,6.572393046943763,8.06009286801239,7.17889467475737,7.3603956734115705,3.2844241558524048,3.7534706398513857,8.7186059228217,0.6276898260154428
1967-08-01,9.140978084992607,5.600292270053802,8.574872285655935,5.0132698861443155,7.595998683781192,7.716499777434906,6.488960481403688,6.696782586696059,6.200222548985895,2.873598853097425,9.3449477067111,0.4751753567891122
1967-09-01,9.356934209806015,5.409577893831533,8.709166528457404,4.45217791953771,7.907606344003055,7.859342726885682,6.261675071531017,6.883075857703878,7.618555912904078,2.5290599960953397,9.669920486512535,0.8456220511312919
