,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10
1965-01-01,,,,,,,,,,
1965-02-01,,,,,,,,,,
1965-03-01,,,,,,,,,,
1965-04-01,,,,,,,,,,
1965-05-01,,,,,,,,,,
1965-06-01,,,,,,,,,,
1965-07-01,,,,,,,,,,
1965-08-01,,,,,,,,,,
1965-09-01,,,,,,,,,,
1965-10-01,,,,,,,,,,
1965-11-01,,,,,,,,,,
1965-12-01,,,,,,,,,,
1966-01-01,,,,,,,,,,
1966-02-01,,,,,,,,,,
1966-03-01,,,,,,,,,,
1966-04-01,,,,,,,,,,
1966-05-01,,,,,,,,,,
1966-06-01,,,,,,,,,,
1966-07-01,,,,,,,,,,
1966-08-01,,,,,,,,,,
1966-09-01,,,,,,,,,,
1966-10-01,,,,,,,,,,
1966-11-01,,,,,,,,,,
1966-12-01,,,,,,,,,,
1967-01-01,13.625963278657673,9.266648826138045,9.76183151373373,19.43476553846952,10.797274906594788,42.814190433238046,8.261591418295685,10.401740144971372,5.306991333809656,11.781499178162862
1967-02-01,14.836377106634284,9.025303626927903,9.835105311056955,20.69085534277967,11.640188157104909,56.704162139008126,8.486131689875965,10.131661531742512,5.6437349340474805,12.954745661280706
1967-03-01,15.479336421288565,9.158035092934082,9.917899266237603,21.62207818401214,11.982840809733773,67.1321274479862,8.918049326284322,13.61791454492328,6.180401098205274,13.452063098502414
1967-04-01,15.99156621455598,9.37305505158637,10.016111459800678,21.85455628911696,11.838274759717894,72.34876497952182,9.557672738314569,12.030010886861522,7.090593861058205,14.395714323838943
1967-05-01,16.623683073959217,9.32548571915598,9.606264946514784,21.169190405151912,10.698014602949247,73.88147766209947,11.052047308640399,19.99649830635856,7.243316316140679,13.44327719549268
1967-06-01,14.497296960462165,8.936318612328826,8.899801911549714,19.140295105377664,9.807680971877074,64.52293946360041,10.636183166005646,17.585839209425803,7.048865697150186,12.445744520937915
1967-07-01,13.666967803930447,8.20788028747823,8.35979305698107,17.66771248740471,8.785137356396984,62.38626955320357,10.58110022589554,20.325715108317777,7.858825039589876,10.958782857092485
1967-08-01,12.254713029254646,8.028650812395991,8.18855085950129,16.387202118855743,8.761820521161784,55.4110878783476,8.594008784054267,18.373727513768138,7.436874206333161,10.540592357957731
1967-09-01,11.787900303282655,8.115483752256187,8.191666880593301,16.22814986618592,7.611507863188733,48.650010087613076,9.213456651420882,13.967948312117818,5.869406929447448,9.299502650089499
1967-10-01,13.081182290726066,8.579861172006387,8.836775537327295,16.95920264890442,8.283876224717043,46.50725754716619,8.460861363202472,8.09422215093415,5.580212507554901,9.636717460952159
1967-11-01,13.320001002709146,8.977550300568062,9.387799811880017,18.604987608597337,10.012851141197002,52.666231698869915,8.452693354173928,11.870457279566992,5.52577808572761,10.161142026539299
