,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1965-01-01,,,,,,,,,,,
1965-02-01,,,,,,,,,,,
1965-03-01,,,,,,,,,,,
1965-04-01,,,,,,,,,,,
1965-05-01,,,,,,,,,,,
1965-06-01,,,,,,,,,,,
1965-07-01,,,,,,,,,,,
1965-08-01,,,,,,,,,,,
1965-09-01,,,,,,,,,,,
1965-10-01,,,,,,,,,,,
1965-11-01,,,,,,,,,,,
1965-12-01,,,,,,,,,,,
1966-01-01,,,,,,,,,,,
1966-02-01,,,,,,,,,,,
1966-03-01,,,,,,,,,,,
1966-04-01,,,,,,,,,,,
1966-05-01,,,,,,,,,,,
1966-06-01,,,,,,,,,,,
1966-07-01,,,,,,,,,,,
1966-08-01,,,,,,,,,,,
1966-09-01,,,,,,,,,,,
1966-10-01,,,,,,,,,,,
1966-11-01,,,,,,,,,,,
1966-12-01,,,,,,,,,,,
1967-01-01,6.897495299555874,4.823999947161477,8.339325008683772,3.4612145047387783,4.661108104436739,2.690227415870174,6.543150342725898,8.044543825465084,9.12147711786077,7.508160661588662,5.861644133969615
1967-02-01,7.755929035947717,3.6555471100463324,8.4463719862882,4.037047628122791,6.934316203758084,2.934323246449497,7.172904491391973,8.208074449986881,9.161424740716352,7.553121772190298,7.029933686007382
1967-03-01,7.7414759376629645,5.520788974276756,8.482385352931804,3.9958981694185467,7.933964652937471,2.7578307384027103,7.212927505212748,8.203738976236922,8.953647075935388,7.7287045286612255,7.784105132311147
1967-04-01,7.573375364007838,5.2485745973553595,8.343658541207681,3.8936912141368873,7.714909832705194,2.395057763688313,6.306788565286048,7.998645875994241,8.979909346901492,8.210893686546884,7.8944309894686775
1967-05-01,6.993176190640879,5.477675769669446,8.353821781015762,4.776900239341126,6.221795912218941,0.0,7.035237965844936,7.721289470758201,8.831271952500176,8.382773364062318,7.389112085996395
1967-06-01,6.088407782825678,5.063005226276462,7.980496904807183,4.637872078309297,4.073048339023602,2.319653713498213,5.971219306170549,6.901288829026136,8.691200093583966,8.22973794781174,5.96702782870019
1967-07-01,5.412855583295298,5.375734696877879,7.524162838256665,3.7614316591760524,2.7161552552616874,0.0,5.850549826592936,6.087738478540026,8.69365912838471,7.760823278267979,4.4690262758691865
1967-08-01,3.971289484879812,3.7726779000204327,7.370287367223261,3.7300326755457096,2.1713435185925745,0.0,4.213319509055567,5.717212137681471,8.405960386239832,6.887356083125742,2.899447157554264
1967-09-01,5.13212488969607,4.7053243916059655,7.492370951626784,3.6398965168801722,1.88148440932324,0.0,4.78253332300433,6.387791241542952,8.59275199478744,6.8065828692203505,2.8752773183895073
1967-10-01,4.713816294997935,3.945929379089753,7.628846104413883,3.805579354500593,2.1961863207569943,0.0,5.559674656648548,6.527096748714131,8.723735594169073,6.5260827059689435,2.953793879110593
