,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1965-01-01,,,,,,,,,,,
1965-02-01,,,,,,,,,,,
1965-03-01,,,,,,,,,,,
1965-04-01,,,,,,,,,,,
1965-05-01,,,,,,,,,,,
1965-06-01,,,,,,,,,,,
1965-07-01,,,,,,,,,,,
1965-08-01,,,,,,,,,,,
1965-09-01,,,,,,,,,,,
1965-10-01,,,,,,,,,,,
1965-11-01,,,,,,,,,,,
1965-12-01,,,,,,,,,,,
1966-01-01,,,,,,,,,,,
1966-02-01,,,,,,,,,,,
1966-03-01,,,,,,,,,,,
1966-04-01,,,,,,,,,,,
1966-05-01,,,,,,,,,,,
1966-06-01,,,,,,,,,,,
1966-07-01,,,,,,,,,,,
1966-08-01,,,,,,,,,,,
1966-09-01,,,,,,,,,,,
1966-10-01,,,,,,,,,,,
1966-11-01,,,,,,,,,,,
1966-12-01,,,,,,,,,,,
1967-01-01,11.536689149559555,6.440538507367273,9.090777558513567,4.763632324194436,14.635499853991657,8.165998282716217,9.677718587018926,9.422302177091298,9.860777304245149,21.860706756112638,16.303588171347712
1967-02-01,12.232114745359564,6.647361781031293,9.120317337405078,5.381947170024934,20.872394711050536,11.473221388504376,10.365081983287853,9.561308800537793,9.832647484242058,22.30379347649953,19.040287691416673
1967-03-01,12.504520755278637,7.95505096629131,9.158823345004338,5.608333950691159,21.905130381145135,10.460935365477415,11.36391127396286,9.611656186729068,9.86674242012739,22.655700802196925,20.6303606249469
1967-04-01,12.298012178118139,7.82343909375474,9.203992625852836,5.66597513750138,20.36558580451456,6.433841079941215,11.140629121689257,9.276208604742118,9.940194229140715,23.989186062216696,21.43235991964971
1967-05-01,11.841409846430333,8.86905364349456,9.159032649517822,6.077163678060056,15.67021929629454,5.628106133120043,11.686302586996158,8.862323187652605,9.951211461179557,24.610101587423028,20.69607505649461
1967-06-01,10.499271366481276,8.214973528530448,8.659750356993495,6.384542811814947,12.14445118354972,8.565479394389278,10.20696405150506,8.085068821142645,9.764961297312746,23.868654838617477,18.009978152257702
1967-07-01,10.172061469415956,8.499264089903606,8.028201656853973,5.865722064507428,7.98882309598069,4.00822924580525,10.213157608959087,7.324633751884412,9.640904217759235,22.763041315421138,14.258077879131
1967-08-01,9.181090325298538,7.81269585519438,7.809138115621504,5.702481683111262,6.840767665576802,1.4269547413018275,9.635532328061323,7.07622187383657,9.467548992773915,20.24074441588153,9.894629031865412
1967-09-01,9.501531359952052,7.864097997540118,8.06131951412489,5.415494084347676,6.2513390898646755,2.33047182902588,9.547328341753197,7.480453465093271,9.6100677764918,20.186972683803784,9.780813900839739
1967-10-01,9.718568533708211,6.654495272441114,8.352114247782032,5.430579769274888,6.635948166689077,0.6588899798780483,8.994874153446027,8.004189829110194,9.576420059430161,19.214341681409877,9.057036854505947
