,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1965-01-01,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,
1967-01-01,17.629340370588483,72.49713302304738,189.13895012038375,34.293127494990706,165.36406333372744,314.92383778637736,235.87932671232832,37.63201537176918,227.2054316107718,171.78448778609376,14.858397654816022,129.02167568579316
1967-02-01,17.823478233463383,72.26753130894943,231.2721370030267,34.53288110243245,166.61136365220662,316.9553854858002,236.17293132047146,38.11946179200562,234.95142025365624,174.992810709373,14.986611013668488,133.75828336812134
1967-03-01,17.8787659351213,84.71263128227949,153.24105531501047,39.410717543150305,166.08911921121,374.44391573454936,284.54006317274155,42.395538801508046,145.25753966743952,199.55275088033395,15.460577408804424,161.65138905293702
1967-04-01,18.215723100061187,91.68700609275396,0.0,41.369292479055595,192.35514809374712,405.05445669427746,301.4247747585296,45.359048634651415,120.53717907182175,229.55708324314637,15.848775904091513,176.93215342062763
1967-05-01,17.89717602898701,92.54227859945594,0.0,41.32341001187951,242.93058948385368,390.8442487785563,284.63069767103354,44.953849411447216,212.3731913386115,253.6260695572561,15.602332567915385,173.3909416249283
1967-06-01,17.597561423782874,88.25683022712542,262.95708217619114,41.789718111022545,280.0867263991592,355.8702275898423,236.43846642705222,40.050445031420146,337.58688492083905,278.0380802053062,15.040402031389643,158.48843415479644
1967-07-01,17.082421468967013,78.96663048797866,230.56804667467506,40.344951937246314,285.84768148819444,225.88971127685056,51.29258828628738,34.99215646953722,303.41337196242046,288.8844668275021,14.289996288057564,114.00036373075865
1967-08-01,16.76888035190774,65.16693236391076,283.98835526170944,37.64806419131034,315.0033035525102,0.0,75.58973769345229,33.80233411107541,348.5350989840854,290.56231430067487,13.582319805566586,8.102121456974972
1967-09-01,17.23411298871479,78.87976368651493,357.2859258428245,40.74328482657959,321.5445754974541,281.9135015107622,154.10190338327132,34.86196801987054,394.8208573460252,305.6093255884231,14.399823945711072,116.59508466093918
