,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1965-01-01,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,
1967-01-01,8.742464092875192,6.44251503604379,2.9210113736551317,6.8413473479638105,5.521059621422119,6.467657704044728,7.217952785839019,7.416413713387439,4.520363653740372,5.275174008925849,8.604920290946934,6.328200716142241
1967-02-01,8.98378206493404,6.5832214052412406,4.360807791192542,7.017274181239872,5.4787217533222705,6.516320711093964,7.095655039655795,7.413144925074911,4.722385821060931,5.404723052823411,8.621146254460651,6.695863307426506
1967-03-01,9.030857595085031,7.757726114051445,3.005045914586647,8.220240154814253,4.963394441831849,7.513180292754467,8.632452404706504,8.607241206210357,3.0715867489084396,5.379335708768715,8.689829286860256,8.235289732690074
1967-04-01,8.945022670616945,8.186299551732997,0.0,8.29916517152085,5.4492878169725,7.894495508322025,9.132051193556494,9.281157390591112,1.986029199451844,6.7708890112081885,9.10135648508791,8.898506183488019
1967-05-01,8.679643263829517,8.081774967736122,0.0,8.352087142147136,7.151551526691058,7.705858173556075,8.712744448265248,9.052069130323257,4.229717474032076,7.958230476814335,8.883357480684417,8.740982113460694
1967-06-01,8.737909782999312,8.046628722837024,5.851493516773756,8.479755247293873,8.44878315096593,7.194663622244032,6.913369103358878,8.211445330665391,6.807045674198892,8.80093802492869,8.427740881762492,8.045000425837447
1967-07-01,8.530382680282864,7.479753361328734,5.408316008951976,8.115310075227985,8.490470863452911,5.824986540826517,0.0,7.008624666414643,6.154300213507797,9.05509306842442,8.268572858431458,6.163811321033537
1967-08-01,8.426292803203971,5.973594716458149,6.0910123747610925,7.321008856898299,9.252383255219211,0.0,2.0143737769334744,6.949279694170871,6.92996112326625,9.161671898699023,7.807640335343468,0.0
1967-09-01,8.702756187859197,7.344741816787636,7.250445736760603,7.986952242981941,9.40966563951319,6.14899887574722,4.566278379862855,6.913229091772947,7.7440939968626,9.561901144940455,8.372731807237534,6.18147893061976
