,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9
1965-01-01,,,,,,,,,
1965-02-01,,,,,,,,,
1965-03-01,,,,,,,,,
1965-04-01,,,,,,,,,
1965-05-01,,,,,,,,,
1965-06-01,,,,,,,,,
1965-07-01,,,,,,,,,
1965-08-01,,,,,,,,,
1965-09-01,,,,,,,,,
1965-10-01,,,,,,,,,
1965-11-01,,,,,,,,,
1965-12-01,,,,,,,,,
1966-01-01,,,,,,,,,
1966-02-01,,,,,,,,,
1966-03-01,,,,,,,,,
1966-04-01,,,,,,,,,
1966-05-01,,,,,,,,,
1966-06-01,,,,,,,,,
1966-07-01,,,,,,,,,
1966-08-01,,,,,,,,,
1966-09-01,,,,,,,,,
1966-10-01,,,,,,,,,
1966-11-01,,,,,,,,,
1966-12-01,,,,,,,,,
1967-01-01,4.010496088931947,7.755026169945083,6.905319250520848,11.435134829991929,7.886611389636325,7.077834431011672,12.361541795415125,6.847319804696745,5.899542146231588
1967-02-01,4.385003740225278,8.239692906789092,6.85458766524196,11.757311786148339,7.727290099855093,7.364045628563649,17.14427817185239,7.112228190148488,6.543067371688493
1967-03-01,5.533833506251876,8.161735913425815,6.99168596562017,12.070546510508862,6.91429891438835,7.544922901392989,17.733996844303043,7.333975659892418,6.511455901610621
1967-04-01,5.991036312345654,8.228481912170311,7.190600455237301,12.918808318203244,5.701417138530232,7.348880179477267,15.88329548459247,7.473018713913187,6.721090161966051
1967-05-01,2.7720715131704,8.157559038500834,7.257202366212177,13.077650565454416,4.9909535871718465,7.378994814523866,12.62608163966908,7.431285170668999,6.2381442845968245
1967-06-01,2.7760302603659275,7.659317209957928,7.101374903125669,12.765163677121729,4.587771180874455,7.37247374040621,10.46660588767315,7.188563945752168,5.335797675692373
1967-07-01,2.5261783066521906,7.285626942376426,7.03606309442239,12.075718249227164,8.068687543904035,7.1851506536819425,6.7426657481566785,6.829322893805486,4.405504611137946
1967-08-01,4.223496628369511,7.132910256449858,6.909042087076986,10.545289225222064,10.085067951710785,7.090783423257505,5.401224252985954,6.46432197542636,3.9709173750942197
1967-09-01,5.122262632607165,7.659807560202069,7.031310857563727,10.412986635670133,10.03897301629593,6.918467468333041,4.922327400262624,6.384549465086322,3.514108301112147
1967-10-01,5.105039256546371,7.4243603338678765,7.0630920403701865,9.720983461786108,9.394905122666827,7.119326441085653,5.253644349507318,6.449007996647015,4.108457598014365
1967-11-01,7.088170063648016,7.656998688844033,7.082442282741545,11.14214059779081,9.085167624223342,7.134958648653405,6.0511434921841705,6.76203865334482,4.339493581978669
1967-12-01,6.052866572155139,7.771187513811627,7.079552780916261,10.517303033278251,8.6588739408601,7.211259368513756,6.982966185110702,6.867873734580285,5.0044357020422074
1968-01-01,5.516480657633169,7.987526672774889,6.8622732857529565,10.187977702084224,8.522595835307264,7.082464609263911,9.816182583999632,6.863652254441164,6.008726219448012
