,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1965-01-01,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,
1967-01-01,18.216885482650188,9.863542308731114,19.33675744033888,11.998135055845161,16.11714910393179,13.357170854188483,11.359808973037069,28.945463342091557,3.7321309514056917,15.507324044535165,10.215782403961125,122.34071309281333
1967-02-01,19.031664441060332,10.85338023615177,17.840451609973705,11.829767299379203,17.72873984230518,12.849846958448108,11.198653240771828,36.27051474891584,4.601970304783616,15.6159827964936,9.181084478245255,70.74132217518627
1967-03-01,19.35732816778958,12.779814806010659,18.239909185441867,12.087619501349026,17.608900332888762,14.432794879676626,11.277606537028323,38.33495598864243,15.282976377845367,14.894987660944956,9.685649989355653,45.233412426178596
1967-04-01,20.592902928646392,13.84969597661934,18.012402655983884,12.605332567072796,16.49162904582586,11.78553126193963,11.30535960284108,36.4423174177164,22.451556074036766,14.57697348177169,9.231069388966823,18.70056571088072
1967-05-01,20.63604298305033,7.018941753873651,19.398956614723527,12.751930720786014,13.317081739506012,12.16055947919258,11.654600880515861,29.65456629102896,0.0,13.853107946849475,8.67140931610691,0.0
1967-06-01,19.908408253360996,7.0562208339715635,22.705341498588034,12.690295430327081,12.527168029418625,11.696469649344895,12.234323608295604,28.260781280392443,0.0,14.624032005710127,7.676507889210744,0.0
1967-07-01,18.62066220054925,4.105737208313914,27.902953861494982,12.73333250184256,14.068004784651585,20.36606260315493,12.527958166077486,20.820546604996974,0.0,15.620427747842108,10.452420013994171,78.52386461481035
1967-08-01,16.605278346584935,8.972908323802862,28.56785101708737,12.344804002884642,17.83831562053818,22.81003421417627,12.99900850726685,16.54263822106606,1.352797920149441,17.06207096595529,15.462237996592037,152.2932015315658
1967-09-01,16.473087524848825,12.014390538766795,29.21007453407626,12.41271152306071,19.997795346093216,22.136324611240425,13.265562167031401,16.006323142723755,4.225845508294164,17.82469584989956,12.8723634037152,181.9517833274943
