,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7
1965-01-01,,,,,,,
1965-02-01,,,,,,,
1965-03-01,,,,,,,
1965-04-01,,,,,,,
1965-05-01,,,,,,,
1965-06-01,,,,,,,
1965-07-01,,,,,,,
1965-08-01,,,,,,,
1965-09-01,,,,,,,
1965-10-01,,,,,,,
1965-11-01,,,,,,,
1965-12-01,,,,,,,
1966-01-01,,,,,,,
1966-02-01,,,,,,,
1966-03-01,,,,,,,
1966-04-01,,,,,,,
1966-05-01,,,,,,,
1966-06-01,,,,,,,
1966-07-01,,,,,,,
1966-08-01,,,,,,,
1966-09-01,,,,,,,
1966-10-01,,,,,,,
1966-11-01,,,,,,,
1966-12-01,,,,,,,
1967-01-01,7.341589338759951,17.22721197146889,5.390279316219292,18.62362633028218,8.536925959232383,9.797533304494106,5.865294843613066
1967-02-01,7.362345123987413,17.9310739698207,6.168341647151205,26.999752181042226,8.674185621537267,11.547750078562377,7.222590931056793
1967-03-01,7.863665920917154,18.527961878873842,6.1715864770141815,27.855182108437234,8.783563082530996,11.976884165290047,7.1134039333090255
1967-04-01,7.842795998445808,19.57705542038478,6.108766392775527,24.020044513738927,8.395523028462469,12.11572369918648,6.5919331644170045
1967-05-01,8.157588217090089,19.907061143151942,6.364397284824724,17.676776604908966,8.341979953716182,11.363048551100093,5.899833672027862
1967-06-01,7.935815858484384,19.2841499496337,5.815445264301103,14.967292224712931,7.758713841952768,9.891100998679422,6.0942210217315305
1967-07-01,7.913096766319452,17.980084832882092,4.906884559788555,9.116860414556179,7.325563167984163,7.828313122852999,5.509801889378247
1967-08-01,7.326080788124903,15.259762827151679,4.345079761075884,7.410446478235568,7.081854924277602,6.140214753018406,5.907200957907726
1967-09-01,7.494214025604856,15.014426282593744,4.826533676650736,6.4473265727254665,7.160767526060738,6.16629175191507,5.266907467845597
1967-10-01,7.300126547621344,13.72704622458818,4.422518644077687,7.660052653337234,7.500169336231078,6.037631584223375,5.935707540241701
1967-11-01,7.236929592301985,15.91406149086896,4.643285252096272,8.975092787905501,7.782586726226452,6.494960713036139,5.524597498464576
1967-12-01,7.575711567812686,14.90353112576964,5.048650635733016,9.751094519908587,8.286807491259708,7.5242445490059815,5.76060798609846
1968-01-01,7.464601617598325,14.428427104871515,5.643397515395949,12.303817547970354,8.507728265119573,9.651570926068104,6.403998659447606
1968-02-01,7.508122888540243,16.673559997212305,6.245622160304903,23.322719433555534,8.565426532946738,11.305748331247433,6.643339260418021
1968-03-01,7.6277621873735075,16.506077491553015,6.753157437242031,25.31970002529743,8.759431609837687,12.008715851298758,6.797112843329514
1968-04-01,8.142776367760703,19.11212283875251,6.537279803027337,22.252423465615156,8.950899745464309,11.966988900175762,7.28185501224504
1968-05-01,8.25300449399221,19.477217353207397,5.5800535940004234,13.948863646452438,8.692656556700626,10.661619140211142,6.256866709483548
