,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11
1965-01-01,,,,,,,,,,,
1965-02-01,,,,,,,,,,,
1965-03-01,,,,,,,,,,,
1965-04-01,,,,,,,,,,,
1965-05-01,,,,,,,,,,,
1965-06-01,,,,,,,,,,,
1965-07-01,,,,,,,,,,,
1965-08-01,,,,,,,,,,,
1965-09-01,,,,,,,,,,,
1965-10-01,,,,,,,,,,,
1965-11-01,,,,,,,,,,,
1965-12-01,,,,,,,,,,,
1966-01-01,,,,,,,,,,,
1966-02-01,,,,,,,,,,,
1966-03-01,,,,,,,,,,,
1966-04-01,,,,,,,,,,,
1966-05-01,,,,,,,,,,,
1966-06-01,,,,,,,,,,,
1966-07-01,,,,,,,,,,,
1966-08-01,,,,,,,,,,,
1966-09-01,,,,,,,,,,,
1966-10-01,,,,,,,,,,,
1966-11-01,,,,,,,,,,,
1966-12-01,,,,,,,,,,,
1967-01-01,30.422034626766024,227.2054316107718,108.11503552389335,15.029693906614874,464.45466311602183,106.87897926525062,292.1011373655132,721.7952785839019,41.6181974391663,158.99079824645358,646.7657704044728
1967-02-01,31.181649928883463,234.95142025365624,111.75329290421213,15.20276488587087,489.00776889285265,107.40492095465451,436.0807791192542,709.5655039655795,42.03598130040577,153.45656349677927,651.6320711093963
1967-03-01,36.13602303140277,145.25753966743952,135.5396730745126,15.409998533192779,312.4596298013772,104.91926029338792,300.50459145866466,863.2452404706504,46.972305791169106,180.55121820256002,751.3180292754467
1967-04-01,38.47102230285152,120.53717907182175,147.6148953643666,15.675867943890031,0.0,120.46728472378955,0.0,913.2051193556493,50.47396226315708,188.25923857503173,789.4495508322025
1967-05-01,38.65350110489234,212.3731913386115,144.55292194328035,15.383511959805768,0.0,145.9593598650293,0.0,871.2744448265248,49.85043156156615,193.5463034230651,770.5858173556076
1967-06-01,37.649026615535576,337.58688492083905,132.08758696870555,15.180705060251421,466.67897702738884,167.90265296766282,585.1493516773756,691.3369103358878,43.70098468517487,195.27509275701414,719.4663622244032
1967-07-01,33.83208054742816,303.41337196242046,92.06676922037569,14.727311079510383,381.44058580350253,173.96659223531378,540.8316008951977,0.0,36.50157905327448,191.5717451380031,582.4986540826517
1967-08-01,28.95568948663139,348.5350989840854,5.616063932344091,14.360979722161616,526.8521835707286,187.64078310665485,609.1012374761092,201.43737769334743,37.29992914470569,176.33739888204607,0.0
1967-09-01,34.224830821056656,394.8208573460252,92.8566527078695,14.779850972480135,704.0991296952376,191.9722650928788,725.0445736760603,456.62783798628544,37.62517857680498,194.03135853475987,614.899887574722
1967-10-01,39.24176556547708,373.45410440924286,139.90188642428276,15.07169057355285,573.9244411289656,194.20911861171248,589.6048502741298,803.7835089869176,45.228414817391,213.5031847900127,842.6331019311177
