,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5
1969-01-01,2.5985406331434793,9.024792438109568,5.809725042005044,7.817725104698077,8.325927893912539
1969-02-01,3.2795184131594124,8.830938724193752,5.435655899558232,7.774773985052443,8.669272838707435
1969-03-01,3.8239231989121274,8.91253278658237,5.888135517643687,7.424643377160135,8.914846376940048
1969-04-01,4.049755857257394,9.020268743892094,5.882394341558094,6.807382281401032,8.83431696487407
1969-05-01,4.465241791210955,8.829638774581316,5.856967203772895,6.131630150608166,8.152851944234854
1969-06-01,4.613156186162554,8.581253414391867,4.975389720286315,5.360554356309534,7.502083945344414
1969-07-01,4.0427194440001255,8.63565860969155,5.356926266688152,5.013765658437803,7.026968395671789
1969-08-01,4.229680263829899,7.896214321823496,5.1412026323052356,5.010393937397036,6.526997927718944
1969-09-01,3.3220825466470334,8.322606323290085,4.694590336719839,5.049410044248399,6.670741684725503
1969-10-01,3.405090679825848,8.532962539897504,4.064059909804615,5.7989841197796546,7.428043916917068
1969-11-01,3.2727933544225394,8.860039988384697,4.515898900517763,6.142339714061339,8.148683335107375
1969-12-01,3.148486582760005,9.043196098185845,5.43542705728754,7.283733560469075,8.51131374257916
1970-01-01,3.423251860656646,8.81454382267802,6.036301173375132,7.7395451521898675,8.653590008624853
1970-02-01,3.6813816529334917,8.351781989742253,5.1559132338273175,7.611287147743857,8.804518855318447
1970-03-01,4.135890783956285,8.798358029626478,5.891124939524941,7.372397569413555,8.83750639255472
1970-04-01,3.9398845135762564,8.68400009577272,6.220328275780761,7.565745503716375,8.478315782126659
1970-05-01,4.241770444246357,8.740696324713078,6.066260175760688,7.029696997376142,7.723591754953611
1970-06-01,4.250855108760558,8.819723481530435,5.278248053221772,5.962059362859444,7.604457331449046
1970-07-01,3.8362737488116374,8.593028224709863,5.078904637332988,5.6280402347555265,6.872826953006593
1970-08-01,4.0099342009501475,8.327110387228254,4.773976500768336,5.305437070067684,6.576951626922298
1970-09-01,3.8198406796238165,8.32142068009462,4.190818873447712,4.560576146563406,7.172866955182586
1970-10-01,3.6716471803026867,8.917173294032086,3.7918318438467677,4.8011566428570775,7.575688805416836
1970-11-01,2.6564481602347803,9.201566664461364,3.83641582055271,5.819699451132948,7.673923772369879
1970-12-01,3.066521017616325,8.938845339039256,4.181819013243531,6.328694615068121,8.374113509862033
1971-01-01,2.9088822463475092,8.682085575140464,4.2684212122623935,6.7687301117194,8.5348323546107
1971-02-01,3.49756629111885,8.416854989711931,4.027867695686484,6.988228004431604,8.536032236115691
1971-03-01,4.332877134438121,8.709610787558422,5.025837724280161,7.2304410627488425,8.785223552503309
1971-04-01,3.731408088340865,9.184095824317385,6.24664606647989,7.480688110832727,8.98745883352403
1971-05-01,3.860708644904832,8.948295063644117,6.038954051048017,7.12972746397811,8.43927053383401
1971-06-01,3.986217742014984,8.871978554096113,5.138482652200484,5.707587401382753,7.2382654260026
1971-07-01,3.9283821289399543,8.61728247666357,5.653880212439409,5.787788504615204,6.990171330333583
1971-08-01,3.7982888652805156,8.26864987479846,5.425104350745447,5.591422843141951,6.594108047434689
1971-09-01,3.628668060476502,8.642351322039433,3.861663470054385,4.87044098608168,7.122229825771224
1971-10-01,3.9807011487664985,8.974248648794356,4.51849175805631,5.539793783792781,7.594300274560304
1971-11-01,3.4370865741087164,9.06146900813098,4.537685300480583,6.396794337088715,7.9947399107854915
1971-12-01,2.98128483659569,8.893654247111138,4.905660381825697,6.7445279205584825,8.256333860347098
1972-01-01,3.095612185628316,8.779742854531023,5.883846719765118,7.6699675289896465,8.699958204804092
1972-02-01,3.4007625020771868,8.528166394225776,5.754253565635879,7.681380872004085,8.395783521937158
1972-03-01,3.8759368350563252,8.563395781415654,5.695938192458477,7.956478611618588,8.766842780204847
1972-04-01,3.529853607864503,8.982689425739592,6.070443767557393,7.378700235962944,8.906656258474252
1972-05-01,4.1400217719505505,8.733515272388296,6.255025312124413,7.01465900820502,8.187051458856736
1972-06-01,3.969014637647958,8.422714932057316,6.250324240025502,6.203602352168829,7.45508464723646
1972-07-01,3.9635938305361313,8.395547789854605,5.50363089691944,5.240337922826525,6.905688145761641
1972-08-01,3.862515453876842,7.947457177026828,5.659135382744681,5.501331177579014,6.618809251736616
1972-09-01,3.417626816061505,7.879943065436873,4.542159803617325,5.79762198226384,6.594839247832305
1972-10-01,3.3328131155198313,8.706693227239763,5.3707127929126575,6.276073029936603,7.4746170831574315
1972-11-01,3.3228359202595064,8.895176359975785,5.530190062916211,6.302342788828453,7.985924187612573
1972-12-01,3.0341787463525227,9.206886914652882,5.679383617007618,7.4089785421902175,8.423650895980478
1973-01-01,2.503370569289582,9.049250154792697,5.439995555701112,7.438777061832459,8.805381666364877
1973-02-01,2.849540358715246,8.89466822079755,5.925835226268695,7.462943861265869,8.945748749727418
1973-03-01,3.402200970854996,8.972052373032497,5.20292704979207,7.553667647883409,8.951594084671557
1973-04-01,3.860080375495417,9.195853563495739,5.104293468217758,7.327808516148308,8.981470615672292
1973-05-01,4.041222896345027,9.079785145229275,5.914599956921078,6.945842869676491,8.113072210317583
1973-06-01,4.646048619925634,8.784089846867179,5.377860285836307,6.211157600886137,7.517817173379103
1973-07-01,3.9408632783104576,8.666061529475567,5.083974786063915,5.36221611957099,6.911236448169478
1973-08-01,3.8234304342407515,8.359200811526204,4.709312906139778,5.3256356042616035,6.596181065580506
1973-09-01,3.763741118354913,8.654052128571177,4.006821058086977,4.853126153179453,6.849595126538366
1973-10-01,3.425632392695291,8.943189246821996,4.193531727120678,5.263087375653638,7.480912043991354
1973-11-01,3.1124910169848232,9.22169567075325,3.8611644360744912,5.222249162293525,7.962355483518161
1973-12-01,3.03677866896008,9.11838604756341,3.838152339847911,6.210467673091879,8.49777003831398
1974-01-01,3.20897581304619,8.503466093177499,3.7452616737402917,6.373934243923734,8.581616277955181
1974-02-01,3.693616984123851,8.437400358261787,4.28803016853341,6.680376326729653,8.755430475953515
1974-03-01,4.021341353884873,8.504942812702513,3.9440108927379147,7.240354401071746,8.846961863247763
1974-04-01,4.865073818298581,8.947855193527634,5.298771435374255,7.250573831786953,8.935228987512444
1974-05-01,4.8405777737916,8.762306321884042,5.628705665180513,7.331398384296577,8.39331019508651
1974-06-01,4.745044847770897,8.924896404281467,5.393296263992639,6.596286942259781,7.684852029423129
1974-07-01,4.613597072533043,8.645497191658546,5.541325062915281,5.406502423480649,7.375007568357393
1974-08-01,3.949012426388653,7.996083911050045,5.102265335254571,4.83342030917225,6.512913214122744
1974-09-01,3.979502097443769,8.418598740176247,4.454243455776645,4.942894934954979,6.655423924913089
1974-10-01,3.433902884147127,8.844184080442476,4.372417289332007,5.089317281711683,7.347844490360448
1974-11-01,2.677095051507823,8.894360390240003,4.274517346489779,5.744484717206953,7.70997594391522
1974-12-01,3.095548239543273,9.028392955462271,4.940901531433682,7.337144759348521,8.1155441063347
1975-01-01,2.4987781121440666,8.883923952714504,5.401948091191408,7.6663074299249026,8.555173071387284
1975-02-01,3.3580398365287145,8.953908851853523,5.261391353773257,7.617788262711712,8.697474340355292
1975-03-01,3.5518907881675155,8.854991007260773,5.134016751015322,7.615784931723922,8.64731571962327
1975-04-01,3.521096835354179,9.083370430762068,5.552052613434013,7.748667123112142,8.536862667098513
1975-05-01,3.6778627183121033,9.029344023245871,5.848628383098421,7.065873419823089,7.829922140454784
1975-06-01,4.534772775598801,8.891821410429635,5.550369980935025,6.082153969766785,7.417715657199924
1975-07-01,3.3851596183218238,8.74096789501924,5.731360969694631,6.145821739309577,6.914551870642921
1975-08-01,3.9718188132772534,8.376434667420842,4.979006481340552,5.2838622992738,6.184638823676757
1975-09-01,3.9407421717671807,8.431142650070845,4.483689577769477,4.832683388506478,6.506927620226267
1975-10-01,3.753050473750745,8.915363886758533,4.084521099063662,4.384813000686917,7.215283605709297
1975-11-01,2.774693177551905,9.143071339089007,4.104164799864568,5.536134477201718,7.814404079682361
1975-12-01,2.482464206603198,8.893263687134565,4.061168016886388,6.547813098565494,8.286515032519057
1976-01-01,3.1102687691140445,8.685829108406,4.215444005781478,7.2032633384645965,8.820206572312937
1976-02-01,3.0321556600688737,8.483747512194627,4.833714391527447,8.008709318075647,8.742329710597238
1976-03-01,3.372991652093636,8.432493741930237,5.682845635305077,8.003667090779478,8.718522865763497
1976-04-01,4.36030497416342,8.997596165723172,5.773803751208772,7.72351932216541,8.438348380304218
1976-05-01,3.807211836511457,8.82145509714487,5.993788594975602,7.093344832623916,7.956088278963525
1976-06-01,3.7535346316609814,8.449020338352254,6.143448741504037,6.833184111002071,7.562622514644189
1976-07-01,3.5339624587114913,7.813050028919744,5.649521177847678,5.561688605019768,6.50558808345965
1976-08-01,3.4320791985697046,7.656203089321894,5.4806550111193735,5.1547368873403325,6.1976560407128805
1976-09-01,3.6468728821810026,7.7210237810043925,4.818119901185715,5.4473950939937135,6.9944427472955875
1976-10-01,3.161150950360008,8.453675166963087,5.3729133913983445,5.636483790266655,7.635616079847508
1976-11-01,2.026421573521834,8.915859443848552,4.932675593447295,6.3469896139743085,7.849051761098359
1976-12-01,2.8133760460321753,8.761530202693132,4.85407677337331,7.79116702698834,8.099773923200873
1977-01-01,3.1641173083378042,8.749478457026926,6.17623347582071,8.414190014590844,8.508971139709184
1977-02-01,3.2999201224764687,8.547419266547335,5.885241338452686,8.35241077157386,8.135499922173846
1977-03-01,3.501798996553928,8.300419358334434,6.1926344592917895,8.481409785787847,8.637774385550678
1977-04-01,3.426485942939863,8.831847257268524,6.329914181445024,8.026438542921914,8.702206341938389
1977-05-01,3.865835594917044,8.6456363491541,5.710083737999158,7.114334880716683,8.038862653590286
1977-06-01,3.7788616157919765,8.25421710617459,5.720552371075942,6.240995541541186,7.430170319818952
1977-07-01,4.321210895258152,7.661170498310893,5.203604910870431,5.620693218746865,6.47354067399285
1977-08-01,4.038640236506119,7.524900940532389,4.230291094365465,5.059659254777092,6.661711563002081
1977-09-01,4.033675413194282,7.8795057415470975,4.348511916779136,5.465426028092048,6.757882612258038
1977-10-01,3.6842385151511254,8.24198051684388,5.186163927148577,5.704506214798468,7.3193524984401295
1977-11-01,3.025504931900706,8.586539731402029,4.713305831001763,6.340683176554831,8.017996204840536
1977-12-01,2.8666005313604166,8.879960151639267,4.985558363881595,7.248778405086155,8.341241588642314
1978-01-01,2.992259734787123,8.712933488886662,5.238451009783674,7.7154279340419345,8.462011397934154
1978-02-01,3.401811851821834,8.472914334638164,6.2671659495549275,7.867149761779107,8.460842087043579
1978-03-01,3.8952182159441846,8.783094168071335,5.432298618992919,8.105908073427143,8.78021037855077
1978-04-01,3.1528020571572113,8.897175532048763,6.790677675389312,7.715388165270351,8.80332730549805
1978-05-01,3.463374703564683,8.655455061654378,6.293101261847509,6.711068724468485,8.083248572805605
1978-06-01,4.023106155434381,8.647936082298402,5.656009534944228,5.641278905348213,7.281960779882524
1978-07-01,4.2499244641644145,8.64282577633402,5.556097082919199,5.515587366422723,6.967991112350623
1978-08-01,3.604838702259145,8.175271069782791,4.803597140578882,4.817029082574006,6.67975071990364
1978-09-01,3.767171116640747,8.306794548975255,4.87366457530401,4.854264320461085,6.834891432193304
1978-10-01,2.869869208502804,8.570152456310852,4.535295191449487,5.34201291814823,7.52159727630753
1978-11-01,3.1271421295655055,8.794505975757556,4.39488574632153,6.234145298971865,8.100467081755982
1978-12-01,3.4504035744217445,8.875575721661326,5.675119164284748,7.294989899525883,8.398955977463796
1979-01-01,3.0470452652592455,8.610816697571853,5.845442729908324,7.974432344973611,8.605012755176833
1979-02-01,3.5680969921229315,8.499054194540264,6.178033364827118,7.486726406533756,8.428093912016772
1979-03-01,3.528552870321805,8.692820952426535,5.516873887880663,7.694336045516254,8.713551757520117
1979-04-01,4.308496621136692,8.899820937695798,5.517268124921788,7.588646203723413,8.906020363263032
1979-05-01,4.142240877843132,8.629743927680792,5.600730020587922,7.079626785035085,8.039385293867921
1979-06-01,3.505482242850186,8.67183537489466,5.043813535009602,6.349892852907254,6.766493965106018
1979-07-01,3.9927733890701536,8.29866471462999,5.19815868996108,5.816118508051872,6.64582395691407
1979-08-01,3.7950964043595268,7.815570228227686,5.365006172955569,5.211586652721932,6.463779173524844
1979-09-01,3.5519043795598746,7.881331664352497,4.7238095384451295,4.865151869336397,6.524014994244716
1979-10-01,3.6138975769300097,8.558319386621708,3.9850746056520623,5.8284370335955185,7.15422237574796
1979-11-01,3.590012304153491,8.576528656118334,5.36658205106535,5.727171113119738,7.891603562436433
1979-12-01,3.256674018768741,8.85974605216479,5.557284525194248,7.067049153269002,8.480372505006569
1980-01-01,3.1933318120798266,8.613923859644927,5.379740430180197,7.452678457105831,8.5488486284514
1980-02-01,3.3781404400605224,8.323656434199291,5.1824629820040675,7.664192703247085,8.415028662079495
1980-03-01,3.929926143707367,8.599750083946077,5.3479960616820845,7.477030714696136,8.864303900881554
1980-04-01,3.2816886645574415,8.740425355024565,5.97003066691259,7.573368679132521,8.723330164343086
1980-05-01,3.8438021112356635,8.601447685894987,5.975695806082774,6.658890453863774,7.841912891816276
1980-06-01,3.673409930576838,8.549350880407664,6.028116452555495,5.264089308443082,7.132701255556433
1980-07-01,4.677216456038761,7.9767990015293355,5.174221437837664,4.766116295373042,6.84647899628717
1980-08-01,4.128798231550966,7.782655256023852,4.410876906953155,4.822091961691008,6.405178006134131
1980-09-01,3.671804761594144,8.10542773228465,4.110613745410365,4.519290061278875,6.999339572605166
1980-10-01,3.16236921390684,8.532324545446517,4.2832013004177085,5.059520104841077,7.0198534128559364
1980-11-01,3.0266673009662948,8.914451347942157,3.8131653372218666,5.583257940652746,7.422044060563743
1980-12-01,2.6274758410197467,9.01794157624744,4.290803744266529,7.16428530250915,8.553967888223054
1981-01-01,3.0891377772014397,8.554319250082665,4.138789969451698,7.735130659653896,8.545353021034634
1981-02-01,3.2573149012705973,8.151103918689921,4.070534376117402,7.661798215234051,8.971973382603437
1981-03-01,3.0411893664137994,8.64606774538146,5.832148046172099,7.791860567581062,9.033981570012777
1981-04-01,3.722314137455097,8.83156836149733,5.371258319728926,7.22520240780326,8.699501421568025
1981-05-01,4.198566895292283,8.748094363434666,5.284926696667486,7.167611641757459,8.251927681207121
1981-06-01,4.645370243086905,8.30631710899418,6.012726253858691,6.09690940939151,7.444358705480118
1981-07-01,4.393986395077116,8.003722197735456,4.598969924683101,5.15009617772564,6.799825470344112
1981-08-01,3.8849536878654143,7.971915356940427,4.740038503372375,4.803504039622207,6.154042956329793
1981-09-01,3.6867468002617976,7.8680186962074705,4.429367667558535,4.250811544596388,6.327788165929655
1981-10-01,3.5549825653517195,8.667854952075098,4.13545152775949,4.94310083154051,6.895033076854604
1981-11-01,3.340705587131131,8.893995857607731,4.392123753788304,6.130114496029,7.7159337140282895
1981-12-01,3.0632365072639787,8.680404302603206,4.43355370028941,6.707981354147581,8.435466154136853
1982-01-01,3.2361605367628363,8.769092824263783,4.1690728170485105,7.242902965059496,8.413824994061196
1982-02-01,4.536148760096668,8.563605029297356,3.877689905838533,7.454803647290767,8.35112188491104
1982-03-01,3.8757545351333658,8.80903407556114,4.982228692749717,7.5141151130470965,8.41120957064954
1982-04-01,4.777580239043273,8.781243243980278,5.161530258536753,7.46907857687629,8.668769355655746
1982-05-01,4.907511561171924,8.849666288895245,5.81314175973279,7.159852958703015,7.946399984649432
1982-06-01,4.348704727648717,8.703416726738272,5.827438983946951,6.258153769405826,7.501564880908955
1982-07-01,4.197433995252647,8.050247408090948,5.266451646727224,5.600849647682651,6.961833022139315
1982-08-01,3.979704534263525,7.284412612712383,5.192137444239835,5.256482970278639,6.472323233826593
1982-09-01,3.91133094120409,7.6655083564568525,5.037611747498615,5.617416078457272,6.777524551914256
1982-10-01,3.552932784445326,8.34018870379589,4.1438443654020025,5.554825630943908,7.4623340183254285
1982-11-01,2.807722740717262,8.385817754365013,5.062541743345331,6.101380704099868,7.682799560583853
1982-12-01,3.2499331833035483,9.19822962095396,4.813071718852211,6.508130559281026,8.642340498494447
1983-01-01,2.9422311367829925,9.030752654416817,6.194346777440011,6.977147975303899,8.95330480434053
1983-02-01,4.029715919574217,8.94874998761689,5.468627536204302,6.964019761882481,8.804346815774563
1983-03-01,4.3529164285523505,8.889263129114044,5.6294882502147034,7.304030082322599,9.003262639834114
1983-04-01,4.5280566794564105,8.983011483556982,5.8468714458964115,7.473022566840998,9.02579638539263
1983-05-01,4.042858762572837,8.570120186931982,5.776812728146714,6.759108547289504,8.507365413941768
1983-06-01,4.143817133241394,8.406687966025297,5.485751749550237,6.527996536524554,8.081859776227724
1983-07-01,4.350575147282022,7.842638562110739,4.924967822857601,5.911468173417561,7.318210365081392
1983-08-01,4.174465305990916,7.495620878503137,4.110356505421565,4.555783817423159,6.54950856898076
1983-09-01,4.119659703565349,8.015750793042846,4.155750104185133,4.819485219236944,7.2232410192618755
1983-10-01,3.721622480316473,8.490283985830674,3.9468604710805657,4.3260827171403236,7.612228787064503
1983-11-01,3.281450891204312,8.917676743039895,4.044475113332275,5.050527660921894,8.040218866758075
1983-12-01,2.913593529732843,8.866023195927754,5.327416915392345,6.7055797391696155,8.595740143068845
1984-01-01,3.302887745373256,8.658338894146274,5.302055344293828,7.9224469461127995,8.504960140788011
1984-02-01,3.599809933975462,8.25069434923448,5.890745183022993,7.582339778337971,8.691907744467901
1984-03-01,4.2756956337052925,8.542477995097492,5.695093731238506,7.424133300364993,8.641386195025179
1984-04-01,4.443822268921737,8.887720842839032,6.2602677304207575,7.064360740635914,8.699773890672796
1984-05-01,3.8789705244011388,8.509228053962946,5.327545198276194,6.154493571217895,8.392914610374943
1984-06-01,4.843157966656807,8.429718701662622,5.285866479540999,5.496563497233626,7.484997115666318
1984-07-01,3.8263536470423896,8.340401576760554,5.1565011825173075,5.132369660683602,7.4071698160587
1984-08-01,3.5402420587879675,8.457853265886998,4.682612674328669,4.696503741862888,7.068843781033225
1984-09-01,4.059604212785358,8.538072331619544,4.533125303385691,5.069875191169359,6.932987693684844
1984-10-01,3.430510119616263,8.842402929996926,4.54666263863989,4.785044423773975,7.1318257818208695
1984-11-01,3.1311571175729225,9.018404934712635,4.6363919887883,5.907763455303118,8.10462608274425
1984-12-01,2.841012199722845,8.911489000350908,5.390063284105316,7.12996545404847,8.398886379538721
1985-01-01,3.1378399755148925,8.844869502385185,5.91982780714155,8.102558216203022,8.724228113545017
1985-02-01,4.016831150591709,8.675310254923087,4.953986073725781,7.749067030487496,8.741217886249462
1985-03-01,3.369585207617986,8.802112181514952,6.519187380985627,8.031074090888652,8.757521567298559
1985-04-01,3.9458445350127547,8.985555082601431,6.1271304110216835,7.532257228060229,8.70526469126805
1985-05-01,4.767925982604796,8.872844612067519,5.984126616911422,6.822605154101195,8.172291133093143
1985-06-01,4.187334970504048,8.855380778781328,5.815927696158315,5.772468330122849,7.239638014135053
1985-07-01,4.224481357068545,8.20343096505985,5.836808125774074,5.374364389384941,7.077677989256812
1985-08-01,4.108836623313559,8.122941827863205,5.507795480358351,5.239107602849229,6.41296858397808
1985-09-01,4.110288822168995,8.21606561370964,5.132759272551958,4.857984206951662,6.611058869382908
1985-10-01,3.233009455036315,8.806121734173683,5.064039936377118,5.509506657932707,7.57021766519129
1985-11-01,3.611773548950072,9.002360015337615,4.441054781018069,5.2733499084045325,7.921726448660076
1985-12-01,2.9193829542454552,8.77001702347171,5.153045241335143,6.985565894405068,8.415948688928307
1986-01-01,3.5235876326550186,8.286448507988906,4.486513492829748,7.399769168836432,8.803566273204186
1986-02-01,3.2926893456161124,8.321882195221844,4.676598770065817,7.5754455894649295,8.932867637014997
1986-03-01,3.584995370726429,8.592250532593662,5.070267473803999,7.574139535250442,8.81477651912632
1986-04-01,4.368717177611206,8.91159172681674,5.669665322522825,7.575816573138188,8.884842903793425
1986-05-01,3.615817667354797,8.622241048108542,5.656990174331556,7.096410914886496,8.482147152267885
1986-06-01,4.850847185459004,8.503900934471524,5.178095926877149,6.008654685707905,7.343614969269566
1986-07-01,4.351154067712693,8.4195224557523,5.3889545015826945,5.919474360101171,7.006179790602155
1986-08-01,4.4977687415918055,8.298608056652526,5.180094890630241,5.565167897863883,6.60539625588845
1986-09-01,3.37915835458911,8.146257027563424,5.199056052324995,5.5945996837309595,6.498451237704498
1986-10-01,3.803883816299469,8.699017152760511,4.623712182455601,6.227475787497165,6.9365245058622325
1986-11-01,3.3316428185043474,8.942973696118223,4.050401237129177,6.070378069180298,7.884293451939309
1986-12-01,2.9164733150016557,9.044121750622073,5.354005770020447,7.189008569617359,8.526589361705382
1987-01-01,2.7421257126962715,8.89023637913329,5.692683409239735,7.653935471203961,8.664333916442716
1987-02-01,3.8210847688547265,8.44197560408746,5.739216113205325,7.442105202237417,8.91552966848595
1987-03-01,4.675845913395179,8.804862704306343,6.349178893780369,7.782698220434631,9.109016189470895
1987-04-01,3.8167031476084707,8.724448641000215,6.18377762227464,7.469410350431137,8.63993917927765
1987-05-01,3.5751419693053528,8.67677569386559,6.04097667592914,7.036831037835862,8.096609927543428
1987-06-01,4.486599968110675,8.449217031596959,5.157233647919625,5.538338514548175,7.283987529301929
1987-07-01,4.11650014546964,8.255040451599408,5.818429633869359,5.905629894588761,6.697588340538938
1987-08-01,3.977864993369983,7.708961215603923,5.34333727395395,5.197391913057625,6.48281725789409
1987-09-01,3.6905192103919138,7.922529287063718,4.482413560099265,5.101639376892326,6.467992175946558
1987-10-01,3.309535521078201,8.545434407894696,5.127346357352187,5.097704781382006,7.0373692071850895
1987-11-01,3.7286008619237005,8.77311524465273,4.936660508562361,5.417254411253185,7.745605882108687
1987-12-01,3.145574610119007,8.826971881144134,4.512009786758613,6.2907391948926135,7.926351542443463
1988-01-01,3.3802473326477136,8.680136944163296,5.090155027325461,7.374511351945276,8.543127936504153
1988-02-01,3.8870474316972925,8.639026908530509,5.693880752622004,8.173486275894573,8.566340831472651
1988-03-01,3.9594264105109853,8.85896191938193,5.9617686229573845,7.5672875579533265,8.692125485892397
1988-04-01,2.983052151350737,8.901411867082127,6.563322536959238,7.27056316664468,8.902140556730144
1988-05-01,4.110059921442662,8.753446661660757,5.72037812847317,6.021412474935611,8.344067927564776
1988-06-01,4.632603773114915,8.780057123920532,5.208537063916787,5.654388231574198,7.577353535003108
1988-07-01,3.6338493505772567,8.22918589129731,5.11859989218359,5.3698185704990715,6.588611350999829
1988-08-01,4.673431007119573,8.143338218604162,4.752525279665315,5.347990934943787,6.3142571171607855
1988-09-01,4.099276852963082,8.589165389451168,3.8475237840419414,5.399920296979351,6.911985755750928
1988-10-01,3.268624524206847,8.913366033638608,3.926010210438877,5.314283796129746,6.939822561109092
1988-11-01,3.0486562480016146,9.002941429247207,3.968920369452616,5.3791940810663865,7.783392871611474
1988-12-01,2.6402219677015086,8.986914994520147,3.8829572924045026,6.8421927423546585,7.84290094296943
1989-01-01,3.712755700694343,8.853358576181876,4.499195237383304,6.94385929689895,8.064926199935185
1989-02-01,3.5306804029985868,8.554999349314532,4.911122049888254,7.431728036125213,8.379059858255323
1989-03-01,3.834037588279086,8.757738544777702,5.007796905863133,7.4838732955130345,8.62414181487465
1989-04-01,3.5575984248615393,8.766963282705463,4.998762437627468,6.503781538161998,8.809279272161726
1989-05-01,4.03048703618284,8.761407519328861,4.838272306488252,6.606158573525692,8.321421583216283
1989-06-01,3.8593182195671214,8.708290545064038,5.083024685481743,5.946807740869684,7.4664961369414495
1989-07-01,3.7858920702650787,8.695564754054798,5.272266232323554,5.458125210532141,6.9454188582474305
1989-08-01,3.618621465183452,8.641949992582179,4.960751026431982,5.193086664997268,6.634991640325219
1989-09-01,3.4419810613664326,8.548211809443721,4.1188949025247314,4.401630141104776,7.041735538148836
1989-10-01,3.3866024402849835,8.969252966930046,4.275212709860493,5.037984533002634,7.3767520423224395
1989-11-01,3.219152387887285,9.097317718765733,3.8685209985571323,5.927732659666734,7.913784163005671
1989-12-01,2.746145705409929,9.166578319749817,5.013940639030337,7.08898399532997,8.504743079562191
1990-01-01,3.126240041904081,8.87395436797264,3.745050081613594,6.561531280310171,8.502268549201963
1990-02-01,3.4703556967512927,8.951020477295332,4.938042020739772,7.371207927836585,9.013785473508833
1990-03-01,3.45365916505065,8.734227183425858,4.620106747896103,7.01859534677713,8.891513491896154
1990-04-01,3.586299330448656,8.926942403552946,5.593998770944935,7.522177256452861,8.560997773955934
1990-05-01,4.488243128888677,8.912244090339353,5.087127738774733,6.399062517315156,8.277317324172994
1990-06-01,3.4023871193241657,8.927509559881868,5.436477688470901,5.573328137166536,7.482231879221904
1990-07-01,4.402243153373553,8.554482040608969,5.270542076557372,5.600019947083755,6.692710940511524
1990-08-01,3.928280554947458,8.337500224868457,5.384433720066367,5.239877756747119,6.716827942407967
1990-09-01,3.3355359810387046,8.20572049492158,4.614091747338433,4.233259242753393,6.5689822662300665
