,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1965-01-01,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,
1967-01-01,28.571322762446865,19.043210466807377,13.672740053097156,23.770197991348528,13.47820792600187,43.38785285913757,53.27568295626893,96.56061593441223,11.324628759487556,39.240357021824686,22.88451370033773,16.36639898262955
1967-02-01,29.379298232944844,18.7394459745546,13.399355476126189,23.230401756924934,13.1521391513253,41.635398520601925,49.79114019498993,98.36879659170089,11.041283938476404,41.15413200691637,23.206465552773302,15.970137319376175
1967-03-01,26.40839111712397,19.050013240923544,13.100883026650546,20.634397747261836,13.094165323596233,34.63041692191582,39.2932286324731,75.03139403951249,11.00022212825417,35.19011306949861,21.188274576251807,15.190379941919387
1967-04-01,23.769468182135995,19.403015859770285,13.394545888227361,16.80797215262367,13.364555357121152,30.255268211463058,27.756336463007802,66.84233042204143,12.854663675286103,30.457425663065017,22.934787144719483,16.921002778309212
1967-05-01,19.764040825753497,19.501343604862736,13.611754183350117,14.742246371555957,13.555944105428901,21.134806253950103,16.00813459712608,57.93103747838688,14.275447794003647,25.514492351642417,25.195273586836805,17.589943253584263
1967-06-01,23.282047164470846,19.44931744984106,14.247327711595824,13.060465609397061,13.53414255617455,10.312319486154346,31.7895857079941,42.16645384928999,14.278099089984702,18.77835313968996,25.771507373391973,20.223750867926512
1967-07-01,40.749542272819255,19.669220739341593,14.509668024473791,24.714781531483005,13.433615284312944,10.788558939437833,22.67521997792366,48.45269085081164,14.317361169578948,34.47481139038487,32.444038662813135,21.930534650381027
1967-08-01,43.03025183200816,19.58618587248085,14.696250135254317,28.19444284568587,13.533876410303536,29.229483121234495,53.984720556617646,83.1880894692939,14.118306408081601,48.38117097851956,33.54020652476036,21.284823889436684
1967-09-01,46.137692417755225,19.688840191665694,14.693002414000702,27.816192225089818,13.641024292969991,34.14789608166827,52.720883783723096,91.69881168143883,14.464515603197615,49.67234511261302,32.8380685273236,21.419041918109684
