,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7,mpi_cluster8,mpi_cluster9,mpi_cluster10,mpi_cluster11,mpi_cluster12
1965-01-01,,,,,,,,,,,,
1965-02-01,,,,,,,,,,,,
1965-03-01,,,,,,,,,,,,
1965-04-01,,,,,,,,,,,,
1965-05-01,,,,,,,,,,,,
1965-06-01,,,,,,,,,,,,
1965-07-01,,,,,,,,,,,,
1965-08-01,,,,,,,,,,,,
1965-09-01,,,,,,,,,,,,
1965-10-01,,,,,,,,,,,,
1965-11-01,,,,,,,,,,,,
1965-12-01,,,,,,,,,,,,
1966-01-01,,,,,,,,,,,,
1966-02-01,,,,,,,,,,,,
1966-03-01,,,,,,,,,,,,
1966-04-01,,,,,,,,,,,,
1966-05-01,,,,,,,,,,,,
1966-06-01,,,,,,,,,,,,
1966-07-01,,,,,,,,,,,,
1966-08-01,,,,,,,,,,,,
1966-09-01,,,,,,,,,,,,
1966-10-01,,,,,,,,,,,,
1966-11-01,,,,,,,,,,,,
1966-12-01,,,,,,,,,,,,
1967-01-01,10.521317031832517,108.11503552389335,189.13895012038375,165.36406333372744,227.2054316107718,123.89785769141449,211.9191614523641,22.83877988675027,53.24869253784681,32.0645233025872,721.7952785839019,646.7657704044728
1967-02-01,10.587790896452997,111.75329290421213,231.2721370030267,166.61136365220662,234.95142025365624,123.58195109640508,204.17016285271936,23.100332980534674,53.97662907573305,32.88858315291334,709.5655039655795,651.6320711093963
1967-03-01,10.805835178847595,135.5396730745126,153.24105531501047,166.08911921121,145.25753966743952,126.04199076507417,238.50864044153008,24.042478158037735,60.069774594929214,38.63066561243232,863.2452404706504,751.3180292754467
1967-04-01,11.067132439804901,147.6148953643666,0.0,192.35514809374712,120.53717907182175,144.7095284214953,251.31171077661386,24.71046325012909,64.846368204831,40.65444046462871,913.2051193556493,789.4495508322025
1967-05-01,10.898405613395099,144.55292194328035,0.0,242.93058948385368,212.3731913386115,157.06335549607675,258.72633520336115,24.22712581073442,63.78248193825173,40.615618308853804,871.2744448265248,770.5858173556076
1967-06-01,10.580648635824003,132.08758696870555,262.95708217619114,280.0867263991592,337.58688492083905,164.74727280299498,259.70501157060744,23.757601544942816,55.37062149140669,39.379949559386326,691.3369103358878,719.4663622244032
1967-07-01,10.062018183974237,92.06676922037569,230.56804667467506,285.84768148819444,303.41337196242046,165.19097095297815,252.78010441961283,23.22459205800496,46.06347293298872,34.9717367053331,0.0,582.4986540826517
1967-08-01,9.78673077521359,5.616063932344091,283.98835526170944,315.0033035525102,348.5350989840854,164.11758398270953,230.85231461373135,21.976208802891485,48.787915869662356,29.444001705417826,201.43737769334743,0.0
1967-09-01,10.198188785239592,92.8566527078695,357.2859258428245,321.5445754974541,394.8208573460252,171.3350447165505,255.00486889905116,23.177831652963878,48.32284997932026,35.414636292008055,456.62783798628544,614.899887574722
