,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7
1965-01-01,,,,,,,
1965-02-01,,,,,,,
1965-03-01,,,,,,,
1965-04-01,,,,,,,
1965-05-01,,,,,,,
1965-06-01,,,,,,,
1965-07-01,,,,,,,
1965-08-01,,,,,,,
1965-09-01,,,,,,,
1965-10-01,,,,,,,
1965-11-01,,,,,,,
1965-12-01,,,,,,,
1966-01-01,,,,,,,
1966-02-01,,,,,,,
1966-03-01,,,,,,,
1966-04-01,,,,,,,
1966-05-01,,,,,,,
1966-06-01,,,,,,,
1966-07-01,,,,,,,
1966-08-01,,,,,,,
1966-09-01,,,,,,,
1966-10-01,,,,,,,
1966-11-01,,,,,,,
1966-12-01,,,,,,,
1967-01-01,8.789940895263356,6.694696915683439,2.9210113736551317,4.520363653740372,6.8413473479638105,5.521059621422119,7.217952785839019
1967-02-01,8.71734485758706,6.810865815135635,4.360807791192542,4.722385821060931,7.017274181239872,5.4787217533222705,7.095655039655795
1967-03-01,8.722448168663194,8.190070723267851,3.005045914586647,3.0715867489084396,8.220240154814253,4.963394441831849,8.632452404706504
1967-04-01,9.11682036253597,8.83249351578736,0.0,1.986029199451844,8.29916517152085,5.4492878169725,9.132051193556494
1967-05-01,8.715203128043937,8.767491293250343,0.0,4.229717474032076,8.352087142147136,7.151551526691058,8.712744448265248
1967-06-01,8.555291826786755,8.096998356253183,5.851493516773756,6.807045674198892,8.479755247293873,8.44878315096593,6.913369103358878
1967-07-01,8.132543238429983,5.358295810721559,5.408316008951976,6.154300213507797,8.115310075227985,8.490470863452911,0.0
1967-08-01,8.015510286709949,2.003252228424966,6.0910123747610925,6.92996112326625,7.321008856898299,9.252383255219211,2.0143737769334744
1967-09-01,8.244104921574873,5.367874473088888,7.250445736760603,7.7440939968626,7.986952242981941,9.40966563951319,4.566278379862855
1967-10-01,8.338375439235016,8.368294008949379,5.896048502741299,7.144275676207539,8.690954198474586,9.43718063207586,8.037835089869176
1967-11-01,8.703737376681907,8.195285094184243,5.506066977203699,6.733249432628238,8.594474314930892,9.332778904979909,8.030985437497767
1967-12-01,8.719705141550827,7.431484555018544,3.51013067924221,5.691078392762616,8.249209646489296,7.911179174536148,7.5564289479274125
1968-01-01,8.914178926531676,6.467155737141064,3.159832806944948,4.889375107999182,7.231550533173485,5.851283268020913,6.628325311909389
1968-02-01,8.812009292368783,6.799463714745329,3.2998995927873356,4.105599197932766,7.125497429841057,6.073611472195615,7.15615689494614
1968-03-01,8.733815649377268,7.441549022464266,2.6486824005590472,2.961850125176237,7.413640051151273,3.479858096982218,7.65245416251459
1968-04-01,9.133021092846736,8.820402622622026,0.0,2.6132587862245122,8.446792725546617,6.621324009145017,8.979341040276402
1968-05-01,8.904207466447613,9.070474513492336,0.9389254666875555,5.638208894669269,8.429416726214995,8.289114180112923,8.626391316235816
