,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7
1965-01-01,,,,,,,
1965-02-01,,,,,,,
1965-03-01,,,,,,,
1965-04-01,,,,,,,
1965-05-01,,,,,,,
1965-06-01,,,,,,,
1965-07-01,,,,,,,
1965-08-01,,,,,,,
1965-09-01,,,,,,,
1965-10-01,,,,,,,
1965-11-01,,,,,,,
1965-12-01,,,,,,,
1966-01-01,,,,,,,
1966-02-01,,,,,,,
1966-03-01,,,,,,,
1966-04-01,,,,,,,
1966-05-01,,,,,,,
1966-06-01,,,,,,,
1966-07-01,,,,,,,
1966-08-01,,,,,,,
1966-09-01,,,,,,,
1966-10-01,,,,,,,
1966-11-01,,,,,,,
1966-12-01,,,,,,,
1967-01-01,9.859181160486173,6.701179492759745,8.45762578517154,6.719692016226229,4.112327384228843,10.24811042451144,7.020031283284432
1967-02-01,9.920190816511576,6.722243974428849,8.985840022491912,6.461138236854907,4.442712623123138,12.78020869183758,7.22164239338421
1967-03-01,9.80798858265658,6.851905887005745,9.303257259566864,5.219023229840882,6.217558105282502,13.2633943240776,7.387766174226044
1967-04-01,9.782785641598995,6.969818383100237,9.527181323576723,6.226322489015008,6.929642085856499,12.605280586252805,7.346783227588702
1967-05-01,9.653673636685603,7.031842001513835,9.346405500493495,4.757895332832677,2.7970249046392843,11.158764640003314,7.337676741055802
1967-06-01,9.766458006155533,6.843997575595214,8.816431159599352,4.358773787433801,2.778278651086318,10.180124364394649,7.038529245416812
1967-07-01,9.959496084910475,6.825425305541774,8.30905985222246,4.598575225763437,2.5213378833126154,8.007898429403884,6.825206445064424
1967-08-01,10.457154364617825,6.69675938566383,7.829089846164194,6.387660972743405,4.643301876036903,6.424933608262392,6.632109747211462
1967-09-01,10.890107473996444,6.769082884715208,7.508425537034286,8.004389087655301,5.451350065226971,6.054141054737038,6.499968402685748
1967-10-01,10.797157500507302,6.754491460807683,7.514997138353592,8.789489127603106,5.17600222501427,5.692887451549548,6.654080669989298
1967-11-01,10.824034003331459,6.800877650626014,8.331943739024055,8.29641300469543,7.786963959433238,6.894099877898202,6.749742299755334
1967-12-01,10.301593911888583,6.851585185430257,8.432866481990398,7.489186911884083,6.591918493919912,6.804813027113381,6.915812462763527
1968-01-01,9.8428172561884,6.742475898822243,8.290340863855864,7.041646961916306,6.017120126724348,7.577983424316721,6.897504713000814
1968-02-01,9.57469099276935,6.830406131186129,8.773734632081217,6.474001903312228,4.205360723833535,11.38161831411947,6.931047375780871
1968-03-01,9.65537355011354,6.791983480355736,8.981860160803825,5.596979455728868,5.957682307345262,11.9706735946747,7.262381585216997
1968-04-01,10.108792768261033,7.119564366919513,9.331459431740738,4.76788565183589,5.3644452901153015,12.164067042624767,7.649204039953498
1968-05-01,9.979920549246462,7.099778380430414,9.145229340779697,4.401395013986805,4.029834440724828,10.056177780919407,7.589091152633455
